[2339, 1653]
[paragraph, [323.0, 164.0, 1138.0, 36.0], shoonya_2s33R7LC0K111R, 5734503]
[paragraph, [323.0, 200.0, 1138.0, 36.0], shoonya_2s33R7LC0K111R, 5734503]
[paragraph, [323.0, 236.0, 1138.0, 36.0], shoonya_2s33R7LC0K111R, 5734503]
[paragraph, [323.0, 272.0, 1138.0, 36.0], shoonya_2s33R7LC0K111R, 5734503]
[paragraph, [323.0, 308.0, 1138.0, 36.0], shoonya_2s33R7LC0K111R, 5734503]
[paragraph, [323.0, 344.0, 1138.0, 36.0], shoonya_2s33R7LC0K111R, 5734503]
[paragraph, [323.0, 380.0, 1138.0, 36.0], shoonya_2s33R7LC0K111R, 5734503]
[paragraph, [327.0, 439.0, 1135.0, 36.0], shoonya_1sPKI3OOL36XDY, 5734503]
[paragraph, [327.0, 475.0, 1135.0, 36.0], shoonya_1sPKI3OOL36XDY, 5734503]
[paragraph, [327.0, 511.0, 1135.0, 36.0], shoonya_1sPKI3OOL36XDY, 5734503]
[paragraph, [327.0, 547.0, 1135.0, 36.0], shoonya_1sPKI3OOL36XDY, 5734503]
[paragraph, [327.0, 583.0, 1135.0, 36.0], shoonya_1sPKI3OOL36XDY, 5734503]
[paragraph, [327.0, 619.0, 1135.0, 36.0], shoonya_1sPKI3OOL36XDY, 5734503]
[paragraph, [327.0, 655.0, 1135.0, 36.0], shoonya_1sPKI3OOL36XDY, 5734503]
[paragraph, [327.0, 691.0, 1135.0, 36.0], shoonya_1sPKI3OOL36XDY, 5734503]
[paragraph, [327.0, 727.0, 1135.0, 36.0], shoonya_1sPKI3OOL36XDY, 5734503]
[paragraph, [327.0, 763.0, 1135.0, 36.0], shoonya_1sPKI3OOL36XDY, 5734503]
[paragraph, [327.0, 799.0, 1135.0, 36.0], shoonya_1sPKI3OOL36XDY, 5734503]
[paragraph, [327.0, 835.0, 1135.0, 36.0], shoonya_1sPKI3OOL36XDY, 5734503]
[paragraph, [327.0, 871.0, 1135.0, 36.0], shoonya_1sPKI3OOL36XDY, 5734503]
[paragraph, [327.0, 907.0, 1135.0, 36.0], shoonya_1sPKI3OOL36XDY, 5734503]
[paragraph, [327.0, 943.0, 1135.0, 36.0], shoonya_1sPKI3OOL36XDY, 5734503]
[paragraph, [327.0, 979.0, 1135.0, 36.0], shoonya_1sPKI3OOL36XDY, 5734503]
[paragraph, [327.0, 1015.0, 1135.0, 36.0], shoonya_1sPKI3OOL36XDY, 5734503]
[paragraph, [327.0, 1051.0, 1135.0, 36.0], shoonya_1sPKI3OOL36XDY, 5734503]
[paragraph, [325.0, 1107.0, 1136.0, 36.0], shoonya_0sXAZWN6FDSCS5, 5734503]
[paragraph, [325.0, 1143.0, 1136.0, 36.0], shoonya_0sXAZWN6FDSCS5, 5734503]
[paragraph, [325.0, 1179.0, 1136.0, 36.0], shoonya_0sXAZWN6FDSCS5, 5734503]
[paragraph, [325.0, 1215.0, 1136.0, 36.0], shoonya_0sXAZWN6FDSCS5, 5734503]
[paragraph, [325.0, 1251.0, 1136.0, 36.0], shoonya_0sXAZWN6FDSCS5, 5734503]
[paragraph, [325.0, 1287.0, 1136.0, 36.0], shoonya_0sXAZWN6FDSCS5, 5734503]
[paragraph, [325.0, 1323.0, 1136.0, 36.0], shoonya_0sXAZWN6FDSCS5, 5734503]
[paragraph, [325.0, 1359.0, 1136.0, 36.0], shoonya_0sXAZWN6FDSCS5, 5734503]
[paragraph, [325.0, 1395.0, 1136.0, 36.0], shoonya_0sXAZWN6FDSCS5, 5734503]
[paragraph, [325.0, 1431.0, 1136.0, 36.0], shoonya_0sXAZWN6FDSCS5, 5734503]
[paragraph, [325.0, 1467.0, 1136.0, 36.0], shoonya_0sXAZWN6FDSCS5, 5734503]
[paragraph, [325.0, 1503.0, 1136.0, 36.0], shoonya_0sXAZWN6FDSCS5, 5734503]
[paragraph, [325.0, 1539.0, 1136.0, 36.0], shoonya_0sXAZWN6FDSCS5, 5734503]
[paragraph, [325.0, 1575.0, 1136.0, 36.0], shoonya_0sXAZWN6FDSCS5, 5734503]
[paragraph, [325.0, 1611.0, 1136.0, 36.0], shoonya_0sXAZWN6FDSCS5, 5734503]
[paragraph, [325.0, 1647.0, 1136.0, 36.0], shoonya_0sXAZWN6FDSCS5, 5734503]
[paragraph, [325.0, 1683.0, 1136.0, 36.0], shoonya_0sXAZWN6FDSCS5, 5734503]
[paragraph, [325.0, 1719.0, 1136.0, 36.0], shoonya_0sXAZWN6FDSCS5, 5734503]
[paragraph, [325.0, 1755.0, 1136.0, 36.0], shoonya_0sXAZWN6FDSCS5, 5734503]
[paragraph, [325.0, 1791.0, 1136.0, 36.0], shoonya_0sXAZWN6FDSCS5, 5734503]
[paragraph, [325.0, 1827.0, 1136.0, 36.0], shoonya_0sXAZWN6FDSCS5, 5734503]
[paragraph, [328.0, 1888.0, 1133.0, 36.0], shoonya_3sTHIG7AUTBXUP, 5734503]
[paragraph, [328.0, 1924.0, 1133.0, 36.0], shoonya_3sTHIG7AUTBXUP, 5734503]
[paragraph, [328.0, 1960.0, 1133.0, 36.0], shoonya_3sTHIG7AUTBXUP, 5734503]
[paragraph, [328.0, 1996.0, 1133.0, 36.0], shoonya_3sTHIG7AUTBXUP, 5734503]
[paragraph, [328.0, 2032.0, 1133.0, 36.0], shoonya_3sTHIG7AUTBXUP, 5734503]
[paragraph, [328.0, 2068.0, 1133.0, 36.0], shoonya_3sTHIG7AUTBXUP, 5734503]
[folio, [1133.0, 2158.0, 275.0, 36.0], xu_dgJLXvX, 5734503]
