[1565, 1152]
[headline, [306.0, 85.0, 696.0, 37.5], shoonya_10sUAGRHKGW2SH, 5722907]
[headline, [306.0, 122.5, 696.0, 37.5], shoonya_10sUAGRHKGW2SH, 5722907]
[author, [337.0, 194.0, 382.0, 36.0], shoonya_9s2JLLL4273IIE, 5722907]
[paragraph, [307.0, 286.0, 766.0, 36.0], shoonya_1sU4G1XQL6QL8L, 5722907]
[paragraph, [307.0, 322.0, 766.0, 36.0], shoonya_1sU4G1XQL6QL8L, 5722907]
[paragraph, [307.0, 358.0, 766.0, 36.0], shoonya_1sU4G1XQL6QL8L, 5722907]
[paragraph, [307.0, 394.0, 766.0, 36.0], shoonya_1sU4G1XQL6QL8L, 5722907]
[paragraph, [307.0, 430.0, 766.0, 36.0], shoonya_1sU4G1XQL6QL8L, 5722907]
[paragraph, [307.0, 466.0, 766.0, 36.0], shoonya_1sU4G1XQL6QL8L, 5722907]
[paragraph, [307.0, 502.0, 766.0, 36.0], shoonya_1sU4G1XQL6QL8L, 5722907]
[sidebar, [0.0, 541.0, 280.0, 36.0], abgMwYi03n, 5722907]
[sidebar, [0.0, 577.0, 280.0, 36.0], abgMwYi03n, 5722907]
[sidebar, [0.0, 613.0, 280.0, 36.0], abgMwYi03n, 5722907]
[sidebar, [0.0, 649.0, 280.0, 36.0], abgMwYi03n, 5722907]
[sidebar, [0.0, 685.0, 280.0, 36.0], abgMwYi03n, 5722907]
[sidebar, [0.0, 721.0, 280.0, 36.0], abgMwYi03n, 5722907]
[sidebar, [0.0, 757.0, 280.0, 36.0], abgMwYi03n, 5722907]
[sidebar, [0.0, 793.0, 280.0, 36.0], abgMwYi03n, 5722907]
[sidebar, [0.0, 829.0, 280.0, 36.0], abgMwYi03n, 5722907]
[sidebar, [0.0, 865.0, 280.0, 36.0], abgMwYi03n, 5722907]
[sidebar, [0.0, 901.0, 280.0, 36.0], abgMwYi03n, 5722907]
[sidebar, [0.0, 937.0, 280.0, 36.0], abgMwYi03n, 5722907]
[sidebar, [0.0, 973.0, 280.0, 36.0], abgMwYi03n, 5722907]
[sidebar, [0.0, 1009.0, 280.0, 36.0], abgMwYi03n, 5722907]
[sidebar, [0.0, 1045.0, 280.0, 36.0], abgMwYi03n, 5722907]
[sidebar, [0.0, 1081.0, 280.0, 36.0], abgMwYi03n, 5722907]
[sidebar, [0.0, 1117.0, 280.0, 36.0], abgMwYi03n, 5722907]
[sidebar, [0.0, 1153.0, 280.0, 36.0], abgMwYi03n, 5722907]
[sidebar, [0.0, 1189.0, 280.0, 36.0], abgMwYi03n, 5722907]
[sidebar, [0.0, 1225.0, 280.0, 36.0], abgMwYi03n, 5722907]
[sidebar, [0.0, 1261.0, 280.0, 36.0], abgMwYi03n, 5722907]
[sidebar, [0.0, 1297.0, 280.0, 36.0], abgMwYi03n, 5722907]
[sidebar, [0.0, 1333.0, 280.0, 36.0], abgMwYi03n, 5722907]
[sidebar, [0.0, 1369.0, 280.0, 36.0], abgMwYi03n, 5722907]
[sidebar, [0.0, 1405.0, 280.0, 36.0], abgMwYi03n, 5722907]
[paragraph, [307.0, 575.0, 766.0, 36.0], shoonya_0s4FAZ0IT9G9QE, 5722907]
[paragraph, [307.0, 611.0, 766.0, 36.0], shoonya_0s4FAZ0IT9G9QE, 5722907]
[paragraph, [307.0, 647.0, 766.0, 36.0], shoonya_0s4FAZ0IT9G9QE, 5722907]
[paragraph, [307.0, 683.0, 766.0, 36.0], shoonya_0s4FAZ0IT9G9QE, 5722907]
[paragraph, [307.0, 719.0, 766.0, 36.0], shoonya_0s4FAZ0IT9G9QE, 5722907]
[paragraph, [307.0, 755.0, 766.0, 36.0], shoonya_0s4FAZ0IT9G9QE, 5722907]
[paragraph, [307.0, 791.0, 766.0, 36.0], shoonya_0s4FAZ0IT9G9QE, 5722907]
[paragraph, [307.0, 827.0, 766.0, 36.0], shoonya_0s4FAZ0IT9G9QE, 5722907]
[paragraph, [307.0, 863.0, 766.0, 36.0], shoonya_0s4FAZ0IT9G9QE, 5722907]
[paragraph, [307.0, 899.0, 766.0, 36.0], shoonya_0s4FAZ0IT9G9QE, 5722907]
[paragraph, [307.0, 935.0, 766.0, 36.0], shoonya_0s4FAZ0IT9G9QE, 5722907]
[paragraph, [307.0, 971.0, 766.0, 36.0], shoonya_0s4FAZ0IT9G9QE, 5722907]
[paragraph, [305.0, 1053.0, 769.0, 36.0], shoonya_3s8B60DETLLVNI, 5722907]
[paragraph, [305.0, 1089.0, 769.0, 36.0], shoonya_3s8B60DETLLVNI, 5722907]
[paragraph, [305.0, 1125.0, 769.0, 36.0], shoonya_3s8B60DETLLVNI, 5722907]
[paragraph, [305.0, 1161.0, 769.0, 36.0], shoonya_3s8B60DETLLVNI, 5722907]
[paragraph, [308.0, 1209.0, 764.0, 36.0], shoonya_2sPXMAEE0KFKO1, 5722907]
[paragraph, [308.0, 1245.0, 764.0, 36.0], shoonya_2sPXMAEE0KFKO1, 5722907]
[paragraph, [308.0, 1281.0, 764.0, 36.0], shoonya_2sPXMAEE0KFKO1, 5722907]
[paragraph, [308.0, 1317.0, 764.0, 36.0], shoonya_2sPXMAEE0KFKO1, 5722907]
[paragraph, [308.0, 1353.0, 764.0, 36.0], shoonya_2sPXMAEE0KFKO1, 5722907]
[paragraph, [310.0, 1407.0, 763.0, 36.0], shoonya_7sSWTYEBR7NO7B, 5722907]
