[2339, 1653]
[paragraph, [392.0, 200.0, 1071.0, 36.0], shoonya_6s4HAH32G2KFO5, 5734260]
[paragraph, [392.0, 236.0, 1071.0, 36.0], shoonya_6s4HAH32G2KFO5, 5734260]
[paragraph, [392.0, 272.0, 1071.0, 36.0], shoonya_6s4HAH32G2KFO5, 5734260]
[paragraph, [388.0, 316.0, 1071.0, 36.0], shoonya_0sX5FGAYETPDSA, 5734260]
[paragraph, [388.0, 352.0, 1071.0, 36.0], shoonya_0sX5FGAYETPDSA, 5734260]
[paragraph, [388.0, 388.0, 1071.0, 36.0], shoonya_0sX5FGAYETPDSA, 5734260]
[paragraph, [388.0, 424.0, 1071.0, 36.0], shoonya_0sX5FGAYETPDSA, 5734260]
[paragraph, [388.0, 460.0, 1071.0, 36.0], shoonya_0sX5FGAYETPDSA, 5734260]
[paragraph, [388.0, 496.0, 1071.0, 36.0], shoonya_0sX5FGAYETPDSA, 5734260]
[paragraph, [388.0, 532.0, 1071.0, 36.0], shoonya_0sX5FGAYETPDSA, 5734260]
[paragraph, [388.0, 568.0, 1071.0, 36.0], shoonya_0sX5FGAYETPDSA, 5734260]
[paragraph, [388.0, 604.0, 1071.0, 36.0], shoonya_0sX5FGAYETPDSA, 5734260]
[paragraph, [388.0, 640.0, 1071.0, 36.0], shoonya_0sX5FGAYETPDSA, 5734260]
[paragraph, [388.0, 676.0, 1071.0, 36.0], shoonya_0sX5FGAYETPDSA, 5734260]
[paragraph, [388.0, 712.0, 1071.0, 36.0], shoonya_0sX5FGAYETPDSA, 5734260]
[paragraph, [388.0, 748.0, 1071.0, 36.0], shoonya_0sX5FGAYETPDSA, 5734260]
[paragraph, [388.0, 784.0, 1071.0, 36.0], shoonya_0sX5FGAYETPDSA, 5734260]
[paragraph, [388.0, 820.0, 1071.0, 36.0], shoonya_0sX5FGAYETPDSA, 5734260]
[paragraph, [388.0, 856.0, 1071.0, 36.0], shoonya_0sX5FGAYETPDSA, 5734260]
[paragraph, [388.0, 892.0, 1071.0, 36.0], shoonya_0sX5FGAYETPDSA, 5734260]
[paragraph, [390.0, 957.0, 1072.0, 36.0], shoonya_3sM8X20P6HTV8P, 5734260]
[paragraph, [390.0, 993.0, 1072.0, 36.0], shoonya_3sM8X20P6HTV8P, 5734260]
[paragraph, [390.0, 1029.0, 1072.0, 36.0], shoonya_3sM8X20P6HTV8P, 5734260]
[paragraph, [390.0, 1065.0, 1072.0, 36.0], shoonya_3sM8X20P6HTV8P, 5734260]
[paragraph, [390.0, 1101.0, 1072.0, 36.0], shoonya_3sM8X20P6HTV8P, 5734260]
[paragraph, [390.0, 1137.0, 1072.0, 36.0], shoonya_3sM8X20P6HTV8P, 5734260]
[paragraph, [392.0, 1195.0, 1073.0, 36.0], shoonya_2sTBMNSVK85JIJ, 5734260]
[paragraph, [392.0, 1231.0, 1073.0, 36.0], shoonya_2sTBMNSVK85JIJ, 5734260]
[paragraph, [392.0, 1267.0, 1073.0, 36.0], shoonya_2sTBMNSVK85JIJ, 5734260]
[paragraph, [392.0, 1303.0, 1073.0, 36.0], shoonya_2sTBMNSVK85JIJ, 5734260]
[paragraph, [392.0, 1339.0, 1073.0, 36.0], shoonya_2sTBMNSVK85JIJ, 5734260]
[paragraph, [392.0, 1375.0, 1073.0, 36.0], shoonya_2sTBMNSVK85JIJ, 5734260]
[paragraph, [388.0, 1424.0, 1073.0, 36.0], shoonya_1sVOUR68WYVJXQ, 5734260]
[paragraph, [388.0, 1460.0, 1073.0, 36.0], shoonya_1sVOUR68WYVJXQ, 5734260]
[paragraph, [388.0, 1496.0, 1073.0, 36.0], shoonya_1sVOUR68WYVJXQ, 5734260]
[paragraph, [388.0, 1532.0, 1073.0, 36.0], shoonya_1sVOUR68WYVJXQ, 5734260]
[paragraph, [388.0, 1568.0, 1073.0, 36.0], shoonya_1sVOUR68WYVJXQ, 5734260]
[paragraph, [388.0, 1604.0, 1073.0, 36.0], shoonya_1sVOUR68WYVJXQ, 5734260]
[paragraph, [388.0, 1640.0, 1073.0, 36.0], shoonya_1sVOUR68WYVJXQ, 5734260]
[paragraph, [388.0, 1676.0, 1073.0, 36.0], shoonya_1sVOUR68WYVJXQ, 5734260]
[paragraph, [388.0, 1712.0, 1073.0, 36.0], shoonya_1sVOUR68WYVJXQ, 5734260]
[paragraph, [388.0, 1748.0, 1073.0, 36.0], shoonya_1sVOUR68WYVJXQ, 5734260]
[paragraph, [388.0, 1784.0, 1073.0, 36.0], shoonya_1sVOUR68WYVJXQ, 5734260]
[paragraph, [388.0, 1820.0, 1073.0, 36.0], shoonya_1sVOUR68WYVJXQ, 5734260]
[paragraph, [388.0, 1856.0, 1073.0, 36.0], shoonya_1sVOUR68WYVJXQ, 5734260]
[paragraph, [388.0, 1892.0, 1073.0, 36.0], shoonya_1sVOUR68WYVJXQ, 5734260]
[paragraph, [391.0, 1949.0, 1075.0, 36.0], shoonya_4sAXI9FA6KG24N, 5734260]
[paragraph, [391.0, 1985.0, 1075.0, 36.0], shoonya_4sAXI9FA6KG24N, 5734260]
[paragraph, [391.0, 2021.0, 1075.0, 36.0], shoonya_4sAXI9FA6KG24N, 5734260]
[paragraph, [391.0, 2057.0, 1075.0, 36.0], shoonya_4sAXI9FA6KG24N, 5734260]
[folio, [777.0, 2181.0, 604.0, 36.0], shoonya_7s2YRBSWT5A3O4, 5734260]
