[2180, 1470]
[folio, [158.0, 144.0, 172.0, 36.0], m_f1iAvGgn, 5655072]
[paragraph, [164.0, 252.0, 1184.0, 36.0], shoonya_1s9XJQ77L7DYMQ, 5655072]
[paragraph, [164.0, 288.0, 1184.0, 36.0], shoonya_1s9XJQ77L7DYMQ, 5655072]
[paragraph, [164.0, 324.0, 1184.0, 36.0], shoonya_1s9XJQ77L7DYMQ, 5655072]
[paragraph, [164.0, 360.0, 1184.0, 36.0], shoonya_1s9XJQ77L7DYMQ, 5655072]
[paragraph, [164.0, 396.0, 1184.0, 36.0], shoonya_1s9XJQ77L7DYMQ, 5655072]
[paragraph, [164.0, 432.0, 1184.0, 36.0], shoonya_1s9XJQ77L7DYMQ, 5655072]
[paragraph, [164.0, 468.0, 1184.0, 36.0], shoonya_1s9XJQ77L7DYMQ, 5655072]
[paragraph, [164.0, 504.0, 1184.0, 36.0], shoonya_1s9XJQ77L7DYMQ, 5655072]
[paragraph, [164.0, 540.0, 1184.0, 36.0], shoonya_1s9XJQ77L7DYMQ, 5655072]
[paragraph, [164.0, 576.0, 1184.0, 36.0], shoonya_1s9XJQ77L7DYMQ, 5655072]
[paragraph, [164.0, 612.0, 1184.0, 36.0], shoonya_1s9XJQ77L7DYMQ, 5655072]
[paragraph, [164.0, 648.0, 1184.0, 36.0], shoonya_1s9XJQ77L7DYMQ, 5655072]
[paragraph, [164.0, 684.0, 1184.0, 36.0], shoonya_1s9XJQ77L7DYMQ, 5655072]
[paragraph, [164.0, 720.0, 1184.0, 36.0], shoonya_1s9XJQ77L7DYMQ, 5655072]
[paragraph, [164.0, 756.0, 1184.0, 36.0], shoonya_1s9XJQ77L7DYMQ, 5655072]
[paragraph, [164.0, 792.0, 1184.0, 36.0], shoonya_1s9XJQ77L7DYMQ, 5655072]
[paragraph, [164.0, 828.0, 1184.0, 36.0], shoonya_1s9XJQ77L7DYMQ, 5655072]
[paragraph, [164.0, 864.0, 1184.0, 36.0], shoonya_1s9XJQ77L7DYMQ, 5655072]
[paragraph, [164.0, 900.0, 1184.0, 36.0], shoonya_1s9XJQ77L7DYMQ, 5655072]
[paragraph, [164.0, 936.0, 1184.0, 36.0], shoonya_1s9XJQ77L7DYMQ, 5655072]
[paragraph, [164.0, 972.0, 1184.0, 36.0], shoonya_1s9XJQ77L7DYMQ, 5655072]
[paragraph, [164.0, 1008.0, 1184.0, 36.0], shoonya_1s9XJQ77L7DYMQ, 5655072]
[paragraph, [164.0, 1044.0, 1184.0, 36.0], shoonya_1s9XJQ77L7DYMQ, 5655072]
[paragraph, [164.0, 1080.0, 1184.0, 36.0], shoonya_1s9XJQ77L7DYMQ, 5655072]
[paragraph, [142.0, 1139.0, 1223.0, 36.0], shoonya_0s2WUNQNVDRFTZ, 5655072]
[paragraph, [142.0, 1175.0, 1223.0, 36.0], shoonya_0s2WUNQNVDRFTZ, 5655072]
[paragraph, [142.0, 1211.0, 1223.0, 36.0], shoonya_0s2WUNQNVDRFTZ, 5655072]
[paragraph, [142.0, 1247.0, 1223.0, 36.0], shoonya_0s2WUNQNVDRFTZ, 5655072]
[paragraph, [142.0, 1283.0, 1223.0, 36.0], shoonya_0s2WUNQNVDRFTZ, 5655072]
[paragraph, [142.0, 1319.0, 1223.0, 36.0], shoonya_0s2WUNQNVDRFTZ, 5655072]
[paragraph, [142.0, 1355.0, 1223.0, 36.0], shoonya_0s2WUNQNVDRFTZ, 5655072]
[paragraph, [142.0, 1391.0, 1223.0, 36.0], shoonya_0s2WUNQNVDRFTZ, 5655072]
[paragraph, [142.0, 1427.0, 1223.0, 36.0], shoonya_0s2WUNQNVDRFTZ, 5655072]
[paragraph, [142.0, 1463.0, 1223.0, 36.0], shoonya_0s2WUNQNVDRFTZ, 5655072]
[paragraph, [142.0, 1499.0, 1223.0, 36.0], shoonya_0s2WUNQNVDRFTZ, 5655072]
[paragraph, [142.0, 1535.0, 1223.0, 36.0], shoonya_0s2WUNQNVDRFTZ, 5655072]
[paragraph, [142.0, 1571.0, 1223.0, 36.0], shoonya_0s2WUNQNVDRFTZ, 5655072]
[paragraph, [142.0, 1607.0, 1223.0, 36.0], shoonya_0s2WUNQNVDRFTZ, 5655072]
[paragraph, [142.0, 1643.0, 1223.0, 36.0], shoonya_0s2WUNQNVDRFTZ, 5655072]
[paragraph, [142.0, 1679.0, 1223.0, 36.0], shoonya_0s2WUNQNVDRFTZ, 5655072]
[paragraph, [142.0, 1715.0, 1223.0, 36.0], shoonya_0s2WUNQNVDRFTZ, 5655072]
[paragraph, [142.0, 1751.0, 1223.0, 36.0], shoonya_0s2WUNQNVDRFTZ, 5655072]
[paragraph, [142.0, 1787.0, 1223.0, 36.0], shoonya_0s2WUNQNVDRFTZ, 5655072]
[paragraph, [142.0, 1823.0, 1223.0, 36.0], shoonya_0s2WUNQNVDRFTZ, 5655072]
[paragraph, [142.0, 1859.0, 1223.0, 36.0], shoonya_0s2WUNQNVDRFTZ, 5655072]
[paragraph, [142.0, 1895.0, 1223.0, 36.0], shoonya_0s2WUNQNVDRFTZ, 5655072]
[reference, [168.0, 1968.0, 794.0, 36.0], shoonya_2sW467OMJFSX0I, 5655072]
[reference, [168.0, 2004.0, 794.0, 36.0], shoonya_2sW467OMJFSX0I, 5655072]
[reference, [168.0, 2040.0, 794.0, 36.0], shoonya_2sW467OMJFSX0I, 5655072]
