[595, 401]
[folio, [63.0, 54.0, 114.0, 18.0], IhpkBl5utu, 5711193]
[reference, [60.0, 105.0, 287.0, 18.0], shoonya_0sPAOF3KNLZ6W7, 5711193]
[reference, [60.0, 123.0, 287.0, 18.0], shoonya_0sPAOF3KNLZ6W7, 5711193]
[reference, [60.0, 141.0, 287.0, 18.0], shoonya_0sPAOF3KNLZ6W7, 5711193]
[reference, [60.0, 159.0, 287.0, 18.0], shoonya_0sPAOF3KNLZ6W7, 5711193]
[reference, [60.0, 177.0, 287.0, 18.0], shoonya_0sPAOF3KNLZ6W7, 5711193]
[reference, [60.0, 195.0, 287.0, 18.0], shoonya_0sPAOF3KNLZ6W7, 5711193]
[reference, [60.0, 213.0, 287.0, 18.0], shoonya_0sPAOF3KNLZ6W7, 5711193]
[reference, [60.0, 231.0, 287.0, 18.0], shoonya_0sPAOF3KNLZ6W7, 5711193]
[reference, [60.0, 249.0, 287.0, 18.0], shoonya_0sPAOF3KNLZ6W7, 5711193]
[reference, [60.0, 267.0, 287.0, 18.0], shoonya_0sPAOF3KNLZ6W7, 5711193]
[reference, [60.0, 285.0, 287.0, 18.0], shoonya_0sPAOF3KNLZ6W7, 5711193]
[reference, [60.0, 303.0, 287.0, 18.0], shoonya_0sPAOF3KNLZ6W7, 5711193]
[reference, [60.0, 321.0, 287.0, 18.0], shoonya_0sPAOF3KNLZ6W7, 5711193]
[reference, [60.0, 339.0, 287.0, 18.0], shoonya_0sPAOF3KNLZ6W7, 5711193]
[reference, [60.0, 357.0, 287.0, 18.0], shoonya_0sPAOF3KNLZ6W7, 5711193]
[reference, [60.0, 375.0, 287.0, 18.0], shoonya_0sPAOF3KNLZ6W7, 5711193]
[reference, [60.0, 393.0, 287.0, 18.0], shoonya_0sPAOF3KNLZ6W7, 5711193]
[reference, [60.0, 411.0, 287.0, 18.0], shoonya_0sPAOF3KNLZ6W7, 5711193]
[reference, [60.0, 429.0, 287.0, 18.0], shoonya_0sPAOF3KNLZ6W7, 5711193]
[reference, [60.0, 447.0, 287.0, 18.0], shoonya_0sPAOF3KNLZ6W7, 5711193]
[reference, [60.0, 465.0, 287.0, 18.0], shoonya_0sPAOF3KNLZ6W7, 5711193]
[reference, [60.0, 483.0, 287.0, 18.0], shoonya_0sPAOF3KNLZ6W7, 5711193]
[reference, [60.0, 501.0, 287.0, 18.0], shoonya_0sPAOF3KNLZ6W7, 5711193]
[reference, [60.0, 519.0, 287.0, 18.0], shoonya_0sPAOF3KNLZ6W7, 5711193]
