[612, 792]
[section-title, [352.0, 124.0, 86.0, 30.0], shoonya_2sZFWWTPGOLJ4C, 6533813]
[paragraph, [71.0, 168.0, 642.0, 18.0], shoonya_0sNB7E1HJJ6WB9, 6533813]
[paragraph, [71.0, 186.0, 642.0, 18.0], shoonya_0sNB7E1HJJ6WB9, 6533813]
[paragraph, [71.0, 204.0, 642.0, 18.0], shoonya_0sNB7E1HJJ6WB9, 6533813]
[paragraph, [71.0, 222.0, 642.0, 18.0], shoonya_0sNB7E1HJJ6WB9, 6533813]
[paragraph, [71.0, 240.0, 642.0, 18.0], shoonya_0sNB7E1HJJ6WB9, 6533813]
[paragraph, [71.0, 258.0, 642.0, 18.0], shoonya_0sNB7E1HJJ6WB9, 6533813]
[paragraph, [71.0, 276.0, 642.0, 18.0], shoonya_0sNB7E1HJJ6WB9, 6533813]
[paragraph, [71.0, 294.0, 642.0, 18.0], shoonya_0sNB7E1HJJ6WB9, 6533813]
[paragraph, [71.0, 312.0, 642.0, 18.0], shoonya_0sNB7E1HJJ6WB9, 6533813]
[paragraph, [71.0, 330.0, 642.0, 18.0], shoonya_0sNB7E1HJJ6WB9, 6533813]
[paragraph, [71.0, 348.0, 642.0, 18.0], shoonya_0sNB7E1HJJ6WB9, 6533813]
[paragraph, [71.0, 366.0, 642.0, 18.0], shoonya_0sNB7E1HJJ6WB9, 6533813]
[paragraph, [71.0, 384.0, 642.0, 18.0], shoonya_0sNB7E1HJJ6WB9, 6533813]
[paragraph, [71.0, 402.0, 642.0, 18.0], shoonya_0sNB7E1HJJ6WB9, 6533813]
[paragraph, [71.0, 420.0, 642.0, 18.0], shoonya_0sNB7E1HJJ6WB9, 6533813]
[paragraph, [71.0, 438.0, 642.0, 18.0], shoonya_0sNB7E1HJJ6WB9, 6533813]
[paragraph, [71.0, 456.0, 642.0, 18.0], shoonya_0sNB7E1HJJ6WB9, 6533813]
[folio, [360.0, 552.0, 92.0, 18.0], 4WD-x73Duc, 6533813]
