[2806, 1983]
[folio, [43.0, 160.0, 558.0, 46.5], shoonya_3sAGRNJDG5E7SJ, 5698158]
[folio, [14.0, 217.0, 1296.0, 46.5], 0wKMiHZJaV, 5698158]
[ordered-list, [9.0, 283.0, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 329.5, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 376.0, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 422.5, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 469.0, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 515.5, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 562.0, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 608.5, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 655.0, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 701.5, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 748.0, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 794.5, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 841.0, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 887.5, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 934.0, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 980.5, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 1027.0, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 1073.5, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 1120.0, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 1166.5, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 1213.0, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 1259.5, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 1306.0, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 1352.5, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 1399.0, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 1445.5, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 1492.0, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 1538.5, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 1585.0, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 1631.5, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 1678.0, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 1724.5, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 1771.0, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 1817.5, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 1864.0, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 1910.5, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 1957.0, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 2003.5, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 2050.0, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 2096.5, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 2143.0, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 2189.5, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 2236.0, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 2282.5, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[ordered-list, [9.0, 2329.0, 1831.0, 46.5], -Nw7gI2T0-, 5698158]
[sub-ordered-list, [95.0, 383.0, 1720.0, 46.5], kLZrFhUtyr, 5698158]
[sub-ordered-list, [95.0, 429.5, 1720.0, 46.5], kLZrFhUtyr, 5698158]
[footnote, [979.0, 2414.0, 428.0, 46.5], shoonya_1s0FXRUB0VE9V3, 5698158]
[footnote, [979.0, 2460.5, 428.0, 46.5], shoonya_1s0FXRUB0VE9V3, 5698158]
[footnote, [979.0, 2507.0, 428.0, 46.5], shoonya_1s0FXRUB0VE9V3, 5698158]
[footnote, [979.0, 2553.5, 428.0, 46.5], shoonya_1s0FXRUB0VE9V3, 5698158]
[footnote, [979.0, 2600.0, 428.0, 46.5], shoonya_1s0FXRUB0VE9V3, 5698158]
[footnote, [979.0, 2646.5, 428.0, 46.5], shoonya_1s0FXRUB0VE9V3, 5698158]
[footnote, [1593.0, 2527.0, 217.0, 46.5], shoonya_2s46UTL7Y5UTKH, 5698158]
