[1806, 1262]
[folio, [161.0, 105.0, 507.0, 36.0], shoonya_6sA0ECZ1UZSWQG, 5681525]
[paragraph, [644.0, 175.0, 517.0, 36.0], shoonya_3sQK0HVNAUBXU0, 5681525]
[paragraph, [644.0, 211.0, 517.0, 36.0], shoonya_3sQK0HVNAUBXU0, 5681525]
[paragraph, [644.0, 247.0, 517.0, 36.0], shoonya_3sQK0HVNAUBXU0, 5681525]
[paragraph, [644.0, 283.0, 517.0, 36.0], shoonya_3sQK0HVNAUBXU0, 5681525]
[paragraph, [644.0, 319.0, 517.0, 36.0], shoonya_3sQK0HVNAUBXU0, 5681525]
[paragraph, [644.0, 355.0, 517.0, 36.0], shoonya_3sQK0HVNAUBXU0, 5681525]
[paragraph, [644.0, 391.0, 517.0, 36.0], shoonya_3sQK0HVNAUBXU0, 5681525]
[paragraph, [644.0, 427.0, 517.0, 36.0], shoonya_3sQK0HVNAUBXU0, 5681525]
[paragraph, [644.0, 463.0, 517.0, 36.0], shoonya_3sQK0HVNAUBXU0, 5681525]
[paragraph, [644.0, 499.0, 517.0, 36.0], shoonya_3sQK0HVNAUBXU0, 5681525]
[paragraph, [644.0, 535.0, 517.0, 36.0], shoonya_3sQK0HVNAUBXU0, 5681525]
[paragraph, [644.0, 571.0, 517.0, 36.0], shoonya_3sQK0HVNAUBXU0, 5681525]
[paragraph, [644.0, 607.0, 517.0, 36.0], shoonya_3sQK0HVNAUBXU0, 5681525]
[paragraph, [644.0, 643.0, 517.0, 36.0], shoonya_3sQK0HVNAUBXU0, 5681525]
[paragraph, [644.0, 679.0, 517.0, 36.0], shoonya_3sQK0HVNAUBXU0, 5681525]
[paragraph, [90.0, 176.0, 521.0, 36.0], shoonya_5sED33S9J2LVRT, 5681525]
[paragraph, [90.0, 212.0, 521.0, 36.0], shoonya_5sED33S9J2LVRT, 5681525]
[paragraph, [90.0, 248.0, 521.0, 36.0], shoonya_5sED33S9J2LVRT, 5681525]
[paragraph, [90.0, 284.0, 521.0, 36.0], shoonya_5sED33S9J2LVRT, 5681525]
[paragraph, [90.0, 320.0, 521.0, 36.0], shoonya_5sED33S9J2LVRT, 5681525]
[paragraph, [94.0, 371.0, 514.0, 36.0], shoonya_2sUX920J6F9QDT, 5681525]
[paragraph, [94.0, 407.0, 514.0, 36.0], shoonya_2sUX920J6F9QDT, 5681525]
[paragraph, [94.0, 443.0, 514.0, 36.0], shoonya_2sUX920J6F9QDT, 5681525]
[paragraph, [94.0, 479.0, 514.0, 36.0], shoonya_2sUX920J6F9QDT, 5681525]
[paragraph, [94.0, 515.0, 514.0, 36.0], shoonya_2sUX920J6F9QDT, 5681525]
[paragraph, [94.0, 551.0, 514.0, 36.0], shoonya_2sUX920J6F9QDT, 5681525]
[paragraph, [94.0, 587.0, 514.0, 36.0], shoonya_2sUX920J6F9QDT, 5681525]
[paragraph, [94.0, 623.0, 514.0, 36.0], shoonya_2sUX920J6F9QDT, 5681525]
[paragraph, [94.0, 659.0, 514.0, 36.0], shoonya_2sUX920J6F9QDT, 5681525]
[paragraph, [94.0, 695.0, 514.0, 36.0], shoonya_2sUX920J6F9QDT, 5681525]
[paragraph, [94.0, 731.0, 514.0, 36.0], shoonya_2sUX920J6F9QDT, 5681525]
[paragraph, [94.0, 767.0, 514.0, 36.0], shoonya_2sUX920J6F9QDT, 5681525]
[paragraph, [94.0, 803.0, 514.0, 36.0], shoonya_2sUX920J6F9QDT, 5681525]
[paragraph, [94.0, 839.0, 514.0, 36.0], shoonya_2sUX920J6F9QDT, 5681525]
[paragraph, [94.0, 875.0, 514.0, 36.0], shoonya_2sUX920J6F9QDT, 5681525]
[paragraph, [94.0, 911.0, 514.0, 36.0], shoonya_2sUX920J6F9QDT, 5681525]
[paragraph, [94.0, 947.0, 514.0, 36.0], shoonya_2sUX920J6F9QDT, 5681525]
[paragraph, [94.0, 983.0, 514.0, 36.0], shoonya_2sUX920J6F9QDT, 5681525]
[paragraph, [94.0, 1019.0, 514.0, 36.0], shoonya_2sUX920J6F9QDT, 5681525]
[paragraph, [94.0, 1055.0, 514.0, 36.0], shoonya_2sUX920J6F9QDT, 5681525]
[paragraph, [94.0, 1091.0, 514.0, 36.0], shoonya_2sUX920J6F9QDT, 5681525]
[paragraph, [94.0, 1127.0, 514.0, 36.0], shoonya_2sUX920J6F9QDT, 5681525]
[paragraph, [94.0, 1163.0, 514.0, 36.0], shoonya_2sUX920J6F9QDT, 5681525]
[paragraph, [647.0, 731.0, 522.0, 36.0], shoonya_1s3TZG4VEZ5CUW, 5681525]
[paragraph, [647.0, 767.0, 522.0, 36.0], shoonya_1s3TZG4VEZ5CUW, 5681525]
[paragraph, [647.0, 803.0, 522.0, 36.0], shoonya_1s3TZG4VEZ5CUW, 5681525]
[paragraph, [647.0, 839.0, 522.0, 36.0], shoonya_1s3TZG4VEZ5CUW, 5681525]
[paragraph, [647.0, 875.0, 522.0, 36.0], shoonya_1s3TZG4VEZ5CUW, 5681525]
[paragraph, [647.0, 911.0, 522.0, 36.0], shoonya_1s3TZG4VEZ5CUW, 5681525]
[paragraph, [647.0, 947.0, 522.0, 36.0], shoonya_1s3TZG4VEZ5CUW, 5681525]
[paragraph, [647.0, 983.0, 522.0, 36.0], shoonya_1s3TZG4VEZ5CUW, 5681525]
[paragraph, [647.0, 1019.0, 522.0, 36.0], shoonya_1s3TZG4VEZ5CUW, 5681525]
[paragraph, [647.0, 1055.0, 522.0, 36.0], shoonya_1s3TZG4VEZ5CUW, 5681525]
[paragraph, [647.0, 1091.0, 522.0, 36.0], shoonya_1s3TZG4VEZ5CUW, 5681525]
[paragraph, [647.0, 1127.0, 522.0, 36.0], shoonya_1s3TZG4VEZ5CUW, 5681525]
[paragraph, [647.0, 1163.0, 522.0, 36.0], shoonya_1s3TZG4VEZ5CUW, 5681525]
[paragraph, [647.0, 1199.0, 522.0, 36.0], shoonya_1s3TZG4VEZ5CUW, 5681525]
[paragraph, [647.0, 1235.0, 522.0, 36.0], shoonya_1s3TZG4VEZ5CUW, 5681525]
[paragraph, [647.0, 1271.0, 522.0, 36.0], shoonya_1s3TZG4VEZ5CUW, 5681525]
[paragraph, [647.0, 1307.0, 522.0, 36.0], shoonya_1s3TZG4VEZ5CUW, 5681525]
[paragraph, [647.0, 1343.0, 522.0, 36.0], shoonya_1s3TZG4VEZ5CUW, 5681525]
[paragraph, [647.0, 1379.0, 522.0, 36.0], shoonya_1s3TZG4VEZ5CUW, 5681525]
[paragraph, [647.0, 1415.0, 522.0, 36.0], shoonya_1s3TZG4VEZ5CUW, 5681525]
[paragraph, [647.0, 1451.0, 522.0, 36.0], shoonya_1s3TZG4VEZ5CUW, 5681525]
[paragraph, [647.0, 1487.0, 522.0, 36.0], shoonya_1s3TZG4VEZ5CUW, 5681525]
[paragraph, [647.0, 1523.0, 522.0, 36.0], shoonya_1s3TZG4VEZ5CUW, 5681525]
[paragraph, [647.0, 1559.0, 522.0, 36.0], shoonya_1s3TZG4VEZ5CUW, 5681525]
[paragraph, [647.0, 1595.0, 522.0, 36.0], shoonya_1s3TZG4VEZ5CUW, 5681525]
[paragraph, [647.0, 1631.0, 522.0, 36.0], shoonya_1s3TZG4VEZ5CUW, 5681525]
[paragraph, [647.0, 1667.0, 522.0, 36.0], shoonya_1s3TZG4VEZ5CUW, 5681525]
[paragraph, [104.0, 1233.0, 506.0, 36.0], shoonya_0s4GRBKBOIF44T, 5681525]
[paragraph, [104.0, 1269.0, 506.0, 36.0], shoonya_0s4GRBKBOIF44T, 5681525]
[paragraph, [104.0, 1305.0, 506.0, 36.0], shoonya_0s4GRBKBOIF44T, 5681525]
[paragraph, [104.0, 1341.0, 506.0, 36.0], shoonya_0s4GRBKBOIF44T, 5681525]
[paragraph, [104.0, 1377.0, 506.0, 36.0], shoonya_0s4GRBKBOIF44T, 5681525]
[paragraph, [104.0, 1413.0, 506.0, 36.0], shoonya_0s4GRBKBOIF44T, 5681525]
[paragraph, [104.0, 1449.0, 506.0, 36.0], shoonya_0s4GRBKBOIF44T, 5681525]
[paragraph, [98.0, 1525.0, 510.0, 36.0], shoonya_4s5YBDKLYHP2P6, 5681525]
[paragraph, [98.0, 1561.0, 510.0, 36.0], shoonya_4s5YBDKLYHP2P6, 5681525]
[paragraph, [98.0, 1597.0, 510.0, 36.0], shoonya_4s5YBDKLYHP2P6, 5681525]
[paragraph, [98.0, 1633.0, 510.0, 36.0], shoonya_4s5YBDKLYHP2P6, 5681525]
[paragraph, [98.0, 1669.0, 510.0, 36.0], shoonya_4s5YBDKLYHP2P6, 5681525]
