[1625, 1211]
[headline, [74.0, 96.0, 1029.0, 37.5], shoonya_0s3WVM8JELMSAR, 5742237]
[headline, [74.0, 133.5, 1029.0, 37.5], shoonya_0s3WVM8JELMSAR, 5742237]
[sub-headline, [58.0, 216.0, 1070.0, 36.0], RyPxidpMTU, 5742237]
[paragraph, [415.0, 264.0, 355.0, 36.0], EVQEu6IpWK, 5742237]
[paragraph, [415.0, 300.0, 355.0, 36.0], EVQEu6IpWK, 5742237]
[paragraph, [71.0, 270.0, 338.0, 36.0], b3KGg_Vhve, 5742237]
[paragraph, [71.0, 306.0, 338.0, 36.0], b3KGg_Vhve, 5742237]
[paragraph, [71.0, 342.0, 338.0, 36.0], b3KGg_Vhve, 5742237]
[paragraph, [71.0, 378.0, 338.0, 36.0], b3KGg_Vhve, 5742237]
[paragraph, [71.0, 414.0, 338.0, 36.0], b3KGg_Vhve, 5742237]
[paragraph, [71.0, 450.0, 338.0, 36.0], b3KGg_Vhve, 5742237]
[paragraph, [71.0, 486.0, 338.0, 36.0], b3KGg_Vhve, 5742237]
[paragraph, [71.0, 522.0, 338.0, 36.0], b3KGg_Vhve, 5742237]
[paragraph, [784.0, 273.0, 343.0, 36.0], 9yQ6nMxEtk, 5742237]
[paragraph, [784.0, 309.0, 343.0, 36.0], 9yQ6nMxEtk, 5742237]
[paragraph, [784.0, 345.0, 343.0, 36.0], 9yQ6nMxEtk, 5742237]
[paragraph, [784.0, 381.0, 343.0, 36.0], 9yQ6nMxEtk, 5742237]
[paragraph, [426.0, 346.0, 344.0, 36.0], 1jrL9tzyF3, 5742237]
[paragraph, [426.0, 382.0, 344.0, 36.0], 1jrL9tzyF3, 5742237]
[paragraph, [426.0, 418.0, 344.0, 36.0], 1jrL9tzyF3, 5742237]
[paragraph, [783.0, 430.0, 352.0, 36.0], cTG2vftXgF, 5742237]
[paragraph, [783.0, 466.0, 352.0, 36.0], cTG2vftXgF, 5742237]
[paragraph, [783.0, 502.0, 352.0, 36.0], cTG2vftXgF, 5742237]
[paragraph, [783.0, 538.0, 352.0, 36.0], cTG2vftXgF, 5742237]
[paragraph, [783.0, 574.0, 352.0, 36.0], cTG2vftXgF, 5742237]
[paragraph, [783.0, 610.0, 352.0, 36.0], cTG2vftXgF, 5742237]
[paragraph, [783.0, 646.0, 352.0, 36.0], cTG2vftXgF, 5742237]
[paragraph, [783.0, 682.0, 352.0, 36.0], cTG2vftXgF, 5742237]
[paragraph, [432.0, 483.0, 340.0, 36.0], RORkOTN00y, 5742237]
[paragraph, [432.0, 519.0, 340.0, 36.0], RORkOTN00y, 5742237]
[paragraph, [432.0, 555.0, 340.0, 36.0], RORkOTN00y, 5742237]
[paragraph, [432.0, 591.0, 340.0, 36.0], RORkOTN00y, 5742237]
[paragraph, [432.0, 627.0, 340.0, 36.0], RORkOTN00y, 5742237]
[paragraph, [432.0, 663.0, 340.0, 36.0], RORkOTN00y, 5742237]
[paragraph, [432.0, 699.0, 340.0, 36.0], RORkOTN00y, 5742237]
[paragraph, [432.0, 735.0, 340.0, 36.0], RORkOTN00y, 5742237]
[paragraph, [432.0, 771.0, 340.0, 36.0], RORkOTN00y, 5742237]
[paragraph, [432.0, 807.0, 340.0, 36.0], RORkOTN00y, 5742237]
[paragraph, [432.0, 843.0, 340.0, 36.0], RORkOTN00y, 5742237]
[paragraph, [432.0, 879.0, 340.0, 36.0], RORkOTN00y, 5742237]
[paragraph, [432.0, 915.0, 340.0, 36.0], RORkOTN00y, 5742237]
[paragraph, [432.0, 951.0, 340.0, 36.0], RORkOTN00y, 5742237]
[paragraph, [432.0, 987.0, 340.0, 36.0], RORkOTN00y, 5742237]
[paragraph, [432.0, 1023.0, 340.0, 36.0], RORkOTN00y, 5742237]
[paragraph, [432.0, 1059.0, 340.0, 36.0], RORkOTN00y, 5742237]
