[3509, 2480]
[paragraph, [345.0, 386.0, 1838.0, 52.5], shoonya_2s9KZWHZ449TEL, 5723968]
[paragraph, [345.0, 438.5, 1838.0, 52.5], shoonya_2s9KZWHZ449TEL, 5723968]
[paragraph, [345.0, 491.0, 1838.0, 52.5], shoonya_2s9KZWHZ449TEL, 5723968]
[paragraph, [345.0, 543.5, 1838.0, 52.5], shoonya_2s9KZWHZ449TEL, 5723968]
[paragraph, [345.0, 596.0, 1838.0, 52.5], shoonya_2s9KZWHZ449TEL, 5723968]
[paragraph, [345.0, 648.5, 1838.0, 52.5], shoonya_2s9KZWHZ449TEL, 5723968]
[paragraph, [345.0, 701.0, 1838.0, 52.5], shoonya_2s9KZWHZ449TEL, 5723968]
[paragraph, [345.0, 753.5, 1838.0, 52.5], shoonya_2s9KZWHZ449TEL, 5723968]
[paragraph, [345.0, 806.0, 1838.0, 52.5], shoonya_2s9KZWHZ449TEL, 5723968]
[paragraph, [345.0, 858.5, 1838.0, 52.5], shoonya_2s9KZWHZ449TEL, 5723968]
[paragraph, [345.0, 911.0, 1838.0, 52.5], shoonya_2s9KZWHZ449TEL, 5723968]
[paragraph, [345.0, 963.5, 1838.0, 52.5], shoonya_2s9KZWHZ449TEL, 5723968]
[paragraph, [345.0, 1016.0, 1838.0, 52.5], shoonya_2s9KZWHZ449TEL, 5723968]
[paragraph, [345.0, 1068.5, 1838.0, 52.5], shoonya_2s9KZWHZ449TEL, 5723968]
[paragraph, [345.0, 1121.0, 1838.0, 52.5], shoonya_2s9KZWHZ449TEL, 5723968]
[paragraph, [345.0, 1173.5, 1838.0, 52.5], shoonya_2s9KZWHZ449TEL, 5723968]
[paragraph, [345.0, 1226.0, 1838.0, 52.5], shoonya_2s9KZWHZ449TEL, 5723968]
[paragraph, [345.0, 1278.5, 1838.0, 52.5], shoonya_2s9KZWHZ449TEL, 5723968]
[paragraph, [345.0, 1331.0, 1838.0, 52.5], shoonya_2s9KZWHZ449TEL, 5723968]
[paragraph, [345.0, 1383.5, 1838.0, 52.5], shoonya_2s9KZWHZ449TEL, 5723968]
[paragraph, [345.0, 1436.0, 1838.0, 52.5], shoonya_2s9KZWHZ449TEL, 5723968]
[paragraph, [345.0, 1488.5, 1838.0, 52.5], shoonya_2s9KZWHZ449TEL, 5723968]
[paragraph, [362.0, 1745.0, 1785.0, 52.5], fByvnjYdD7, 5723968]
[paragraph, [362.0, 1797.5, 1785.0, 52.5], fByvnjYdD7, 5723968]
[paragraph, [362.0, 1850.0, 1785.0, 52.5], fByvnjYdD7, 5723968]
[paragraph, [362.0, 1902.5, 1785.0, 52.5], fByvnjYdD7, 5723968]
[paragraph, [362.0, 1955.0, 1785.0, 52.5], fByvnjYdD7, 5723968]
[paragraph, [362.0, 2007.5, 1785.0, 52.5], fByvnjYdD7, 5723968]
[paragraph, [362.0, 2060.0, 1785.0, 52.5], fByvnjYdD7, 5723968]
[paragraph, [362.0, 2191.0, 1785.0, 52.5], esPCLZhD74, 5723968]
[paragraph, [362.0, 2243.5, 1785.0, 52.5], esPCLZhD74, 5723968]
[paragraph, [362.0, 2296.0, 1785.0, 52.5], esPCLZhD74, 5723968]
[paragraph, [362.0, 2348.5, 1785.0, 52.5], esPCLZhD74, 5723968]
[paragraph, [362.0, 2401.0, 1785.0, 52.5], esPCLZhD74, 5723968]
[paragraph, [362.0, 2453.5, 1785.0, 52.5], esPCLZhD74, 5723968]
[paragraph, [362.0, 2506.0, 1785.0, 52.5], esPCLZhD74, 5723968]
[paragraph, [362.0, 2558.5, 1785.0, 52.5], esPCLZhD74, 5723968]
[paragraph, [362.0, 2611.0, 1785.0, 52.5], esPCLZhD74, 5723968]
[paragraph, [362.0, 2663.5, 1785.0, 52.5], esPCLZhD74, 5723968]
[paragraph, [362.0, 2716.0, 1785.0, 52.5], esPCLZhD74, 5723968]
[paragraph, [362.0, 2768.5, 1785.0, 52.5], esPCLZhD74, 5723968]
[paragraph, [362.0, 2821.0, 1785.0, 52.5], esPCLZhD74, 5723968]
[paragraph, [362.0, 2873.5, 1785.0, 52.5], esPCLZhD74, 5723968]
[paragraph, [362.0, 2926.0, 1785.0, 52.5], esPCLZhD74, 5723968]
