[1387, 987]
[paragraph, [88.0, 95.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 113.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 131.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 149.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 167.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 185.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 203.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 221.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 239.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 257.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 275.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 293.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 311.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 329.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 347.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 365.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 383.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 401.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 419.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 437.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 455.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 473.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 491.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 509.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 527.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 545.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 563.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 581.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 599.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 617.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 635.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 653.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 671.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 689.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 707.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 725.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 743.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 761.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 779.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 797.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 815.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 833.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 851.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 869.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 887.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
[paragraph, [88.0, 905.0, 815.0, 18.0], shoonya_0s93UCNDK4QRDH, 5652674]
