[2339, 1656]
[paragraph, [172.0, 167.0, 1305.0, 36.0], _fsyK4xvub, 5753023]
[paragraph, [172.0, 203.0, 1305.0, 36.0], _fsyK4xvub, 5753023]
[paragraph, [172.0, 239.0, 1305.0, 36.0], _fsyK4xvub, 5753023]
[paragraph, [172.0, 275.0, 1305.0, 36.0], _fsyK4xvub, 5753023]
[paragraph, [172.0, 311.0, 1305.0, 36.0], _fsyK4xvub, 5753023]
[paragraph, [172.0, 347.0, 1305.0, 36.0], _fsyK4xvub, 5753023]
[paragraph, [172.0, 383.0, 1305.0, 36.0], _fsyK4xvub, 5753023]
[paragraph, [172.0, 419.0, 1305.0, 36.0], _fsyK4xvub, 5753023]
[paragraph, [172.0, 455.0, 1305.0, 36.0], _fsyK4xvub, 5753023]
[paragraph, [188.0, 527.0, 1280.0, 36.0], shoonya_3sRUMMKJHAD6AZ, 5753023]
[paragraph, [188.0, 563.0, 1280.0, 36.0], shoonya_3sRUMMKJHAD6AZ, 5753023]
[paragraph, [188.0, 599.0, 1280.0, 36.0], shoonya_3sRUMMKJHAD6AZ, 5753023]
[paragraph, [188.0, 635.0, 1280.0, 36.0], shoonya_3sRUMMKJHAD6AZ, 5753023]
[paragraph, [188.0, 671.0, 1280.0, 36.0], shoonya_3sRUMMKJHAD6AZ, 5753023]
[paragraph, [188.0, 707.0, 1280.0, 36.0], shoonya_3sRUMMKJHAD6AZ, 5753023]
[paragraph, [188.0, 743.0, 1280.0, 36.0], shoonya_3sRUMMKJHAD6AZ, 5753023]
[paragraph, [188.0, 779.0, 1280.0, 36.0], shoonya_3sRUMMKJHAD6AZ, 5753023]
[paragraph, [185.0, 858.0, 1282.0, 36.0], shoonya_1sFFQQO19BXSHG, 5753023]
[paragraph, [185.0, 894.0, 1282.0, 36.0], shoonya_1sFFQQO19BXSHG, 5753023]
[paragraph, [185.0, 930.0, 1282.0, 36.0], shoonya_1sFFQQO19BXSHG, 5753023]
[paragraph, [185.0, 966.0, 1282.0, 36.0], shoonya_1sFFQQO19BXSHG, 5753023]
[paragraph, [185.0, 1002.0, 1282.0, 36.0], shoonya_1sFFQQO19BXSHG, 5753023]
[paragraph, [185.0, 1038.0, 1282.0, 36.0], shoonya_1sFFQQO19BXSHG, 5753023]
[paragraph, [185.0, 1074.0, 1282.0, 36.0], shoonya_1sFFQQO19BXSHG, 5753023]
[paragraph, [185.0, 1110.0, 1282.0, 36.0], shoonya_1sFFQQO19BXSHG, 5753023]
[paragraph, [185.0, 1146.0, 1282.0, 36.0], shoonya_1sFFQQO19BXSHG, 5753023]
[paragraph, [185.0, 1182.0, 1282.0, 36.0], shoonya_1sFFQQO19BXSHG, 5753023]
[paragraph, [185.0, 1218.0, 1282.0, 36.0], shoonya_1sFFQQO19BXSHG, 5753023]
[paragraph, [185.0, 1254.0, 1282.0, 36.0], shoonya_1sFFQQO19BXSHG, 5753023]
[paragraph, [185.0, 1290.0, 1282.0, 36.0], shoonya_1sFFQQO19BXSHG, 5753023]
[paragraph, [185.0, 1326.0, 1282.0, 36.0], shoonya_1sFFQQO19BXSHG, 5753023]
[paragraph, [185.0, 1362.0, 1282.0, 36.0], shoonya_1sFFQQO19BXSHG, 5753023]
[paragraph, [185.0, 1398.0, 1282.0, 36.0], shoonya_1sFFQQO19BXSHG, 5753023]
[paragraph, [185.0, 1434.0, 1282.0, 36.0], shoonya_1sFFQQO19BXSHG, 5753023]
[paragraph, [185.0, 1470.0, 1282.0, 36.0], shoonya_1sFFQQO19BXSHG, 5753023]
[paragraph, [185.0, 1506.0, 1282.0, 36.0], shoonya_1sFFQQO19BXSHG, 5753023]
[paragraph, [185.0, 1542.0, 1282.0, 36.0], shoonya_1sFFQQO19BXSHG, 5753023]
[paragraph, [185.0, 1578.0, 1282.0, 36.0], shoonya_1sFFQQO19BXSHG, 5753023]
[paragraph, [185.0, 1614.0, 1282.0, 36.0], shoonya_1sFFQQO19BXSHG, 5753023]
[paragraph, [185.0, 1650.0, 1282.0, 36.0], shoonya_1sFFQQO19BXSHG, 5753023]
[paragraph, [189.0, 1747.0, 1282.0, 36.0], shoonya_5sGZJ22PEUJTCL, 5753023]
[paragraph, [189.0, 1783.0, 1282.0, 36.0], shoonya_5sGZJ22PEUJTCL, 5753023]
[paragraph, [189.0, 1819.0, 1282.0, 36.0], shoonya_5sGZJ22PEUJTCL, 5753023]
[paragraph, [189.0, 1855.0, 1282.0, 36.0], shoonya_5sGZJ22PEUJTCL, 5753023]
[paragraph, [189.0, 1891.0, 1282.0, 36.0], shoonya_5sGZJ22PEUJTCL, 5753023]
[paragraph, [189.0, 1927.0, 1282.0, 36.0], shoonya_5sGZJ22PEUJTCL, 5753023]
[paragraph, [189.0, 1963.0, 1282.0, 36.0], shoonya_5sGZJ22PEUJTCL, 5753023]
[paragraph, [189.0, 1999.0, 1282.0, 36.0], shoonya_5sGZJ22PEUJTCL, 5753023]
[paragraph, [189.0, 2035.0, 1282.0, 36.0], shoonya_5sGZJ22PEUJTCL, 5753023]
[paragraph, [189.0, 2071.0, 1282.0, 36.0], shoonya_5sGZJ22PEUJTCL, 5753023]
[folio, [290.0, 2146.0, 499.0, 36.0], Dc9wL8_DL5, 5753023]
