[3508, 2481]
[contact-info, [677.0, 106.0, 1127.0, 52.5], shoonya_8sWUXT16T2COQ4, 6516630]
[contact-info, [677.0, 158.5, 1127.0, 52.5], shoonya_8sWUXT16T2COQ4, 6516630]
[section-title, [1032.0, 273.0, 407.0, 93.0], -5b8H--lAN, 6516630]
[folio, [646.0, 503.0, 1190.0, 52.5], 1Y_m6xtNHR, 6516630]
[dateline, [1947.0, 741.0, 303.0, 52.5], shoonya_2sJWHH6TAUVSLO, 6516630]
[paragraph, [226.0, 996.0, 256.0, 52.5], shoonya_3sAJRZB71SY540, 6516630]
[paragraph, [218.0, 1118.0, 2041.0, 52.5], shoonya_9sK8APXAFQ20JY, 6516630]
[paragraph, [218.0, 1170.5, 2041.0, 52.5], shoonya_9sK8APXAFQ20JY, 6516630]
[paragraph, [218.0, 1223.0, 2041.0, 52.5], shoonya_9sK8APXAFQ20JY, 6516630]
[paragraph, [218.0, 1275.5, 2041.0, 52.5], shoonya_9sK8APXAFQ20JY, 6516630]
[paragraph, [218.0, 1328.0, 2041.0, 52.5], shoonya_9sK8APXAFQ20JY, 6516630]
[paragraph, [224.0, 1479.0, 2035.0, 52.5], shoonya_4sFQYY0RA69OAU, 6516630]
[paragraph, [224.0, 1531.5, 2035.0, 52.5], shoonya_4sFQYY0RA69OAU, 6516630]
[paragraph, [224.0, 1584.0, 2035.0, 52.5], shoonya_4sFQYY0RA69OAU, 6516630]
[paragraph, [224.0, 1636.5, 2035.0, 52.5], shoonya_4sFQYY0RA69OAU, 6516630]
[paragraph, [224.0, 1689.0, 2035.0, 52.5], shoonya_4sFQYY0RA69OAU, 6516630]
[paragraph, [224.0, 1741.5, 2035.0, 52.5], shoonya_4sFQYY0RA69OAU, 6516630]
[paragraph, [224.0, 1794.0, 2035.0, 52.5], shoonya_4sFQYY0RA69OAU, 6516630]
[paragraph, [223.0, 1956.0, 2033.0, 52.5], shoonya_1sS1J6UM2PSR5D, 6516630]
[paragraph, [223.0, 2008.5, 2033.0, 52.5], shoonya_1sS1J6UM2PSR5D, 6516630]
[paragraph, [223.0, 2061.0, 2033.0, 52.5], shoonya_1sS1J6UM2PSR5D, 6516630]
[paragraph, [223.0, 2113.5, 2033.0, 52.5], shoonya_1sS1J6UM2PSR5D, 6516630]
[paragraph, [223.0, 2166.0, 2033.0, 52.5], shoonya_1sS1J6UM2PSR5D, 6516630]
[paragraph, [223.0, 2218.5, 2033.0, 52.5], shoonya_1sS1J6UM2PSR5D, 6516630]
[paragraph, [223.0, 2271.0, 2033.0, 52.5], shoonya_1sS1J6UM2PSR5D, 6516630]
[paragraph, [223.0, 2323.5, 2033.0, 52.5], shoonya_1sS1J6UM2PSR5D, 6516630]
[ordered-list, [285.0, 2416.0, 1968.0, 52.5], shoonya_0sGCG9K1DU2V2J, 6516630]
[ordered-list, [285.0, 2468.5, 1968.0, 52.5], shoonya_0sGCG9K1DU2V2J, 6516630]
[ordered-list, [285.0, 2521.0, 1968.0, 52.5], shoonya_0sGCG9K1DU2V2J, 6516630]
[ordered-list, [285.0, 2573.5, 1968.0, 52.5], shoonya_0sGCG9K1DU2V2J, 6516630]
[ordered-list, [285.0, 2626.0, 1968.0, 52.5], shoonya_0sGCG9K1DU2V2J, 6516630]
[ordered-list, [285.0, 2678.5, 1968.0, 52.5], shoonya_0sGCG9K1DU2V2J, 6516630]
[ordered-list, [285.0, 2731.0, 1968.0, 52.5], shoonya_0sGCG9K1DU2V2J, 6516630]
[ordered-list, [285.0, 2783.5, 1968.0, 52.5], shoonya_0sGCG9K1DU2V2J, 6516630]
[ordered-list, [285.0, 2836.0, 1968.0, 52.5], shoonya_0sGCG9K1DU2V2J, 6516630]
[ordered-list, [285.0, 2888.5, 1968.0, 52.5], shoonya_0sGCG9K1DU2V2J, 6516630]
[paragraph, [223.0, 3027.0, 2030.0, 52.5], shoonya_7sD8NZVQ0QT8LW, 6516630]
[paragraph, [223.0, 3079.5, 2030.0, 52.5], shoonya_7sD8NZVQ0QT8LW, 6516630]
[paragraph, [223.0, 3132.0, 2030.0, 52.5], shoonya_7sD8NZVQ0QT8LW, 6516630]
[paragraph, [226.0, 3340.0, 2027.0, 52.5], qV084Lelkq, 6516630]
