[1425, 1088]
[paragraph, [157.0, 127.0, 810.0, 18.0], shoonya_3s3YCPG54QIK7F, 5758654]
[paragraph, [157.0, 145.0, 810.0, 18.0], shoonya_3s3YCPG54QIK7F, 5758654]
[paragraph, [157.0, 163.0, 810.0, 18.0], shoonya_3s3YCPG54QIK7F, 5758654]
[paragraph, [157.0, 181.0, 810.0, 18.0], shoonya_3s3YCPG54QIK7F, 5758654]
[paragraph, [157.0, 199.0, 810.0, 18.0], shoonya_3s3YCPG54QIK7F, 5758654]
[paragraph, [157.0, 217.0, 810.0, 18.0], shoonya_3s3YCPG54QIK7F, 5758654]
[paragraph, [157.0, 235.0, 810.0, 18.0], shoonya_3s3YCPG54QIK7F, 5758654]
[paragraph, [157.0, 253.0, 810.0, 18.0], shoonya_3s3YCPG54QIK7F, 5758654]
[paragraph, [157.0, 271.0, 810.0, 18.0], shoonya_3s3YCPG54QIK7F, 5758654]
[paragraph, [157.0, 289.0, 810.0, 18.0], shoonya_3s3YCPG54QIK7F, 5758654]
[sidebar, [773.0, 313.0, 194.0, 18.0], shoonya_0sHVGLQWLOUI0E, 5758654]
[sidebar, [773.0, 331.0, 194.0, 18.0], shoonya_0sHVGLQWLOUI0E, 5758654]
[paragraph, [151.0, 370.0, 822.0, 18.0], shoonya_1sXBGPEC29QCVU, 5758654]
[paragraph, [151.0, 388.0, 822.0, 18.0], shoonya_1sXBGPEC29QCVU, 5758654]
[paragraph, [151.0, 406.0, 822.0, 18.0], shoonya_1sXBGPEC29QCVU, 5758654]
[paragraph, [151.0, 424.0, 822.0, 18.0], shoonya_1sXBGPEC29QCVU, 5758654]
[paragraph, [151.0, 442.0, 822.0, 18.0], shoonya_1sXBGPEC29QCVU, 5758654]
[paragraph, [151.0, 460.0, 822.0, 18.0], shoonya_1sXBGPEC29QCVU, 5758654]
[paragraph, [151.0, 478.0, 822.0, 18.0], shoonya_1sXBGPEC29QCVU, 5758654]
[paragraph, [150.0, 519.0, 820.0, 18.0], BOqBdlhF5n, 5758654]
[paragraph, [150.0, 537.0, 820.0, 18.0], BOqBdlhF5n, 5758654]
[paragraph, [150.0, 555.0, 820.0, 18.0], BOqBdlhF5n, 5758654]
[paragraph, [150.0, 573.0, 820.0, 18.0], BOqBdlhF5n, 5758654]
[paragraph, [150.0, 591.0, 820.0, 18.0], BOqBdlhF5n, 5758654]
[paragraph, [150.0, 609.0, 820.0, 18.0], BOqBdlhF5n, 5758654]
[paragraph, [150.0, 627.0, 820.0, 18.0], BOqBdlhF5n, 5758654]
[paragraph, [150.0, 645.0, 820.0, 18.0], BOqBdlhF5n, 5758654]
[paragraph, [150.0, 663.0, 820.0, 18.0], BOqBdlhF5n, 5758654]
[paragraph, [150.0, 681.0, 820.0, 18.0], BOqBdlhF5n, 5758654]
[paragraph, [150.0, 699.0, 820.0, 18.0], BOqBdlhF5n, 5758654]
[paragraph, [150.0, 717.0, 820.0, 18.0], BOqBdlhF5n, 5758654]
[paragraph, [149.0, 760.0, 817.0, 18.0], -WxxicTroc, 5758654]
[paragraph, [149.0, 778.0, 817.0, 18.0], -WxxicTroc, 5758654]
[paragraph, [149.0, 796.0, 817.0, 18.0], -WxxicTroc, 5758654]
[paragraph, [149.0, 814.0, 817.0, 18.0], -WxxicTroc, 5758654]
[paragraph, [149.0, 832.0, 817.0, 18.0], -WxxicTroc, 5758654]
[paragraph, [149.0, 850.0, 817.0, 18.0], -WxxicTroc, 5758654]
[paragraph, [149.0, 868.0, 817.0, 18.0], -WxxicTroc, 5758654]
[paragraph, [149.0, 886.0, 817.0, 18.0], -WxxicTroc, 5758654]
[paragraph, [149.0, 904.0, 817.0, 18.0], -WxxicTroc, 5758654]
[paragraph, [149.0, 922.0, 817.0, 18.0], -WxxicTroc, 5758654]
[paragraph, [149.0, 940.0, 817.0, 18.0], -WxxicTroc, 5758654]
[paragraph, [149.0, 958.0, 817.0, 18.0], -WxxicTroc, 5758654]
[paragraph, [150.0, 995.0, 820.0, 18.0], BgpneFa4U-, 5758654]
[paragraph, [150.0, 1013.0, 820.0, 18.0], BgpneFa4U-, 5758654]
[paragraph, [150.0, 1031.0, 820.0, 18.0], BgpneFa4U-, 5758654]
[paragraph, [150.0, 1049.0, 820.0, 18.0], BgpneFa4U-, 5758654]
[paragraph, [150.0, 1067.0, 820.0, 18.0], BgpneFa4U-, 5758654]
[paragraph, [150.0, 1085.0, 820.0, 18.0], BgpneFa4U-, 5758654]
[paragraph, [150.0, 1103.0, 820.0, 18.0], BgpneFa4U-, 5758654]
[paragraph, [150.0, 1121.0, 820.0, 18.0], BgpneFa4U-, 5758654]
[paragraph, [150.0, 1139.0, 820.0, 18.0], BgpneFa4U-, 5758654]
[paragraph, [150.0, 1157.0, 820.0, 18.0], BgpneFa4U-, 5758654]
[paragraph, [150.0, 1175.0, 820.0, 18.0], BgpneFa4U-, 5758654]
[paragraph, [150.0, 1193.0, 820.0, 18.0], BgpneFa4U-, 5758654]
[paragraph, [150.0, 1211.0, 820.0, 18.0], BgpneFa4U-, 5758654]
[paragraph, [150.0, 1229.0, 820.0, 18.0], BgpneFa4U-, 5758654]
[paragraph, [150.0, 1247.0, 820.0, 18.0], BgpneFa4U-, 5758654]
[paragraph, [150.0, 1265.0, 820.0, 18.0], BgpneFa4U-, 5758654]
[paragraph, [150.0, 1283.0, 820.0, 18.0], BgpneFa4U-, 5758654]
[folio, [134.0, 1359.0, 148.0, 18.0], -bDGRQxjEK, 5758654]
