[1447, 1063]
[folio, [425.0, 49.0, 216.0, 18.0], wruujeDWBa, 5763197]
[folio, [425.0, 67.0, 216.0, 18.0], wruujeDWBa, 5763197]
[paragraph, [532.0, 93.0, 434.0, 18.0], LQ1L1QB3OH, 5763197]
[paragraph, [532.0, 111.0, 434.0, 18.0], LQ1L1QB3OH, 5763197]
[paragraph, [532.0, 129.0, 434.0, 18.0], LQ1L1QB3OH, 5763197]
[paragraph, [532.0, 147.0, 434.0, 18.0], LQ1L1QB3OH, 5763197]
[paragraph, [532.0, 165.0, 434.0, 18.0], LQ1L1QB3OH, 5763197]
[paragraph, [532.0, 183.0, 434.0, 18.0], LQ1L1QB3OH, 5763197]
[paragraph, [532.0, 201.0, 434.0, 18.0], LQ1L1QB3OH, 5763197]
[paragraph, [532.0, 219.0, 434.0, 18.0], LQ1L1QB3OH, 5763197]
[paragraph, [532.0, 237.0, 434.0, 18.0], LQ1L1QB3OH, 5763197]
[paragraph, [532.0, 255.0, 434.0, 18.0], LQ1L1QB3OH, 5763197]
[paragraph, [532.0, 273.0, 434.0, 18.0], LQ1L1QB3OH, 5763197]
[paragraph, [532.0, 291.0, 434.0, 18.0], LQ1L1QB3OH, 5763197]
[paragraph, [92.0, 94.0, 431.0, 18.0], shoonya_4sZBOMZW798EIF, 5763197]
[paragraph, [92.0, 112.0, 431.0, 18.0], shoonya_4sZBOMZW798EIF, 5763197]
[paragraph, [92.0, 130.0, 431.0, 18.0], shoonya_4sZBOMZW798EIF, 5763197]
[paragraph, [89.0, 163.0, 438.0, 18.0], shoonya_0sX9XW6D36KFQD, 5763197]
[paragraph, [89.0, 181.0, 438.0, 18.0], shoonya_0sX9XW6D36KFQD, 5763197]
[paragraph, [89.0, 199.0, 438.0, 18.0], shoonya_0sX9XW6D36KFQD, 5763197]
[paragraph, [89.0, 217.0, 438.0, 18.0], shoonya_0sX9XW6D36KFQD, 5763197]
[paragraph, [89.0, 235.0, 438.0, 18.0], shoonya_0sX9XW6D36KFQD, 5763197]
[paragraph, [89.0, 253.0, 438.0, 18.0], shoonya_0sX9XW6D36KFQD, 5763197]
[paragraph, [89.0, 271.0, 438.0, 18.0], shoonya_0sX9XW6D36KFQD, 5763197]
[paragraph, [89.0, 289.0, 438.0, 18.0], shoonya_0sX9XW6D36KFQD, 5763197]
[paragraph, [89.0, 307.0, 438.0, 18.0], shoonya_0sX9XW6D36KFQD, 5763197]
[paragraph, [89.0, 325.0, 438.0, 18.0], shoonya_0sX9XW6D36KFQD, 5763197]
[paragraph, [89.0, 343.0, 438.0, 18.0], shoonya_0sX9XW6D36KFQD, 5763197]
[paragraph, [89.0, 361.0, 438.0, 18.0], shoonya_0sX9XW6D36KFQD, 5763197]
[paragraph, [89.0, 379.0, 438.0, 18.0], shoonya_0sX9XW6D36KFQD, 5763197]
[paragraph, [89.0, 397.0, 438.0, 18.0], shoonya_0sX9XW6D36KFQD, 5763197]
[paragraph, [538.0, 331.0, 427.0, 18.0], shoonya_3s9C5HK0PRY1Y6, 5763197]
[paragraph, [538.0, 349.0, 427.0, 18.0], shoonya_3s9C5HK0PRY1Y6, 5763197]
[paragraph, [538.0, 367.0, 427.0, 18.0], shoonya_3s9C5HK0PRY1Y6, 5763197]
[paragraph, [538.0, 385.0, 427.0, 18.0], shoonya_3s9C5HK0PRY1Y6, 5763197]
