[1261, 863]
[chapter-title, [383.0, 50.0, 208.0, 30.0], shoonya_1s4LCB8MG88O0F, 5776245]
[paragraph, [164.0, 87.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 105.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 123.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 141.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 159.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 177.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 195.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 213.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 231.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 249.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 267.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 285.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 303.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 321.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 339.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 357.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 375.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 393.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 411.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 429.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 447.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 465.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 483.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 501.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 519.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 537.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 555.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 573.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 591.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 609.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 627.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 645.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 663.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 681.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 699.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 717.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 735.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 753.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 771.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 789.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 807.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 825.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 843.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 861.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 879.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 897.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 915.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 933.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 951.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 969.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 987.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 1005.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 1023.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 1041.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 1059.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
[paragraph, [164.0, 1077.0, 636.0, 18.0], shoonya_0sIR9JX0DAK8B9, 5776245]
