[1447, 1063]
[folio, [398.0, 44.0, 239.0, 18.0], _dbOdmXXD9, 5762501]
[folio, [398.0, 62.0, 239.0, 18.0], _dbOdmXXD9, 5762501]
[paragraph, [90.0, 96.0, 439.0, 18.0], shoonya_6s73A7OGIZ1CUG, 5762501]
[paragraph, [90.0, 114.0, 439.0, 18.0], shoonya_6s73A7OGIZ1CUG, 5762501]
[paragraph, [90.0, 132.0, 439.0, 18.0], shoonya_6s73A7OGIZ1CUG, 5762501]
[paragraph, [534.0, 96.0, 408.0, 18.0], 195vYjK4-M, 5762501]
[paragraph, [534.0, 114.0, 408.0, 18.0], 195vYjK4-M, 5762501]
[section-title, [536.0, 143.0, 406.0, 30.0], lLMyd6P49z, 5762501]
[section-title, [88.0, 166.0, 336.0, 30.0], shoonya_9sP5P1OLTJS7LY, 5762501]
[section-title, [88.0, 196.0, 336.0, 30.0], shoonya_9sP5P1OLTJS7LY, 5762501]
[paragraph, [534.0, 197.0, 436.0, 18.0], shoonya_8sRD7TTV0K4WY4, 5762501]
[paragraph, [534.0, 215.0, 436.0, 18.0], shoonya_8sRD7TTV0K4WY4, 5762501]
[paragraph, [534.0, 233.0, 436.0, 18.0], shoonya_8sRD7TTV0K4WY4, 5762501]
[paragraph, [534.0, 251.0, 436.0, 18.0], shoonya_8sRD7TTV0K4WY4, 5762501]
[paragraph, [534.0, 269.0, 436.0, 18.0], shoonya_8sRD7TTV0K4WY4, 5762501]
[paragraph, [534.0, 287.0, 436.0, 18.0], shoonya_8sRD7TTV0K4WY4, 5762501]
[paragraph, [534.0, 305.0, 436.0, 18.0], shoonya_8sRD7TTV0K4WY4, 5762501]
[paragraph, [534.0, 323.0, 436.0, 18.0], shoonya_8sRD7TTV0K4WY4, 5762501]
[paragraph, [534.0, 341.0, 436.0, 18.0], shoonya_8sRD7TTV0K4WY4, 5762501]
[paragraph, [534.0, 359.0, 436.0, 18.0], shoonya_8sRD7TTV0K4WY4, 5762501]
[paragraph, [534.0, 377.0, 436.0, 18.0], shoonya_8sRD7TTV0K4WY4, 5762501]
[paragraph, [534.0, 395.0, 436.0, 18.0], shoonya_8sRD7TTV0K4WY4, 5762501]
[paragraph, [534.0, 413.0, 436.0, 18.0], shoonya_8sRD7TTV0K4WY4, 5762501]
[paragraph, [534.0, 431.0, 436.0, 18.0], shoonya_8sRD7TTV0K4WY4, 5762501]
[paragraph, [534.0, 449.0, 436.0, 18.0], shoonya_8sRD7TTV0K4WY4, 5762501]
[paragraph, [534.0, 467.0, 436.0, 18.0], shoonya_8sRD7TTV0K4WY4, 5762501]
[paragraph, [534.0, 485.0, 436.0, 18.0], shoonya_8sRD7TTV0K4WY4, 5762501]
[paragraph, [534.0, 503.0, 436.0, 18.0], shoonya_8sRD7TTV0K4WY4, 5762501]
[paragraph, [534.0, 521.0, 436.0, 18.0], shoonya_8sRD7TTV0K4WY4, 5762501]
[paragraph, [534.0, 539.0, 436.0, 18.0], shoonya_8sRD7TTV0K4WY4, 5762501]
[paragraph, [534.0, 557.0, 436.0, 18.0], shoonya_8sRD7TTV0K4WY4, 5762501]
[paragraph, [534.0, 575.0, 436.0, 18.0], shoonya_8sRD7TTV0K4WY4, 5762501]
[paragraph, [534.0, 593.0, 436.0, 18.0], shoonya_8sRD7TTV0K4WY4, 5762501]
[paragraph, [534.0, 611.0, 436.0, 18.0], shoonya_8sRD7TTV0K4WY4, 5762501]
[paragraph, [534.0, 629.0, 436.0, 18.0], shoonya_8sRD7TTV0K4WY4, 5762501]
[paragraph, [534.0, 647.0, 436.0, 18.0], shoonya_8sRD7TTV0K4WY4, 5762501]
[paragraph, [534.0, 665.0, 436.0, 18.0], shoonya_8sRD7TTV0K4WY4, 5762501]
[paragraph, [534.0, 683.0, 436.0, 18.0], shoonya_8sRD7TTV0K4WY4, 5762501]
[paragraph, [534.0, 701.0, 436.0, 18.0], shoonya_8sRD7TTV0K4WY4, 5762501]
[paragraph, [534.0, 719.0, 436.0, 18.0], shoonya_8sRD7TTV0K4WY4, 5762501]
[paragraph, [534.0, 737.0, 436.0, 18.0], shoonya_8sRD7TTV0K4WY4, 5762501]
[paragraph, [534.0, 755.0, 436.0, 18.0], shoonya_8sRD7TTV0K4WY4, 5762501]
[paragraph, [87.0, 248.0, 439.0, 18.0], shoonya_0sS3S98CNDR3KG, 5762501]
[paragraph, [87.0, 266.0, 439.0, 18.0], shoonya_0sS3S98CNDR3KG, 5762501]
[paragraph, [87.0, 284.0, 439.0, 18.0], shoonya_0sS3S98CNDR3KG, 5762501]
[paragraph, [87.0, 302.0, 439.0, 18.0], shoonya_0sS3S98CNDR3KG, 5762501]
[paragraph, [87.0, 320.0, 439.0, 18.0], shoonya_0sS3S98CNDR3KG, 5762501]
[paragraph, [87.0, 338.0, 439.0, 18.0], shoonya_0sS3S98CNDR3KG, 5762501]
[paragraph, [87.0, 356.0, 439.0, 18.0], shoonya_0sS3S98CNDR3KG, 5762501]
[paragraph, [87.0, 374.0, 439.0, 18.0], shoonya_0sS3S98CNDR3KG, 5762501]
[paragraph, [87.0, 403.0, 438.0, 18.0], 10IydaBmwL, 5762501]
[paragraph, [87.0, 421.0, 438.0, 18.0], 10IydaBmwL, 5762501]
[paragraph, [87.0, 439.0, 438.0, 18.0], 10IydaBmwL, 5762501]
[paragraph, [87.0, 457.0, 438.0, 18.0], 10IydaBmwL, 5762501]
[paragraph, [87.0, 475.0, 438.0, 18.0], 10IydaBmwL, 5762501]
[paragraph, [87.0, 493.0, 438.0, 18.0], 10IydaBmwL, 5762501]
[paragraph, [87.0, 511.0, 438.0, 18.0], 10IydaBmwL, 5762501]
[paragraph, [87.0, 529.0, 438.0, 18.0], 10IydaBmwL, 5762501]
[paragraph, [87.0, 547.0, 438.0, 18.0], 10IydaBmwL, 5762501]
[paragraph, [87.0, 565.0, 438.0, 18.0], 10IydaBmwL, 5762501]
[paragraph, [87.0, 583.0, 438.0, 18.0], 10IydaBmwL, 5762501]
[paragraph, [87.0, 601.0, 438.0, 18.0], 10IydaBmwL, 5762501]
[paragraph, [87.0, 619.0, 438.0, 18.0], 10IydaBmwL, 5762501]
[paragraph, [87.0, 637.0, 438.0, 18.0], 10IydaBmwL, 5762501]
[paragraph, [87.0, 655.0, 438.0, 18.0], 10IydaBmwL, 5762501]
[paragraph, [87.0, 673.0, 438.0, 18.0], 10IydaBmwL, 5762501]
[paragraph, [87.0, 691.0, 438.0, 18.0], 10IydaBmwL, 5762501]
[paragraph, [87.0, 709.0, 438.0, 18.0], 10IydaBmwL, 5762501]
[paragraph, [87.0, 727.0, 438.0, 18.0], 10IydaBmwL, 5762501]
[section-title, [85.0, 770.0, 326.0, 30.0], shoonya_10s9UIRXDT4U6I, 5762501]
[section-title, [85.0, 800.0, 326.0, 30.0], shoonya_10s9UIRXDT4U6I, 5762501]
[section-title, [535.0, 804.0, 430.0, 30.0], shoonya_2sROC2M5104KM8, 5762501]
[section-title, [535.0, 834.0, 430.0, 30.0], shoonya_2sROC2M5104KM8, 5762501]
[paragraph, [87.0, 847.0, 438.0, 18.0], 9axwIixJXu, 5762501]
[paragraph, [87.0, 865.0, 438.0, 18.0], 9axwIixJXu, 5762501]
[paragraph, [87.0, 883.0, 438.0, 18.0], 9axwIixJXu, 5762501]
[paragraph, [87.0, 901.0, 438.0, 18.0], 9axwIixJXu, 5762501]
[paragraph, [87.0, 919.0, 438.0, 18.0], 9axwIixJXu, 5762501]
[paragraph, [87.0, 937.0, 438.0, 18.0], 9axwIixJXu, 5762501]
[paragraph, [87.0, 955.0, 438.0, 18.0], 9axwIixJXu, 5762501]
[paragraph, [87.0, 973.0, 438.0, 18.0], 9axwIixJXu, 5762501]
[paragraph, [87.0, 991.0, 438.0, 18.0], 9axwIixJXu, 5762501]
[paragraph, [87.0, 1009.0, 438.0, 18.0], 9axwIixJXu, 5762501]
[paragraph, [87.0, 1027.0, 438.0, 18.0], 9axwIixJXu, 5762501]
[paragraph, [87.0, 1045.0, 438.0, 18.0], 9axwIixJXu, 5762501]
[paragraph, [87.0, 1063.0, 438.0, 18.0], 9axwIixJXu, 5762501]
[paragraph, [537.0, 881.0, 431.0, 18.0], shoonya_3sF5GHXIMWU9DQ, 5762501]
[paragraph, [537.0, 899.0, 431.0, 18.0], shoonya_3sF5GHXIMWU9DQ, 5762501]
[paragraph, [537.0, 917.0, 431.0, 18.0], shoonya_3sF5GHXIMWU9DQ, 5762501]
[paragraph, [537.0, 935.0, 431.0, 18.0], shoonya_3sF5GHXIMWU9DQ, 5762501]
[paragraph, [537.0, 953.0, 431.0, 18.0], shoonya_3sF5GHXIMWU9DQ, 5762501]
[paragraph, [537.0, 971.0, 431.0, 18.0], shoonya_3sF5GHXIMWU9DQ, 5762501]
[paragraph, [537.0, 989.0, 431.0, 18.0], shoonya_3sF5GHXIMWU9DQ, 5762501]
[paragraph, [537.0, 1007.0, 431.0, 18.0], shoonya_3sF5GHXIMWU9DQ, 5762501]
[paragraph, [537.0, 1025.0, 431.0, 18.0], shoonya_3sF5GHXIMWU9DQ, 5762501]
[paragraph, [537.0, 1043.0, 431.0, 18.0], shoonya_3sF5GHXIMWU9DQ, 5762501]
[paragraph, [537.0, 1061.0, 431.0, 18.0], shoonya_3sF5GHXIMWU9DQ, 5762501]
[paragraph, [537.0, 1079.0, 431.0, 18.0], shoonya_3sF5GHXIMWU9DQ, 5762501]
[section-title, [91.0, 1091.0, 407.0, 30.0], shoonya_4sVP5EIN9BMJVY, 5762501]
[section-title, [91.0, 1121.0, 407.0, 30.0], shoonya_4sVP5EIN9BMJVY, 5762501]
[paragraph, [536.0, 1109.0, 433.0, 18.0], shoonya_5s5LLFTN78256D, 5762501]
[paragraph, [536.0, 1127.0, 433.0, 18.0], shoonya_5s5LLFTN78256D, 5762501]
[paragraph, [536.0, 1145.0, 433.0, 18.0], shoonya_5s5LLFTN78256D, 5762501]
[paragraph, [536.0, 1163.0, 433.0, 18.0], shoonya_5s5LLFTN78256D, 5762501]
[paragraph, [536.0, 1181.0, 433.0, 18.0], shoonya_5s5LLFTN78256D, 5762501]
[paragraph, [536.0, 1199.0, 433.0, 18.0], shoonya_5s5LLFTN78256D, 5762501]
[paragraph, [92.0, 1173.0, 431.0, 18.0], gQFZvAYHM-, 5762501]
[paragraph, [92.0, 1191.0, 431.0, 18.0], gQFZvAYHM-, 5762501]
[paragraph, [92.0, 1209.0, 431.0, 18.0], gQFZvAYHM-, 5762501]
[paragraph, [92.0, 1227.0, 431.0, 18.0], gQFZvAYHM-, 5762501]
[paragraph, [92.0, 1245.0, 431.0, 18.0], gQFZvAYHM-, 5762501]
[paragraph, [92.0, 1263.0, 431.0, 18.0], gQFZvAYHM-, 5762501]
[paragraph, [92.0, 1281.0, 431.0, 18.0], gQFZvAYHM-, 5762501]
[paragraph, [92.0, 1299.0, 431.0, 18.0], gQFZvAYHM-, 5762501]
[paragraph, [92.0, 1317.0, 431.0, 18.0], gQFZvAYHM-, 5762501]
[paragraph, [92.0, 1335.0, 431.0, 18.0], gQFZvAYHM-, 5762501]
[unordered-list, [528.0, 1225.0, 443.0, 18.0], kbjffoDgSM, 5762501]
[unordered-list, [528.0, 1243.0, 443.0, 18.0], kbjffoDgSM, 5762501]
[unordered-list, [528.0, 1261.0, 443.0, 18.0], kbjffoDgSM, 5762501]
[unordered-list, [528.0, 1279.0, 443.0, 18.0], kbjffoDgSM, 5762501]
[unordered-list, [528.0, 1297.0, 443.0, 18.0], kbjffoDgSM, 5762501]
[unordered-list, [528.0, 1315.0, 443.0, 18.0], kbjffoDgSM, 5762501]
[unordered-list, [528.0, 1333.0, 443.0, 18.0], kbjffoDgSM, 5762501]
