[792, 612]
[section-title, [177.0, 177.0, 149.0, 30.0], iXgwR2v3ng, 6514094]
[paragraph, [180.0, 226.0, 304.0, 18.0], wzm7o9iZ4Y, 6514094]
[paragraph, [180.0, 244.0, 304.0, 18.0], wzm7o9iZ4Y, 6514094]
[paragraph, [180.0, 262.0, 304.0, 18.0], wzm7o9iZ4Y, 6514094]
[paragraph, [180.0, 280.0, 304.0, 18.0], wzm7o9iZ4Y, 6514094]
[paragraph, [180.0, 298.0, 304.0, 18.0], wzm7o9iZ4Y, 6514094]
[paragraph, [180.0, 316.0, 304.0, 18.0], wzm7o9iZ4Y, 6514094]
[paragraph, [180.0, 334.0, 304.0, 18.0], wzm7o9iZ4Y, 6514094]
[paragraph, [180.0, 352.0, 304.0, 18.0], wzm7o9iZ4Y, 6514094]
[paragraph, [180.0, 370.0, 304.0, 18.0], wzm7o9iZ4Y, 6514094]
[paragraph, [180.0, 388.0, 304.0, 18.0], wzm7o9iZ4Y, 6514094]
[paragraph, [174.0, 415.0, 297.0, 18.0], YwWlCtpra5, 6514094]
[paragraph, [174.0, 433.0, 297.0, 18.0], YwWlCtpra5, 6514094]
[paragraph, [174.0, 451.0, 297.0, 18.0], YwWlCtpra5, 6514094]
[paragraph, [174.0, 469.0, 297.0, 18.0], YwWlCtpra5, 6514094]
[paragraph, [174.0, 487.0, 297.0, 18.0], YwWlCtpra5, 6514094]
[paragraph, [174.0, 505.0, 297.0, 18.0], YwWlCtpra5, 6514094]
