[1987, 1270]
[folio, [588.0, 115.0, 106.0, 36.0], shoonya_1sGEIL1MV7D0RA, 5682773]
[paragraph, [132.0, 188.0, 1011.0, 36.0], shoonya_3s7XG08E5KTH9S, 5682773]
[paragraph, [132.0, 224.0, 1011.0, 36.0], shoonya_3s7XG08E5KTH9S, 5682773]
[paragraph, [132.0, 260.0, 1011.0, 36.0], shoonya_3s7XG08E5KTH9S, 5682773]
[paragraph, [132.0, 296.0, 1011.0, 36.0], shoonya_3s7XG08E5KTH9S, 5682773]
[paragraph, [132.0, 352.0, 1010.0, 36.0], shoonya_4sLP7EB4VQA5HL, 5682773]
[paragraph, [132.0, 388.0, 1010.0, 36.0], shoonya_4sLP7EB4VQA5HL, 5682773]
[paragraph, [132.0, 424.0, 1010.0, 36.0], shoonya_4sLP7EB4VQA5HL, 5682773]
[paragraph, [132.0, 460.0, 1010.0, 36.0], shoonya_4sLP7EB4VQA5HL, 5682773]
[paragraph, [132.0, 496.0, 1010.0, 36.0], shoonya_4sLP7EB4VQA5HL, 5682773]
[paragraph, [132.0, 532.0, 1010.0, 36.0], shoonya_4sLP7EB4VQA5HL, 5682773]
[paragraph, [132.0, 568.0, 1010.0, 36.0], shoonya_4sLP7EB4VQA5HL, 5682773]
[paragraph, [132.0, 604.0, 1010.0, 36.0], shoonya_4sLP7EB4VQA5HL, 5682773]
[paragraph, [133.0, 665.0, 1009.0, 36.0], shoonya_5s4BA3LEUHCF4K, 5682773]
[paragraph, [133.0, 701.0, 1009.0, 36.0], shoonya_5s4BA3LEUHCF4K, 5682773]
[paragraph, [133.0, 737.0, 1009.0, 36.0], shoonya_5s4BA3LEUHCF4K, 5682773]
[paragraph, [133.0, 773.0, 1009.0, 36.0], shoonya_5s4BA3LEUHCF4K, 5682773]
[paragraph, [136.0, 822.0, 1007.0, 36.0], vRtvRozuPG, 5682773]
[paragraph, [136.0, 858.0, 1007.0, 36.0], vRtvRozuPG, 5682773]
[paragraph, [135.0, 929.0, 1009.0, 36.0], En09JuM8Sx, 5682773]
[paragraph, [135.0, 965.0, 1009.0, 36.0], En09JuM8Sx, 5682773]
[paragraph, [135.0, 1001.0, 1009.0, 36.0], En09JuM8Sx, 5682773]
[paragraph, [135.0, 1037.0, 1009.0, 36.0], En09JuM8Sx, 5682773]
[paragraph, [135.0, 1073.0, 1009.0, 36.0], En09JuM8Sx, 5682773]
[paragraph, [135.0, 1109.0, 1009.0, 36.0], En09JuM8Sx, 5682773]
[paragraph, [135.0, 1145.0, 1009.0, 36.0], En09JuM8Sx, 5682773]
[paragraph, [136.0, 1189.0, 1008.0, 36.0], -yYROhApbo, 5682773]
[paragraph, [136.0, 1225.0, 1008.0, 36.0], -yYROhApbo, 5682773]
[paragraph, [136.0, 1261.0, 1008.0, 36.0], -yYROhApbo, 5682773]
[paragraph, [136.0, 1297.0, 1008.0, 36.0], -yYROhApbo, 5682773]
[paragraph, [135.0, 1345.0, 1009.0, 36.0], Blg8GSwkPE, 5682773]
[paragraph, [135.0, 1381.0, 1009.0, 36.0], Blg8GSwkPE, 5682773]
[paragraph, [133.0, 1453.0, 1012.0, 36.0], wX1U38gFSJ, 5682773]
[paragraph, [133.0, 1489.0, 1012.0, 36.0], wX1U38gFSJ, 5682773]
[paragraph, [131.0, 1556.0, 1014.0, 36.0], APGHELP8hy, 5682773]
[paragraph, [131.0, 1592.0, 1014.0, 36.0], APGHELP8hy, 5682773]
[paragraph, [131.0, 1628.0, 1014.0, 36.0], APGHELP8hy, 5682773]
[paragraph, [131.0, 1664.0, 1014.0, 36.0], APGHELP8hy, 5682773]
[paragraph, [130.0, 1715.0, 1017.0, 36.0], Z5NjItCbyw, 5682773]
[paragraph, [130.0, 1751.0, 1017.0, 36.0], Z5NjItCbyw, 5682773]
[paragraph, [130.0, 1787.0, 1017.0, 36.0], Z5NjItCbyw, 5682773]
[paragraph, [130.0, 1823.0, 1017.0, 36.0], Z5NjItCbyw, 5682773]
