[1754, 1241]
[ordered-list, [48.0, 69.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 105.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 141.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 177.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 213.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 249.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 285.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 321.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 357.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 393.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 429.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 465.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 501.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 537.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 573.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 609.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 645.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 681.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 717.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 753.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 789.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 825.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 861.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 897.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 933.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 969.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 1005.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 1041.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 1077.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 1113.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 1149.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 1185.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 1221.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 1257.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 1293.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 1329.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 1365.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 1401.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 1437.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 1473.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 1509.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 1545.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 1581.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[ordered-list, [48.0, 1617.0, 1171.0, 36.0], SQr2OECGdY, 5719369]
[unordered-list, [49.0, 536.0, 1169.0, 36.0], EvPvC6G-tj, 5719369]
[unordered-list, [49.0, 572.0, 1169.0, 36.0], EvPvC6G-tj, 5719369]
[unordered-list, [49.0, 608.0, 1169.0, 36.0], EvPvC6G-tj, 5719369]
[unordered-list, [49.0, 644.0, 1169.0, 36.0], EvPvC6G-tj, 5719369]
[unordered-list, [49.0, 680.0, 1169.0, 36.0], EvPvC6G-tj, 5719369]
[unordered-list, [49.0, 716.0, 1169.0, 36.0], EvPvC6G-tj, 5719369]
[unordered-list, [49.0, 752.0, 1169.0, 36.0], EvPvC6G-tj, 5719369]
[unordered-list, [49.0, 788.0, 1169.0, 36.0], EvPvC6G-tj, 5719369]
[unordered-list, [49.0, 824.0, 1169.0, 36.0], EvPvC6G-tj, 5719369]
[unordered-list, [49.0, 860.0, 1169.0, 36.0], EvPvC6G-tj, 5719369]
[unordered-list, [49.0, 896.0, 1169.0, 36.0], EvPvC6G-tj, 5719369]
[unordered-list, [49.0, 932.0, 1169.0, 36.0], EvPvC6G-tj, 5719369]
[unordered-list, [49.0, 968.0, 1169.0, 36.0], EvPvC6G-tj, 5719369]
[unordered-list, [49.0, 1004.0, 1169.0, 36.0], EvPvC6G-tj, 5719369]
[unordered-list, [49.0, 1040.0, 1169.0, 36.0], EvPvC6G-tj, 5719369]
[unordered-list, [49.0, 1076.0, 1169.0, 36.0], EvPvC6G-tj, 5719369]
[unordered-list, [49.0, 1112.0, 1169.0, 36.0], EvPvC6G-tj, 5719369]
[unordered-list, [49.0, 1148.0, 1169.0, 36.0], EvPvC6G-tj, 5719369]
[unordered-list, [49.0, 1184.0, 1169.0, 36.0], EvPvC6G-tj, 5719369]
[unordered-list, [49.0, 1220.0, 1169.0, 36.0], EvPvC6G-tj, 5719369]
[unordered-list, [49.0, 1256.0, 1169.0, 36.0], EvPvC6G-tj, 5719369]
[unordered-list, [49.0, 1292.0, 1169.0, 36.0], EvPvC6G-tj, 5719369]
[unordered-list, [49.0, 1328.0, 1169.0, 36.0], EvPvC6G-tj, 5719369]
[unordered-list, [49.0, 1364.0, 1169.0, 36.0], EvPvC6G-tj, 5719369]
[unordered-list, [49.0, 1400.0, 1169.0, 36.0], EvPvC6G-tj, 5719369]
[unordered-list, [49.0, 1436.0, 1169.0, 36.0], EvPvC6G-tj, 5719369]
[unordered-list, [49.0, 1472.0, 1169.0, 36.0], EvPvC6G-tj, 5719369]
[unordered-list, [49.0, 1508.0, 1169.0, 36.0], EvPvC6G-tj, 5719369]
[unordered-list, [49.0, 1544.0, 1169.0, 36.0], EvPvC6G-tj, 5719369]
