[2484, 1767]
[paragraph, [307.0, 402.0, 1238.0, 36.0], shoonya_1sMSU7E2ONIJK0, 5753875]
[paragraph, [307.0, 438.0, 1238.0, 36.0], shoonya_1sMSU7E2ONIJK0, 5753875]
[paragraph, [307.0, 474.0, 1238.0, 36.0], shoonya_1sMSU7E2ONIJK0, 5753875]
[paragraph, [307.0, 510.0, 1238.0, 36.0], shoonya_1sMSU7E2ONIJK0, 5753875]
[paragraph, [307.0, 546.0, 1238.0, 36.0], shoonya_1sMSU7E2ONIJK0, 5753875]
[paragraph, [307.0, 582.0, 1238.0, 36.0], shoonya_1sMSU7E2ONIJK0, 5753875]
[paragraph, [307.0, 618.0, 1238.0, 36.0], shoonya_1sMSU7E2ONIJK0, 5753875]
[paragraph, [307.0, 654.0, 1238.0, 36.0], shoonya_1sMSU7E2ONIJK0, 5753875]
[paragraph, [307.0, 690.0, 1238.0, 36.0], shoonya_1sMSU7E2ONIJK0, 5753875]
[paragraph, [307.0, 726.0, 1238.0, 36.0], shoonya_1sMSU7E2ONIJK0, 5753875]
[paragraph, [307.0, 762.0, 1238.0, 36.0], shoonya_1sMSU7E2ONIJK0, 5753875]
[paragraph, [307.0, 798.0, 1238.0, 36.0], shoonya_1sMSU7E2ONIJK0, 5753875]
[paragraph, [307.0, 834.0, 1238.0, 36.0], shoonya_1sMSU7E2ONIJK0, 5753875]
[paragraph, [307.0, 870.0, 1238.0, 36.0], shoonya_1sMSU7E2ONIJK0, 5753875]
[paragraph, [307.0, 906.0, 1238.0, 36.0], shoonya_1sMSU7E2ONIJK0, 5753875]
[paragraph, [307.0, 942.0, 1238.0, 36.0], shoonya_1sMSU7E2ONIJK0, 5753875]
[paragraph, [307.0, 978.0, 1238.0, 36.0], shoonya_1sMSU7E2ONIJK0, 5753875]
[paragraph, [307.0, 1014.0, 1238.0, 36.0], shoonya_1sMSU7E2ONIJK0, 5753875]
[paragraph, [307.0, 1050.0, 1238.0, 36.0], shoonya_1sMSU7E2ONIJK0, 5753875]
[paragraph, [304.0, 1089.0, 1248.0, 36.0], shoonya_2sJZMSYBNETUGT, 5753875]
[paragraph, [304.0, 1125.0, 1248.0, 36.0], shoonya_2sJZMSYBNETUGT, 5753875]
[paragraph, [304.0, 1161.0, 1248.0, 36.0], shoonya_2sJZMSYBNETUGT, 5753875]
[paragraph, [304.0, 1197.0, 1248.0, 36.0], shoonya_2sJZMSYBNETUGT, 5753875]
[paragraph, [304.0, 1233.0, 1248.0, 36.0], shoonya_2sJZMSYBNETUGT, 5753875]
[paragraph, [304.0, 1269.0, 1248.0, 36.0], shoonya_2sJZMSYBNETUGT, 5753875]
[paragraph, [304.0, 1305.0, 1248.0, 36.0], shoonya_2sJZMSYBNETUGT, 5753875]
[paragraph, [304.0, 1341.0, 1248.0, 36.0], shoonya_2sJZMSYBNETUGT, 5753875]
[paragraph, [304.0, 1377.0, 1248.0, 36.0], shoonya_2sJZMSYBNETUGT, 5753875]
[paragraph, [304.0, 1413.0, 1248.0, 36.0], shoonya_2sJZMSYBNETUGT, 5753875]
[paragraph, [304.0, 1449.0, 1248.0, 36.0], shoonya_2sJZMSYBNETUGT, 5753875]
[paragraph, [304.0, 1485.0, 1248.0, 36.0], shoonya_2sJZMSYBNETUGT, 5753875]
[paragraph, [304.0, 1521.0, 1248.0, 36.0], shoonya_2sJZMSYBNETUGT, 5753875]
[paragraph, [304.0, 1557.0, 1248.0, 36.0], shoonya_2sJZMSYBNETUGT, 5753875]
[paragraph, [304.0, 1593.0, 1248.0, 36.0], shoonya_2sJZMSYBNETUGT, 5753875]
[paragraph, [304.0, 1629.0, 1248.0, 36.0], shoonya_2sJZMSYBNETUGT, 5753875]
[paragraph, [304.0, 1665.0, 1248.0, 36.0], shoonya_2sJZMSYBNETUGT, 5753875]
[paragraph, [304.0, 1701.0, 1248.0, 36.0], shoonya_2sJZMSYBNETUGT, 5753875]
[paragraph, [304.0, 1737.0, 1248.0, 36.0], shoonya_2sJZMSYBNETUGT, 5753875]
[paragraph, [304.0, 1773.0, 1248.0, 36.0], shoonya_2sJZMSYBNETUGT, 5753875]
[paragraph, [304.0, 1809.0, 1248.0, 36.0], shoonya_2sJZMSYBNETUGT, 5753875]
[paragraph, [304.0, 1845.0, 1248.0, 36.0], shoonya_2sJZMSYBNETUGT, 5753875]
[paragraph, [304.0, 1881.0, 1248.0, 36.0], shoonya_2sJZMSYBNETUGT, 5753875]
[paragraph, [304.0, 1917.0, 1248.0, 36.0], shoonya_2sJZMSYBNETUGT, 5753875]
[paragraph, [304.0, 1953.0, 1248.0, 36.0], shoonya_2sJZMSYBNETUGT, 5753875]
[paragraph, [304.0, 1989.0, 1248.0, 36.0], shoonya_2sJZMSYBNETUGT, 5753875]
[paragraph, [304.0, 2025.0, 1248.0, 36.0], shoonya_2sJZMSYBNETUGT, 5753875]
[paragraph, [304.0, 2061.0, 1248.0, 36.0], shoonya_2sJZMSYBNETUGT, 5753875]
[paragraph, [304.0, 2097.0, 1248.0, 36.0], shoonya_2sJZMSYBNETUGT, 5753875]
[paragraph, [304.0, 2133.0, 1248.0, 36.0], shoonya_2sJZMSYBNETUGT, 5753875]
