[1240, 875]
[paragraph, [72.0, 56.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 74.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 92.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 110.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 128.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 146.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 164.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 182.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 200.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 218.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 236.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 254.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 272.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 290.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 308.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 326.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 344.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 362.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 380.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 398.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 416.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 434.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 452.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 470.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 488.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 506.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 524.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 542.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 560.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 578.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 596.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 614.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 632.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 650.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 668.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 686.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 704.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 722.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 740.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 758.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 776.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 794.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 812.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 830.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 848.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 866.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 884.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 902.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 920.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 938.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 956.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 974.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 992.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 1010.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 1028.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 1046.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 1064.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 1082.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 1100.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 1118.0, 726.0, 18.0], yCUPHleI19, 5773938]
[paragraph, [72.0, 1136.0, 726.0, 18.0], yCUPHleI19, 5773938]
