[2200, 1700]
[paragraph, [374.0, 114.0, 1131.0, 36.0], shoonya_3s7UXU6ZTC4T8I, 5734462]
[paragraph, [374.0, 150.0, 1131.0, 36.0], shoonya_3s7UXU6ZTC4T8I, 5734462]
[paragraph, [374.0, 186.0, 1131.0, 36.0], shoonya_3s7UXU6ZTC4T8I, 5734462]
[paragraph, [374.0, 222.0, 1131.0, 36.0], shoonya_3s7UXU6ZTC4T8I, 5734462]
[paragraph, [372.0, 300.0, 1134.0, 36.0], shoonya_0sD2FFPIHJL1QA, 5734462]
[paragraph, [372.0, 336.0, 1134.0, 36.0], shoonya_0sD2FFPIHJL1QA, 5734462]
[paragraph, [372.0, 372.0, 1134.0, 36.0], shoonya_0sD2FFPIHJL1QA, 5734462]
[paragraph, [372.0, 408.0, 1134.0, 36.0], shoonya_0sD2FFPIHJL1QA, 5734462]
[paragraph, [372.0, 444.0, 1134.0, 36.0], shoonya_0sD2FFPIHJL1QA, 5734462]
[paragraph, [372.0, 480.0, 1134.0, 36.0], shoonya_0sD2FFPIHJL1QA, 5734462]
[paragraph, [372.0, 516.0, 1134.0, 36.0], shoonya_0sD2FFPIHJL1QA, 5734462]
[paragraph, [372.0, 552.0, 1134.0, 36.0], shoonya_0sD2FFPIHJL1QA, 5734462]
[paragraph, [372.0, 588.0, 1134.0, 36.0], shoonya_0sD2FFPIHJL1QA, 5734462]
[paragraph, [372.0, 624.0, 1134.0, 36.0], shoonya_0sD2FFPIHJL1QA, 5734462]
[paragraph, [372.0, 660.0, 1134.0, 36.0], shoonya_0sD2FFPIHJL1QA, 5734462]
[paragraph, [372.0, 696.0, 1134.0, 36.0], shoonya_0sD2FFPIHJL1QA, 5734462]
[paragraph, [372.0, 732.0, 1134.0, 36.0], shoonya_0sD2FFPIHJL1QA, 5734462]
[paragraph, [372.0, 768.0, 1134.0, 36.0], shoonya_0sD2FFPIHJL1QA, 5734462]
[paragraph, [372.0, 804.0, 1134.0, 36.0], shoonya_0sD2FFPIHJL1QA, 5734462]
[paragraph, [372.0, 840.0, 1134.0, 36.0], shoonya_0sD2FFPIHJL1QA, 5734462]
[paragraph, [372.0, 876.0, 1134.0, 36.0], shoonya_0sD2FFPIHJL1QA, 5734462]
[paragraph, [372.0, 912.0, 1134.0, 36.0], shoonya_0sD2FFPIHJL1QA, 5734462]
[paragraph, [372.0, 948.0, 1134.0, 36.0], shoonya_0sD2FFPIHJL1QA, 5734462]
[paragraph, [372.0, 984.0, 1134.0, 36.0], shoonya_0sD2FFPIHJL1QA, 5734462]
[paragraph, [372.0, 1046.0, 1134.0, 36.0], shoonya_1s21NK39XU3I9P, 5734462]
[paragraph, [372.0, 1082.0, 1134.0, 36.0], shoonya_1s21NK39XU3I9P, 5734462]
[paragraph, [372.0, 1118.0, 1134.0, 36.0], shoonya_1s21NK39XU3I9P, 5734462]
[paragraph, [372.0, 1154.0, 1134.0, 36.0], shoonya_1s21NK39XU3I9P, 5734462]
[paragraph, [372.0, 1190.0, 1134.0, 36.0], shoonya_1s21NK39XU3I9P, 5734462]
[paragraph, [372.0, 1226.0, 1134.0, 36.0], shoonya_1s21NK39XU3I9P, 5734462]
[paragraph, [372.0, 1262.0, 1134.0, 36.0], shoonya_1s21NK39XU3I9P, 5734462]
[paragraph, [372.0, 1298.0, 1134.0, 36.0], shoonya_1s21NK39XU3I9P, 5734462]
[paragraph, [372.0, 1334.0, 1134.0, 36.0], shoonya_1s21NK39XU3I9P, 5734462]
[paragraph, [372.0, 1370.0, 1134.0, 36.0], shoonya_1s21NK39XU3I9P, 5734462]
[paragraph, [372.0, 1406.0, 1134.0, 36.0], shoonya_1s21NK39XU3I9P, 5734462]
[paragraph, [372.0, 1442.0, 1134.0, 36.0], shoonya_1s21NK39XU3I9P, 5734462]
[paragraph, [372.0, 1478.0, 1134.0, 36.0], shoonya_1s21NK39XU3I9P, 5734462]
[paragraph, [372.0, 1514.0, 1134.0, 36.0], shoonya_1s21NK39XU3I9P, 5734462]
[paragraph, [372.0, 1550.0, 1134.0, 36.0], shoonya_1s21NK39XU3I9P, 5734462]
[paragraph, [372.0, 1586.0, 1134.0, 36.0], shoonya_1s21NK39XU3I9P, 5734462]
[paragraph, [372.0, 1622.0, 1134.0, 36.0], shoonya_1s21NK39XU3I9P, 5734462]
[paragraph, [372.0, 1658.0, 1134.0, 36.0], shoonya_1s21NK39XU3I9P, 5734462]
[paragraph, [372.0, 1694.0, 1134.0, 36.0], shoonya_1s21NK39XU3I9P, 5734462]
[paragraph, [372.0, 1730.0, 1134.0, 36.0], shoonya_1s21NK39XU3I9P, 5734462]
[paragraph, [371.0, 1791.0, 1133.0, 36.0], shoonya_2sJII8MWLF2K8D, 5734462]
[paragraph, [371.0, 1827.0, 1133.0, 36.0], shoonya_2sJII8MWLF2K8D, 5734462]
[paragraph, [371.0, 1863.0, 1133.0, 36.0], shoonya_2sJII8MWLF2K8D, 5734462]
[paragraph, [371.0, 1899.0, 1133.0, 36.0], shoonya_2sJII8MWLF2K8D, 5734462]
[paragraph, [371.0, 1935.0, 1133.0, 36.0], shoonya_2sJII8MWLF2K8D, 5734462]
[paragraph, [371.0, 1971.0, 1133.0, 36.0], shoonya_2sJII8MWLF2K8D, 5734462]
[paragraph, [371.0, 2007.0, 1133.0, 36.0], shoonya_2sJII8MWLF2K8D, 5734462]
