[1755, 1241]
[section-title, [339.0, 120.0, 554.0, 49.5], shoonya_1s6LWPYKT1VV1O, 5708784]
[section-title, [339.0, 169.5, 554.0, 49.5], shoonya_1s6LWPYKT1VV1O, 5708784]
[paragraph, [131.0, 277.0, 971.0, 36.0], pu-3Z4HZr0, 5708784]
[paragraph, [131.0, 313.0, 971.0, 36.0], pu-3Z4HZr0, 5708784]
[paragraph, [131.0, 349.0, 971.0, 36.0], pu-3Z4HZr0, 5708784]
[paragraph, [133.0, 414.0, 969.0, 36.0], DsvyM_bC1Y, 5708784]
[paragraph, [133.0, 450.0, 969.0, 36.0], DsvyM_bC1Y, 5708784]
[paragraph, [133.0, 486.0, 969.0, 36.0], DsvyM_bC1Y, 5708784]
[ordered-list, [138.0, 571.0, 958.0, 36.0], shoonya_2s86MFDW3WINFL, 5708784]
[ordered-list, [138.0, 607.0, 958.0, 36.0], shoonya_2s86MFDW3WINFL, 5708784]
[ordered-list, [138.0, 643.0, 958.0, 36.0], shoonya_2s86MFDW3WINFL, 5708784]
[ordered-list, [138.0, 679.0, 958.0, 36.0], shoonya_2s86MFDW3WINFL, 5708784]
[ordered-list, [138.0, 715.0, 958.0, 36.0], shoonya_2s86MFDW3WINFL, 5708784]
[ordered-list, [138.0, 751.0, 958.0, 36.0], shoonya_2s86MFDW3WINFL, 5708784]
[ordered-list, [138.0, 839.0, 708.0, 36.0], F9QX6mtss7, 5708784]
[ordered-list, [138.0, 875.0, 708.0, 36.0], F9QX6mtss7, 5708784]
[ordered-list, [138.0, 911.0, 708.0, 36.0], F9QX6mtss7, 5708784]
[ordered-list, [138.0, 947.0, 708.0, 36.0], F9QX6mtss7, 5708784]
[ordered-list, [138.0, 983.0, 708.0, 36.0], F9QX6mtss7, 5708784]
[ordered-list, [138.0, 1019.0, 708.0, 36.0], F9QX6mtss7, 5708784]
[ordered-list, [138.0, 1055.0, 708.0, 36.0], F9QX6mtss7, 5708784]
[ordered-list, [138.0, 1091.0, 708.0, 36.0], F9QX6mtss7, 5708784]
[ordered-list, [138.0, 1127.0, 708.0, 36.0], F9QX6mtss7, 5708784]
[ordered-list, [138.0, 1163.0, 708.0, 36.0], F9QX6mtss7, 5708784]
[ordered-list, [138.0, 1199.0, 708.0, 36.0], F9QX6mtss7, 5708784]
[ordered-list, [138.0, 1235.0, 708.0, 36.0], F9QX6mtss7, 5708784]
[ordered-list, [138.0, 1271.0, 708.0, 36.0], F9QX6mtss7, 5708784]
[ordered-list, [138.0, 1307.0, 708.0, 36.0], F9QX6mtss7, 5708784]
[ordered-list, [138.0, 1343.0, 708.0, 36.0], F9QX6mtss7, 5708784]
[ordered-list, [138.0, 1379.0, 708.0, 36.0], F9QX6mtss7, 5708784]
[ordered-list, [138.0, 1415.0, 708.0, 36.0], F9QX6mtss7, 5708784]
[ordered-list, [138.0, 1451.0, 708.0, 36.0], F9QX6mtss7, 5708784]
[ordered-list, [138.0, 1487.0, 708.0, 36.0], F9QX6mtss7, 5708784]
[ordered-list, [138.0, 1523.0, 708.0, 36.0], F9QX6mtss7, 5708784]
[ordered-list, [138.0, 1559.0, 708.0, 36.0], F9QX6mtss7, 5708784]
[sub-ordered-list, [218.0, 873.0, 626.0, 36.0], nfoykFLARF, 5708784]
[sub-ordered-list, [218.0, 909.0, 626.0, 36.0], nfoykFLARF, 5708784]
[sub-ordered-list, [218.0, 945.0, 626.0, 36.0], nfoykFLARF, 5708784]
[sub-ordered-list, [218.0, 981.0, 626.0, 36.0], nfoykFLARF, 5708784]
[sub-ordered-list, [218.0, 1017.0, 626.0, 36.0], nfoykFLARF, 5708784]
[sub-ordered-list, [218.0, 1081.0, 463.0, 36.0], tvVnaeI6jk, 5708784]
[sub-ordered-list, [218.0, 1117.0, 463.0, 36.0], tvVnaeI6jk, 5708784]
[sub-ordered-list, [218.0, 1153.0, 463.0, 36.0], tvVnaeI6jk, 5708784]
[sub-ordered-list, [218.0, 1189.0, 463.0, 36.0], tvVnaeI6jk, 5708784]
[sub-ordered-list, [220.0, 1258.0, 482.0, 36.0], wOjIdiDt8Z, 5708784]
[sub-ordered-list, [220.0, 1294.0, 482.0, 36.0], wOjIdiDt8Z, 5708784]
[sub-ordered-list, [220.0, 1367.0, 380.0, 36.0], GURDTWYDpy, 5708784]
[sub-ordered-list, [220.0, 1403.0, 380.0, 36.0], GURDTWYDpy, 5708784]
[sub-ordered-list, [220.0, 1439.0, 380.0, 36.0], GURDTWYDpy, 5708784]
[sub-ordered-list, [217.0, 1503.0, 594.0, 36.0], SPe4Ofhf4q, 5708784]
[sub-ordered-list, [217.0, 1539.0, 594.0, 36.0], SPe4Ofhf4q, 5708784]
[sub-ordered-list, [217.0, 1575.0, 594.0, 36.0], SPe4Ofhf4q, 5708784]
