[1257, 907]
[chapter-title, [272.0, 56.0, 265.0, 30.0], shoonya_10s3KAWF27RYWA, 5775827]
[paragraph, [87.0, 94.0, 633.0, 18.0], shoonya_1sGJLM49L3PJH6, 5775827]
[paragraph, [87.0, 112.0, 633.0, 18.0], shoonya_1sGJLM49L3PJH6, 5775827]
[paragraph, [87.0, 130.0, 633.0, 18.0], shoonya_1sGJLM49L3PJH6, 5775827]
[paragraph, [87.0, 148.0, 633.0, 18.0], shoonya_1sGJLM49L3PJH6, 5775827]
[paragraph, [87.0, 166.0, 633.0, 18.0], shoonya_1sGJLM49L3PJH6, 5775827]
[paragraph, [87.0, 184.0, 633.0, 18.0], shoonya_1sGJLM49L3PJH6, 5775827]
[paragraph, [87.0, 202.0, 633.0, 18.0], shoonya_1sGJLM49L3PJH6, 5775827]
[paragraph, [87.0, 220.0, 633.0, 18.0], shoonya_1sGJLM49L3PJH6, 5775827]
[paragraph, [90.0, 244.0, 633.0, 18.0], shoonya_5sU7C8KY9KYSP5, 5775827]
[paragraph, [90.0, 262.0, 633.0, 18.0], shoonya_5sU7C8KY9KYSP5, 5775827]
[paragraph, [90.0, 280.0, 633.0, 18.0], shoonya_5sU7C8KY9KYSP5, 5775827]
[paragraph, [90.0, 298.0, 633.0, 18.0], shoonya_5sU7C8KY9KYSP5, 5775827]
[paragraph, [89.0, 320.0, 632.0, 18.0], shoonya_6sOQH7IRFLERU1, 5775827]
[paragraph, [89.0, 338.0, 632.0, 18.0], shoonya_6sOQH7IRFLERU1, 5775827]
[paragraph, [89.0, 356.0, 632.0, 18.0], shoonya_6sOQH7IRFLERU1, 5775827]
[paragraph, [89.0, 374.0, 632.0, 18.0], shoonya_6sOQH7IRFLERU1, 5775827]
[paragraph, [113.0, 396.0, 519.0, 18.0], shoonya_8sWMESKRKMJZEG, 5775827]
[paragraph, [111.0, 419.0, 602.0, 18.0], shoonya_9sMMMQXMMHTV9U, 5775827]
[paragraph, [112.0, 445.0, 102.0, 18.0], shoonya_7sLHMOGFVPL4DR, 5775827]
[paragraph, [91.0, 470.0, 632.0, 18.0], shoonya_2s9FKM887L372K, 5775827]
[paragraph, [91.0, 488.0, 632.0, 18.0], shoonya_2s9FKM887L372K, 5775827]
[paragraph, [91.0, 506.0, 632.0, 18.0], shoonya_2s9FKM887L372K, 5775827]
[paragraph, [91.0, 524.0, 632.0, 18.0], shoonya_2s9FKM887L372K, 5775827]
[paragraph, [91.0, 542.0, 632.0, 18.0], shoonya_2s9FKM887L372K, 5775827]
[paragraph, [91.0, 560.0, 632.0, 18.0], shoonya_2s9FKM887L372K, 5775827]
[paragraph, [91.0, 598.0, 628.0, 18.0], shoonya_3sOIUQ10G51ONS, 5775827]
[paragraph, [91.0, 616.0, 628.0, 18.0], shoonya_3sOIUQ10G51ONS, 5775827]
[paragraph, [90.0, 649.0, 631.0, 18.0], shoonya_4sESXY40D2HP79, 5775827]
[paragraph, [90.0, 667.0, 631.0, 18.0], shoonya_4sESXY40D2HP79, 5775827]
[paragraph, [90.0, 685.0, 631.0, 18.0], shoonya_4sESXY40D2HP79, 5775827]
[paragraph, [90.0, 703.0, 631.0, 18.0], shoonya_4sESXY40D2HP79, 5775827]
[paragraph, [90.0, 721.0, 631.0, 18.0], shoonya_4sESXY40D2HP79, 5775827]
[paragraph, [90.0, 748.0, 632.0, 18.0], shoonya_0s3T7PUDU8JTPO, 5775827]
[paragraph, [90.0, 766.0, 632.0, 18.0], shoonya_0s3T7PUDU8JTPO, 5775827]
[paragraph, [90.0, 784.0, 632.0, 18.0], shoonya_0s3T7PUDU8JTPO, 5775827]
[paragraph, [90.0, 802.0, 632.0, 18.0], shoonya_0s3T7PUDU8JTPO, 5775827]
[paragraph, [90.0, 820.0, 632.0, 18.0], shoonya_0s3T7PUDU8JTPO, 5775827]
[paragraph, [90.0, 838.0, 632.0, 18.0], shoonya_0s3T7PUDU8JTPO, 5775827]
[paragraph, [90.0, 856.0, 632.0, 18.0], shoonya_0s3T7PUDU8JTPO, 5775827]
[paragraph, [90.0, 874.0, 632.0, 18.0], shoonya_0s3T7PUDU8JTPO, 5775827]
[paragraph, [90.0, 892.0, 632.0, 18.0], shoonya_0s3T7PUDU8JTPO, 5775827]
[paragraph, [90.0, 910.0, 632.0, 18.0], shoonya_0s3T7PUDU8JTPO, 5775827]
[paragraph, [90.0, 928.0, 632.0, 18.0], shoonya_0s3T7PUDU8JTPO, 5775827]
[paragraph, [90.0, 946.0, 632.0, 18.0], shoonya_0s3T7PUDU8JTPO, 5775827]
[paragraph, [90.0, 964.0, 632.0, 18.0], shoonya_0s3T7PUDU8JTPO, 5775827]
[paragraph, [90.0, 982.0, 632.0, 18.0], shoonya_0s3T7PUDU8JTPO, 5775827]
[paragraph, [90.0, 1000.0, 632.0, 18.0], shoonya_0s3T7PUDU8JTPO, 5775827]
[paragraph, [90.0, 1018.0, 632.0, 18.0], shoonya_0s3T7PUDU8JTPO, 5775827]
[paragraph, [90.0, 1036.0, 632.0, 18.0], shoonya_0s3T7PUDU8JTPO, 5775827]
[paragraph, [90.0, 1054.0, 632.0, 18.0], shoonya_0s3T7PUDU8JTPO, 5775827]
[paragraph, [90.0, 1072.0, 632.0, 18.0], shoonya_0s3T7PUDU8JTPO, 5775827]
