[4666, 3194]
[folio, [1417.0, 424.0, 363.0, 52.5], shoonya_5s4MP5GAW31VJ7, 5691573]
[paragraph, [419.0, 550.0, 466.0, 52.5], shoonya_4s9YY6U94HKOL5, 5691573]
[paragraph, [413.0, 641.0, 2365.0, 52.5], shoonya_2sI5QXYLKJ1EN1, 5691573]
[paragraph, [413.0, 693.5, 2365.0, 52.5], shoonya_2sI5QXYLKJ1EN1, 5691573]
[paragraph, [413.0, 746.0, 2365.0, 52.5], shoonya_2sI5QXYLKJ1EN1, 5691573]
[paragraph, [413.0, 798.5, 2365.0, 52.5], shoonya_2sI5QXYLKJ1EN1, 5691573]
[paragraph, [413.0, 851.0, 2365.0, 52.5], shoonya_2sI5QXYLKJ1EN1, 5691573]
[paragraph, [413.0, 903.5, 2365.0, 52.5], shoonya_2sI5QXYLKJ1EN1, 5691573]
[paragraph, [413.0, 956.0, 2365.0, 52.5], shoonya_2sI5QXYLKJ1EN1, 5691573]
[paragraph, [413.0, 1008.5, 2365.0, 52.5], shoonya_2sI5QXYLKJ1EN1, 5691573]
[paragraph, [413.0, 1061.0, 2365.0, 52.5], shoonya_2sI5QXYLKJ1EN1, 5691573]
[paragraph, [413.0, 1113.5, 2365.0, 52.5], shoonya_2sI5QXYLKJ1EN1, 5691573]
[paragraph, [413.0, 1166.0, 2365.0, 52.5], shoonya_2sI5QXYLKJ1EN1, 5691573]
[paragraph, [413.0, 1218.5, 2365.0, 52.5], shoonya_2sI5QXYLKJ1EN1, 5691573]
[paragraph, [413.0, 1271.0, 2365.0, 52.5], shoonya_2sI5QXYLKJ1EN1, 5691573]
[paragraph, [495.0, 1361.0, 1736.0, 52.5], -VcRIqfmYA, 5691573]
[paragraph, [427.0, 1464.0, 1433.0, 52.5], ihLw_086cc, 5691573]
[paragraph, [410.0, 1561.0, 2370.0, 52.5], shoonya_0sMDQN89CETTBP, 5691573]
[paragraph, [410.0, 1613.5, 2370.0, 52.5], shoonya_0sMDQN89CETTBP, 5691573]
[paragraph, [410.0, 1666.0, 2370.0, 52.5], shoonya_0sMDQN89CETTBP, 5691573]
[paragraph, [410.0, 1718.5, 2370.0, 52.5], shoonya_0sMDQN89CETTBP, 5691573]
[paragraph, [410.0, 1771.0, 2370.0, 52.5], shoonya_0sMDQN89CETTBP, 5691573]
[paragraph, [410.0, 1823.5, 2370.0, 52.5], shoonya_0sMDQN89CETTBP, 5691573]
[paragraph, [410.0, 1876.0, 2370.0, 52.5], shoonya_0sMDQN89CETTBP, 5691573]
[paragraph, [410.0, 1928.5, 2370.0, 52.5], shoonya_0sMDQN89CETTBP, 5691573]
[paragraph, [410.0, 1981.0, 2370.0, 52.5], shoonya_0sMDQN89CETTBP, 5691573]
[paragraph, [410.0, 2033.5, 2370.0, 52.5], shoonya_0sMDQN89CETTBP, 5691573]
[paragraph, [410.0, 2086.0, 2370.0, 52.5], shoonya_0sMDQN89CETTBP, 5691573]
[paragraph, [410.0, 2138.5, 2370.0, 52.5], shoonya_0sMDQN89CETTBP, 5691573]
[paragraph, [410.0, 2191.0, 2370.0, 52.5], shoonya_0sMDQN89CETTBP, 5691573]
[paragraph, [410.0, 2243.5, 2370.0, 52.5], shoonya_0sMDQN89CETTBP, 5691573]
[paragraph, [410.0, 2296.0, 2370.0, 52.5], shoonya_0sMDQN89CETTBP, 5691573]
[paragraph, [413.0, 2375.0, 2366.0, 52.5], shoonya_3sMCJCJUI3S2UI, 5691573]
[paragraph, [413.0, 2427.5, 2366.0, 52.5], shoonya_3sMCJCJUI3S2UI, 5691573]
[paragraph, [413.0, 2480.0, 2366.0, 52.5], shoonya_3sMCJCJUI3S2UI, 5691573]
[paragraph, [413.0, 2532.5, 2366.0, 52.5], shoonya_3sMCJCJUI3S2UI, 5691573]
[paragraph, [413.0, 2585.0, 2366.0, 52.5], shoonya_3sMCJCJUI3S2UI, 5691573]
[paragraph, [413.0, 2637.5, 2366.0, 52.5], shoonya_3sMCJCJUI3S2UI, 5691573]
[paragraph, [418.0, 2754.0, 2361.0, 52.5], shoonya_6sPJHM1IFZEH6E, 5691573]
[paragraph, [418.0, 2806.5, 2361.0, 52.5], shoonya_6sPJHM1IFZEH6E, 5691573]
[paragraph, [418.0, 2859.0, 2361.0, 52.5], shoonya_6sPJHM1IFZEH6E, 5691573]
[paragraph, [418.0, 2911.5, 2361.0, 52.5], shoonya_6sPJHM1IFZEH6E, 5691573]
[paragraph, [418.0, 2964.0, 2361.0, 52.5], shoonya_6sPJHM1IFZEH6E, 5691573]
[paragraph, [418.0, 3016.5, 2361.0, 52.5], shoonya_6sPJHM1IFZEH6E, 5691573]
[paragraph, [418.0, 3069.0, 2361.0, 52.5], shoonya_6sPJHM1IFZEH6E, 5691573]
[paragraph, [418.0, 3121.5, 2361.0, 52.5], shoonya_6sPJHM1IFZEH6E, 5691573]
[paragraph, [418.0, 3174.0, 2361.0, 52.5], shoonya_6sPJHM1IFZEH6E, 5691573]
[paragraph, [418.0, 3226.5, 2361.0, 52.5], shoonya_6sPJHM1IFZEH6E, 5691573]
[paragraph, [418.0, 3279.0, 2361.0, 52.5], shoonya_6sPJHM1IFZEH6E, 5691573]
[paragraph, [418.0, 3331.5, 2361.0, 52.5], shoonya_6sPJHM1IFZEH6E, 5691573]
[paragraph, [418.0, 3384.0, 2361.0, 52.5], shoonya_6sPJHM1IFZEH6E, 5691573]
[paragraph, [411.0, 3468.0, 2399.0, 52.5], rYFHLDK7RE, 5691573]
[paragraph, [411.0, 3520.5, 2399.0, 52.5], rYFHLDK7RE, 5691573]
[paragraph, [411.0, 3573.0, 2399.0, 52.5], rYFHLDK7RE, 5691573]
[paragraph, [411.0, 3625.5, 2399.0, 52.5], rYFHLDK7RE, 5691573]
[paragraph, [411.0, 3678.0, 2399.0, 52.5], rYFHLDK7RE, 5691573]
[paragraph, [411.0, 3745.0, 2395.0, 52.5], MZbthseG26, 5691573]
[paragraph, [411.0, 3797.5, 2395.0, 52.5], MZbthseG26, 5691573]
[paragraph, [411.0, 3850.0, 2395.0, 52.5], MZbthseG26, 5691573]
[paragraph, [411.0, 3902.5, 2395.0, 52.5], MZbthseG26, 5691573]
[paragraph, [411.0, 3955.0, 2395.0, 52.5], MZbthseG26, 5691573]
[paragraph, [417.0, 4012.0, 2367.0, 52.5], shoonya_1s9JLTSLJ0H73N, 5691573]
[paragraph, [417.0, 4064.5, 2367.0, 52.5], shoonya_1s9JLTSLJ0H73N, 5691573]
[paragraph, [417.0, 4117.0, 2367.0, 52.5], shoonya_1s9JLTSLJ0H73N, 5691573]
[paragraph, [417.0, 4169.5, 2367.0, 52.5], shoonya_1s9JLTSLJ0H73N, 5691573]
[paragraph, [417.0, 4222.0, 2367.0, 52.5], shoonya_1s9JLTSLJ0H73N, 5691573]
[paragraph, [417.0, 4274.5, 2367.0, 52.5], shoonya_1s9JLTSLJ0H73N, 5691573]
[paragraph, [417.0, 4327.0, 2367.0, 52.5], shoonya_1s9JLTSLJ0H73N, 5691573]
