[975, 605]
[chapter-title, [137.0, 22.0, 316.0, 30.0], shoonya_0s71GT4L734RLX, 5776201]
[paragraph, [26.0, 60.0, 543.0, 18.0], cRXYD3Wlut, 5776201]
[paragraph, [26.0, 78.0, 543.0, 18.0], cRXYD3Wlut, 5776201]
[paragraph, [26.0, 96.0, 543.0, 18.0], cRXYD3Wlut, 5776201]
[paragraph, [26.0, 114.0, 543.0, 18.0], cRXYD3Wlut, 5776201]
[paragraph, [26.0, 132.0, 543.0, 18.0], cRXYD3Wlut, 5776201]
[paragraph, [26.0, 150.0, 543.0, 18.0], cRXYD3Wlut, 5776201]
[paragraph, [26.0, 168.0, 543.0, 18.0], cRXYD3Wlut, 5776201]
[paragraph, [28.0, 203.0, 543.0, 18.0], 2od02vixNj, 5776201]
[paragraph, [28.0, 221.0, 543.0, 18.0], 2od02vixNj, 5776201]
[paragraph, [28.0, 239.0, 543.0, 18.0], 2od02vixNj, 5776201]
[paragraph, [28.0, 257.0, 543.0, 18.0], 2od02vixNj, 5776201]
[paragraph, [28.0, 275.0, 543.0, 18.0], 2od02vixNj, 5776201]
[paragraph, [28.0, 293.0, 543.0, 18.0], 2od02vixNj, 5776201]
[paragraph, [28.0, 311.0, 543.0, 18.0], 2od02vixNj, 5776201]
[paragraph, [28.0, 329.0, 543.0, 18.0], 2od02vixNj, 5776201]
[paragraph, [28.0, 347.0, 543.0, 18.0], 2od02vixNj, 5776201]
[paragraph, [28.0, 365.0, 543.0, 18.0], 2od02vixNj, 5776201]
[paragraph, [28.0, 383.0, 543.0, 18.0], 2od02vixNj, 5776201]
[paragraph, [28.0, 401.0, 543.0, 18.0], 2od02vixNj, 5776201]
[paragraph, [28.0, 419.0, 543.0, 18.0], 2od02vixNj, 5776201]
[paragraph, [28.0, 437.0, 543.0, 18.0], 2od02vixNj, 5776201]
[paragraph, [28.0, 455.0, 543.0, 18.0], 2od02vixNj, 5776201]
[paragraph, [28.0, 473.0, 543.0, 18.0], 2od02vixNj, 5776201]
[paragraph, [28.0, 491.0, 543.0, 18.0], 2od02vixNj, 5776201]
[paragraph, [28.0, 509.0, 543.0, 18.0], 2od02vixNj, 5776201]
[paragraph, [28.0, 527.0, 543.0, 18.0], 2od02vixNj, 5776201]
[paragraph, [28.0, 545.0, 543.0, 18.0], 2od02vixNj, 5776201]
[paragraph, [28.0, 563.0, 543.0, 18.0], 2od02vixNj, 5776201]
[paragraph, [23.0, 589.0, 547.0, 18.0], zFoUOImhnO, 5776201]
[paragraph, [23.0, 607.0, 547.0, 18.0], zFoUOImhnO, 5776201]
[paragraph, [23.0, 625.0, 547.0, 18.0], zFoUOImhnO, 5776201]
[paragraph, [23.0, 643.0, 547.0, 18.0], zFoUOImhnO, 5776201]
[paragraph, [23.0, 661.0, 547.0, 18.0], zFoUOImhnO, 5776201]
[paragraph, [23.0, 679.0, 547.0, 18.0], zFoUOImhnO, 5776201]
[paragraph, [23.0, 697.0, 547.0, 18.0], zFoUOImhnO, 5776201]
[paragraph, [23.0, 715.0, 547.0, 18.0], zFoUOImhnO, 5776201]
[paragraph, [23.0, 733.0, 547.0, 18.0], zFoUOImhnO, 5776201]
[paragraph, [23.0, 751.0, 547.0, 18.0], zFoUOImhnO, 5776201]
[paragraph, [23.0, 769.0, 547.0, 18.0], zFoUOImhnO, 5776201]
[paragraph, [23.0, 787.0, 547.0, 18.0], zFoUOImhnO, 5776201]
[paragraph, [23.0, 805.0, 547.0, 18.0], zFoUOImhnO, 5776201]
[paragraph, [23.0, 823.0, 547.0, 18.0], zFoUOImhnO, 5776201]
[paragraph, [23.0, 840.0, 551.0, 18.0], OjM0GC4mfQ, 5776201]
[paragraph, [23.0, 858.0, 551.0, 18.0], OjM0GC4mfQ, 5776201]
[paragraph, [23.0, 876.0, 551.0, 18.0], OjM0GC4mfQ, 5776201]
