[2339, 1654]
[chapter-title, [164.0, 34.0, 1352.0, 70.5], shoonya_0s9FERVR5VJ0OU, 5750487]
[paragraph, [248.0, 226.0, 1173.0, 36.0], shoonya_5sISRUAC938CMP, 5750487]
[paragraph, [248.0, 262.0, 1173.0, 36.0], shoonya_5sISRUAC938CMP, 5750487]
[paragraph, [248.0, 298.0, 1173.0, 36.0], shoonya_5sISRUAC938CMP, 5750487]
[paragraph, [248.0, 334.0, 1173.0, 36.0], shoonya_5sISRUAC938CMP, 5750487]
[paragraph, [248.0, 370.0, 1173.0, 36.0], shoonya_5sISRUAC938CMP, 5750487]
[paragraph, [248.0, 406.0, 1173.0, 36.0], shoonya_5sISRUAC938CMP, 5750487]
[paragraph, [248.0, 442.0, 1173.0, 36.0], shoonya_5sISRUAC938CMP, 5750487]
[reference, [882.0, 504.0, 536.0, 36.0], shoonya_1s7A03YU1R09K8, 5750487]
[paragraph, [127.0, 575.0, 1454.0, 36.0], shoonya_4sBHY2AXGREYF9, 5750487]
[paragraph, [127.0, 611.0, 1454.0, 36.0], shoonya_4sBHY2AXGREYF9, 5750487]
[paragraph, [127.0, 647.0, 1454.0, 36.0], shoonya_4sBHY2AXGREYF9, 5750487]
[paragraph, [127.0, 683.0, 1454.0, 36.0], shoonya_4sBHY2AXGREYF9, 5750487]
[paragraph, [127.0, 719.0, 1454.0, 36.0], shoonya_4sBHY2AXGREYF9, 5750487]
[paragraph, [127.0, 755.0, 1454.0, 36.0], shoonya_4sBHY2AXGREYF9, 5750487]
[paragraph, [127.0, 791.0, 1454.0, 36.0], shoonya_4sBHY2AXGREYF9, 5750487]
[paragraph, [127.0, 827.0, 1454.0, 36.0], shoonya_4sBHY2AXGREYF9, 5750487]
[paragraph, [127.0, 863.0, 1454.0, 36.0], shoonya_4sBHY2AXGREYF9, 5750487]
[paragraph, [127.0, 899.0, 1454.0, 36.0], shoonya_4sBHY2AXGREYF9, 5750487]
[paragraph, [127.0, 935.0, 1454.0, 36.0], shoonya_4sBHY2AXGREYF9, 5750487]
[paragraph, [127.0, 971.0, 1454.0, 36.0], shoonya_4sBHY2AXGREYF9, 5750487]
[paragraph, [127.0, 1007.0, 1454.0, 36.0], shoonya_4sBHY2AXGREYF9, 5750487]
[paragraph, [127.0, 1043.0, 1454.0, 36.0], shoonya_4sBHY2AXGREYF9, 5750487]
[paragraph, [127.0, 1079.0, 1454.0, 36.0], shoonya_4sBHY2AXGREYF9, 5750487]
[paragraph, [127.0, 1115.0, 1454.0, 36.0], shoonya_4sBHY2AXGREYF9, 5750487]
[paragraph, [127.0, 1151.0, 1454.0, 36.0], shoonya_4sBHY2AXGREYF9, 5750487]
[paragraph, [127.0, 1187.0, 1454.0, 36.0], shoonya_4sBHY2AXGREYF9, 5750487]
[paragraph, [127.0, 1223.0, 1454.0, 36.0], shoonya_4sBHY2AXGREYF9, 5750487]
[paragraph, [127.0, 1259.0, 1454.0, 36.0], shoonya_4sBHY2AXGREYF9, 5750487]
[paragraph, [127.0, 1295.0, 1454.0, 36.0], shoonya_4sBHY2AXGREYF9, 5750487]
[paragraph, [127.0, 1331.0, 1454.0, 36.0], shoonya_4sBHY2AXGREYF9, 5750487]
[paragraph, [127.0, 1367.0, 1454.0, 36.0], shoonya_4sBHY2AXGREYF9, 5750487]
[paragraph, [127.0, 1403.0, 1454.0, 36.0], shoonya_4sBHY2AXGREYF9, 5750487]
[paragraph, [285.0, 1457.0, 849.0, 36.0], qmbaoXnKgA, 5750487]
[paragraph, [285.0, 1493.0, 849.0, 36.0], qmbaoXnKgA, 5750487]
[reference, [822.0, 1549.0, 586.0, 36.0], shoonya_3sPZFLHNOH70YL, 5750487]
[paragraph, [128.0, 1598.0, 1444.0, 36.0], shoonya_6sCHOM6J7EUPSM, 5750487]
[paragraph, [128.0, 1634.0, 1444.0, 36.0], shoonya_6sCHOM6J7EUPSM, 5750487]
[paragraph, [128.0, 1670.0, 1444.0, 36.0], shoonya_6sCHOM6J7EUPSM, 5750487]
[paragraph, [128.0, 1706.0, 1444.0, 36.0], shoonya_6sCHOM6J7EUPSM, 5750487]
[paragraph, [128.0, 1742.0, 1444.0, 36.0], shoonya_6sCHOM6J7EUPSM, 5750487]
[paragraph, [128.0, 1778.0, 1444.0, 36.0], shoonya_6sCHOM6J7EUPSM, 5750487]
[paragraph, [128.0, 1814.0, 1444.0, 36.0], shoonya_6sCHOM6J7EUPSM, 5750487]
[paragraph, [128.0, 1850.0, 1444.0, 36.0], shoonya_6sCHOM6J7EUPSM, 5750487]
[paragraph, [128.0, 1886.0, 1444.0, 36.0], shoonya_6sCHOM6J7EUPSM, 5750487]
[paragraph, [128.0, 1922.0, 1444.0, 36.0], shoonya_6sCHOM6J7EUPSM, 5750487]
[paragraph, [128.0, 1958.0, 1444.0, 36.0], shoonya_6sCHOM6J7EUPSM, 5750487]
