[2200, 1700]
[paragraph, [269.0, 51.0, 1110.0, 36.0], shoonya_2sLRD6QP14LH8V, 5730953]
[paragraph, [269.0, 87.0, 1110.0, 36.0], shoonya_2sLRD6QP14LH8V, 5730953]
[paragraph, [269.0, 123.0, 1110.0, 36.0], shoonya_2sLRD6QP14LH8V, 5730953]
[paragraph, [269.0, 159.0, 1110.0, 36.0], shoonya_2sLRD6QP14LH8V, 5730953]
[paragraph, [269.0, 195.0, 1110.0, 36.0], shoonya_2sLRD6QP14LH8V, 5730953]
[paragraph, [269.0, 231.0, 1110.0, 36.0], shoonya_2sLRD6QP14LH8V, 5730953]
[paragraph, [269.0, 267.0, 1110.0, 36.0], shoonya_2sLRD6QP14LH8V, 5730953]
[paragraph, [269.0, 303.0, 1110.0, 36.0], shoonya_2sLRD6QP14LH8V, 5730953]
[paragraph, [284.0, 350.0, 1086.0, 36.0], bzXaJBUAnU, 5730953]
[paragraph, [284.0, 386.0, 1086.0, 36.0], bzXaJBUAnU, 5730953]
[paragraph, [284.0, 422.0, 1086.0, 36.0], bzXaJBUAnU, 5730953]
[paragraph, [284.0, 458.0, 1086.0, 36.0], bzXaJBUAnU, 5730953]
[paragraph, [271.0, 520.0, 1108.0, 36.0], shoonya_1sSXOQQG94DT26, 5730953]
[paragraph, [271.0, 556.0, 1108.0, 36.0], shoonya_1sSXOQQG94DT26, 5730953]
[paragraph, [271.0, 592.0, 1108.0, 36.0], shoonya_1sSXOQQG94DT26, 5730953]
[paragraph, [271.0, 628.0, 1108.0, 36.0], shoonya_1sSXOQQG94DT26, 5730953]
[paragraph, [271.0, 664.0, 1108.0, 36.0], shoonya_1sSXOQQG94DT26, 5730953]
[paragraph, [271.0, 700.0, 1108.0, 36.0], shoonya_1sSXOQQG94DT26, 5730953]
[paragraph, [271.0, 736.0, 1108.0, 36.0], shoonya_1sSXOQQG94DT26, 5730953]
[paragraph, [271.0, 772.0, 1108.0, 36.0], shoonya_1sSXOQQG94DT26, 5730953]
[paragraph, [271.0, 808.0, 1108.0, 36.0], shoonya_1sSXOQQG94DT26, 5730953]
[paragraph, [271.0, 844.0, 1108.0, 36.0], shoonya_1sSXOQQG94DT26, 5730953]
[paragraph, [271.0, 880.0, 1108.0, 36.0], shoonya_1sSXOQQG94DT26, 5730953]
[paragraph, [271.0, 916.0, 1108.0, 36.0], shoonya_1sSXOQQG94DT26, 5730953]
[paragraph, [271.0, 952.0, 1108.0, 36.0], shoonya_1sSXOQQG94DT26, 5730953]
[paragraph, [271.0, 988.0, 1108.0, 36.0], shoonya_1sSXOQQG94DT26, 5730953]
[paragraph, [271.0, 1024.0, 1108.0, 36.0], shoonya_1sSXOQQG94DT26, 5730953]
[paragraph, [271.0, 1060.0, 1108.0, 36.0], shoonya_1sSXOQQG94DT26, 5730953]
[paragraph, [271.0, 1096.0, 1108.0, 36.0], shoonya_1sSXOQQG94DT26, 5730953]
[paragraph, [271.0, 1132.0, 1108.0, 36.0], shoonya_1sSXOQQG94DT26, 5730953]
[paragraph, [271.0, 1168.0, 1108.0, 36.0], shoonya_1sSXOQQG94DT26, 5730953]
[paragraph, [271.0, 1204.0, 1108.0, 36.0], shoonya_1sSXOQQG94DT26, 5730953]
[paragraph, [271.0, 1240.0, 1108.0, 36.0], shoonya_1sSXOQQG94DT26, 5730953]
[paragraph, [282.0, 1309.0, 1097.0, 36.0], shoonya_0s9FDA8G5694XH, 5730953]
[paragraph, [282.0, 1345.0, 1097.0, 36.0], shoonya_0s9FDA8G5694XH, 5730953]
[paragraph, [282.0, 1381.0, 1097.0, 36.0], shoonya_0s9FDA8G5694XH, 5730953]
[paragraph, [282.0, 1417.0, 1097.0, 36.0], shoonya_0s9FDA8G5694XH, 5730953]
[paragraph, [282.0, 1453.0, 1097.0, 36.0], shoonya_0s9FDA8G5694XH, 5730953]
[paragraph, [282.0, 1489.0, 1097.0, 36.0], shoonya_0s9FDA8G5694XH, 5730953]
[paragraph, [282.0, 1525.0, 1097.0, 36.0], shoonya_0s9FDA8G5694XH, 5730953]
[paragraph, [282.0, 1561.0, 1097.0, 36.0], shoonya_0s9FDA8G5694XH, 5730953]
[paragraph, [282.0, 1597.0, 1097.0, 36.0], shoonya_0s9FDA8G5694XH, 5730953]
[paragraph, [282.0, 1633.0, 1097.0, 36.0], shoonya_0s9FDA8G5694XH, 5730953]
[paragraph, [282.0, 1669.0, 1097.0, 36.0], shoonya_0s9FDA8G5694XH, 5730953]
[paragraph, [282.0, 1705.0, 1097.0, 36.0], shoonya_0s9FDA8G5694XH, 5730953]
[paragraph, [282.0, 1741.0, 1097.0, 36.0], shoonya_0s9FDA8G5694XH, 5730953]
[paragraph, [282.0, 1777.0, 1097.0, 36.0], shoonya_0s9FDA8G5694XH, 5730953]
[paragraph, [282.0, 1813.0, 1097.0, 36.0], shoonya_0s9FDA8G5694XH, 5730953]
[paragraph, [282.0, 1849.0, 1097.0, 36.0], shoonya_0s9FDA8G5694XH, 5730953]
[paragraph, [282.0, 1885.0, 1097.0, 36.0], shoonya_0s9FDA8G5694XH, 5730953]
[folio, [284.0, 2008.0, 365.0, 36.0], hGD-mzhJN6, 5730953]
