[1754, 1241]
[paragraph, [231.0, 100.0, 197.0, 36.0], C52CX6Zdel, 5706949]
[ordered-list, [162.0, 164.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 200.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 236.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 272.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 308.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 344.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 380.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 416.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 452.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 488.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 524.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 560.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 596.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 632.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 668.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 704.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 740.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 776.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 812.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 848.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 884.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 920.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 956.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 992.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 1028.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 1064.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 1100.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 1136.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 1172.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 1208.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 1244.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 1280.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 1316.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 1352.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 1388.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[ordered-list, [162.0, 1424.0, 764.0, 36.0], hUnX_6RZuE, 5706949]
[sidebar, [932.0, 290.0, 159.0, 36.0], PeGokjKBgg, 5706949]
[sidebar, [932.0, 326.0, 159.0, 36.0], PeGokjKBgg, 5706949]
[sidebar, [932.0, 362.0, 159.0, 36.0], PeGokjKBgg, 5706949]
[sidebar, [932.0, 398.0, 159.0, 36.0], PeGokjKBgg, 5706949]
[sidebar, [932.0, 434.0, 159.0, 36.0], PeGokjKBgg, 5706949]
[sidebar, [932.0, 470.0, 159.0, 36.0], PeGokjKBgg, 5706949]
[sub-ordered-list, [261.0, 581.0, 669.0, 36.0], shoonya_0sLSY3WWU30L2I, 5706949]
[sub-ordered-list, [261.0, 617.0, 669.0, 36.0], shoonya_0sLSY3WWU30L2I, 5706949]
[sub-ordered-list, [261.0, 653.0, 669.0, 36.0], shoonya_0sLSY3WWU30L2I, 5706949]
[sub-ordered-list, [261.0, 689.0, 669.0, 36.0], shoonya_0sLSY3WWU30L2I, 5706949]
[sub-ordered-list, [261.0, 725.0, 669.0, 36.0], shoonya_0sLSY3WWU30L2I, 5706949]
[sub-ordered-list, [261.0, 761.0, 669.0, 36.0], shoonya_0sLSY3WWU30L2I, 5706949]
[sub-ordered-list, [261.0, 797.0, 669.0, 36.0], shoonya_0sLSY3WWU30L2I, 5706949]
[sub-ordered-list, [261.0, 833.0, 669.0, 36.0], shoonya_0sLSY3WWU30L2I, 5706949]
[sub-ordered-list, [261.0, 869.0, 669.0, 36.0], shoonya_0sLSY3WWU30L2I, 5706949]
[sub-ordered-list, [261.0, 905.0, 669.0, 36.0], shoonya_0sLSY3WWU30L2I, 5706949]
[sub-ordered-list, [261.0, 941.0, 669.0, 36.0], shoonya_0sLSY3WWU30L2I, 5706949]
[sub-ordered-list, [261.0, 977.0, 669.0, 36.0], shoonya_0sLSY3WWU30L2I, 5706949]
[sub-ordered-list, [261.0, 1013.0, 669.0, 36.0], shoonya_0sLSY3WWU30L2I, 5706949]
