[2200, 1700]
[paragraph, [207.0, 193.0, 1026.0, 36.0], shoonya_4s6FS54R2ACJQX, 5652309]
[paragraph, [207.0, 229.0, 1026.0, 36.0], shoonya_4s6FS54R2ACJQX, 5652309]
[paragraph, [207.0, 265.0, 1026.0, 36.0], shoonya_4s6FS54R2ACJQX, 5652309]
[paragraph, [295.0, 330.0, 711.0, 36.0], shoonya_7s20D7D953LNEO, 5652309]
[paragraph, [295.0, 366.0, 711.0, 36.0], shoonya_7s20D7D953LNEO, 5652309]
[paragraph, [295.0, 402.0, 711.0, 36.0], shoonya_7s20D7D953LNEO, 5652309]
[paragraph, [295.0, 438.0, 711.0, 36.0], shoonya_7s20D7D953LNEO, 5652309]
[paragraph, [295.0, 474.0, 711.0, 36.0], shoonya_7s20D7D953LNEO, 5652309]
[paragraph, [204.0, 511.0, 1037.0, 36.0], shoonya_1sVE8DE1LPZULW, 5652309]
[paragraph, [204.0, 547.0, 1037.0, 36.0], shoonya_1sVE8DE1LPZULW, 5652309]
[paragraph, [204.0, 583.0, 1037.0, 36.0], shoonya_1sVE8DE1LPZULW, 5652309]
[paragraph, [204.0, 619.0, 1037.0, 36.0], shoonya_1sVE8DE1LPZULW, 5652309]
[paragraph, [204.0, 655.0, 1037.0, 36.0], shoonya_1sVE8DE1LPZULW, 5652309]
[paragraph, [204.0, 691.0, 1037.0, 36.0], shoonya_1sVE8DE1LPZULW, 5652309]
[paragraph, [204.0, 727.0, 1037.0, 36.0], shoonya_1sVE8DE1LPZULW, 5652309]
[paragraph, [204.0, 763.0, 1037.0, 36.0], shoonya_1sVE8DE1LPZULW, 5652309]
[paragraph, [204.0, 799.0, 1037.0, 36.0], shoonya_1sVE8DE1LPZULW, 5652309]
[paragraph, [204.0, 835.0, 1037.0, 36.0], shoonya_1sVE8DE1LPZULW, 5652309]
[paragraph, [199.0, 868.0, 1037.0, 36.0], shoonya_3sFH91DPT54KI6, 5652309]
[paragraph, [199.0, 904.0, 1037.0, 36.0], shoonya_3sFH91DPT54KI6, 5652309]
[paragraph, [199.0, 940.0, 1037.0, 36.0], shoonya_3sFH91DPT54KI6, 5652309]
[paragraph, [199.0, 976.0, 1037.0, 36.0], shoonya_3sFH91DPT54KI6, 5652309]
[paragraph, [208.0, 1045.0, 1020.0, 36.0], bOfmjNI8US, 5652309]
[paragraph, [208.0, 1081.0, 1020.0, 36.0], bOfmjNI8US, 5652309]
[paragraph, [208.0, 1117.0, 1020.0, 36.0], bOfmjNI8US, 5652309]
[paragraph, [203.0, 1160.0, 1022.0, 36.0], shoonya_5sO0DN149UJMJN, 5652309]
[paragraph, [203.0, 1196.0, 1022.0, 36.0], shoonya_5sO0DN149UJMJN, 5652309]
[paragraph, [203.0, 1232.0, 1022.0, 36.0], shoonya_5sO0DN149UJMJN, 5652309]
[paragraph, [203.0, 1268.0, 1022.0, 36.0], shoonya_5sO0DN149UJMJN, 5652309]
[paragraph, [294.0, 1336.0, 728.0, 36.0], shoonya_0sOYRG4PEETF5I, 5652309]
[paragraph, [294.0, 1372.0, 728.0, 36.0], shoonya_0sOYRG4PEETF5I, 5652309]
[paragraph, [294.0, 1408.0, 728.0, 36.0], shoonya_0sOYRG4PEETF5I, 5652309]
[paragraph, [294.0, 1444.0, 728.0, 36.0], shoonya_0sOYRG4PEETF5I, 5652309]
[paragraph, [209.0, 1510.0, 1027.0, 36.0], shoonya_6sSKYHUTYEKZ5O, 5652309]
[paragraph, [209.0, 1546.0, 1027.0, 36.0], shoonya_6sSKYHUTYEKZ5O, 5652309]
[paragraph, [209.0, 1582.0, 1027.0, 36.0], shoonya_6sSKYHUTYEKZ5O, 5652309]
[paragraph, [211.0, 1628.0, 1022.0, 36.0], shoonya_2sWOUJSYWH3A0E, 5652309]
[paragraph, [211.0, 1664.0, 1022.0, 36.0], shoonya_2sWOUJSYWH3A0E, 5652309]
[paragraph, [211.0, 1700.0, 1022.0, 36.0], shoonya_2sWOUJSYWH3A0E, 5652309]
[paragraph, [211.0, 1736.0, 1022.0, 36.0], shoonya_2sWOUJSYWH3A0E, 5652309]
[paragraph, [211.0, 1772.0, 1022.0, 36.0], shoonya_2sWOUJSYWH3A0E, 5652309]
[paragraph, [211.0, 1808.0, 1022.0, 36.0], shoonya_2sWOUJSYWH3A0E, 5652309]
[folio, [1039.0, 1868.0, 127.0, 36.0], YdqisFOWFi, 5652309]
