[3508, 2481]
[contact-info, [492.0, 297.0, 1520.0, 52.5], shoonya_11sMXZA4CY9NTR, 6491064]
[contact-info, [492.0, 349.5, 1520.0, 52.5], shoonya_11sMXZA4CY9NTR, 6491064]
[contact-info, [492.0, 402.0, 1520.0, 52.5], shoonya_11sMXZA4CY9NTR, 6491064]
[contact-info, [492.0, 454.5, 1520.0, 52.5], shoonya_11sMXZA4CY9NTR, 6491064]
[contact-info, [492.0, 507.0, 1520.0, 52.5], shoonya_11sMXZA4CY9NTR, 6491064]
[paragraph, [806.0, 703.0, 893.0, 52.5], f1FeQ0_nlZ, 6491064]
[headline, [719.0, 824.0, 1017.0, 52.5], kT4ZGs5hyr, 6491064]
[headline, [719.0, 876.5, 1017.0, 52.5], kT4ZGs5hyr, 6491064]
[paragraph, [232.0, 1307.0, 443.0, 52.5], YD185PvGZH, 6491064]
[paragraph, [215.0, 1434.0, 2057.0, 52.5], shoonya_5s5GP5ACKQ0M73, 6491064]
[paragraph, [215.0, 1486.5, 2057.0, 52.5], shoonya_5s5GP5ACKQ0M73, 6491064]
[paragraph, [215.0, 1539.0, 2057.0, 52.5], shoonya_5s5GP5ACKQ0M73, 6491064]
[paragraph, [215.0, 1591.5, 2057.0, 52.5], shoonya_5s5GP5ACKQ0M73, 6491064]
[paragraph, [215.0, 1644.0, 2057.0, 52.5], shoonya_5s5GP5ACKQ0M73, 6491064]
[paragraph, [215.0, 1696.5, 2057.0, 52.5], shoonya_5s5GP5ACKQ0M73, 6491064]
[paragraph, [201.0, 1794.0, 2085.0, 52.5], shoonya_0sJ44J7PS6T18T, 6491064]
[paragraph, [201.0, 1846.5, 2085.0, 52.5], shoonya_0sJ44J7PS6T18T, 6491064]
[paragraph, [201.0, 1899.0, 2085.0, 52.5], shoonya_0sJ44J7PS6T18T, 6491064]
[paragraph, [201.0, 1951.5, 2085.0, 52.5], shoonya_0sJ44J7PS6T18T, 6491064]
[paragraph, [201.0, 2004.0, 2085.0, 52.5], shoonya_0sJ44J7PS6T18T, 6491064]
[paragraph, [201.0, 2056.5, 2085.0, 52.5], shoonya_0sJ44J7PS6T18T, 6491064]
[paragraph, [201.0, 2109.0, 2085.0, 52.5], shoonya_0sJ44J7PS6T18T, 6491064]
[paragraph, [201.0, 2161.5, 2085.0, 52.5], shoonya_0sJ44J7PS6T18T, 6491064]
[paragraph, [201.0, 2214.0, 2085.0, 52.5], shoonya_0sJ44J7PS6T18T, 6491064]
[paragraph, [201.0, 2266.5, 2085.0, 52.5], shoonya_0sJ44J7PS6T18T, 6491064]
[paragraph, [201.0, 2319.0, 2085.0, 52.5], shoonya_0sJ44J7PS6T18T, 6491064]
[paragraph, [201.0, 2371.5, 2085.0, 52.5], shoonya_0sJ44J7PS6T18T, 6491064]
[section-title, [210.0, 2544.0, 496.0, 93.0], PVXymb5ZbM, 6491064]
[ordered-list, [212.0, 2711.0, 2051.0, 52.5], 8EtqJIiX9H, 6491064]
[ordered-list, [212.0, 2763.5, 2051.0, 52.5], 8EtqJIiX9H, 6491064]
[ordered-list, [212.0, 2816.0, 2051.0, 52.5], 8EtqJIiX9H, 6491064]
[ordered-list, [212.0, 2868.5, 2051.0, 52.5], 8EtqJIiX9H, 6491064]
[ordered-list, [212.0, 2921.0, 2051.0, 52.5], 8EtqJIiX9H, 6491064]
[ordered-list, [212.0, 2973.5, 2051.0, 52.5], 8EtqJIiX9H, 6491064]
[ordered-list, [212.0, 3026.0, 2051.0, 52.5], 8EtqJIiX9H, 6491064]
[ordered-list, [212.0, 3078.5, 2051.0, 52.5], 8EtqJIiX9H, 6491064]
[ordered-list, [212.0, 3131.0, 2051.0, 52.5], 8EtqJIiX9H, 6491064]
[ordered-list, [212.0, 3183.5, 2051.0, 52.5], 8EtqJIiX9H, 6491064]
