[2230, 1630]
[section-title, [289.0, 230.0, 592.0, 52.5], qRT-M8-W1d, 5758384]
[section-title, [289.0, 282.5, 592.0, 52.5], qRT-M8-W1d, 5758384]
[paragraph, [99.0, 833.0, 806.0, 36.0], shoonya_1sN998RK565JAA, 5758384]
[paragraph, [99.0, 869.0, 806.0, 36.0], shoonya_1sN998RK565JAA, 5758384]
[paragraph, [99.0, 905.0, 806.0, 36.0], shoonya_1sN998RK565JAA, 5758384]
[paragraph, [99.0, 941.0, 806.0, 36.0], shoonya_1sN998RK565JAA, 5758384]
[paragraph, [99.0, 977.0, 806.0, 36.0], shoonya_1sN998RK565JAA, 5758384]
[paragraph, [99.0, 1013.0, 806.0, 36.0], shoonya_1sN998RK565JAA, 5758384]
[paragraph, [100.0, 1088.0, 816.0, 36.0], shoonya_2sMLWUMCD9YU04, 5758384]
[paragraph, [100.0, 1124.0, 816.0, 36.0], shoonya_2sMLWUMCD9YU04, 5758384]
[paragraph, [100.0, 1160.0, 816.0, 36.0], shoonya_2sMLWUMCD9YU04, 5758384]
[paragraph, [100.0, 1196.0, 816.0, 36.0], shoonya_2sMLWUMCD9YU04, 5758384]
[paragraph, [100.0, 1232.0, 816.0, 36.0], shoonya_2sMLWUMCD9YU04, 5758384]
[paragraph, [100.0, 1268.0, 816.0, 36.0], shoonya_2sMLWUMCD9YU04, 5758384]
[paragraph, [100.0, 1304.0, 816.0, 36.0], shoonya_2sMLWUMCD9YU04, 5758384]
[paragraph, [100.0, 1340.0, 816.0, 36.0], shoonya_2sMLWUMCD9YU04, 5758384]
[paragraph, [93.0, 1400.0, 1440.0, 36.0], le0l8NFkVG, 5758384]
[paragraph, [93.0, 1436.0, 1440.0, 36.0], le0l8NFkVG, 5758384]
[paragraph, [93.0, 1472.0, 1440.0, 36.0], le0l8NFkVG, 5758384]
[paragraph, [93.0, 1508.0, 1440.0, 36.0], le0l8NFkVG, 5758384]
[paragraph, [93.0, 1544.0, 1440.0, 36.0], le0l8NFkVG, 5758384]
[paragraph, [93.0, 1580.0, 1440.0, 36.0], le0l8NFkVG, 5758384]
[paragraph, [63.0, 1651.0, 1485.0, 36.0], iSsrzU3-9e, 5758384]
[paragraph, [63.0, 1687.0, 1485.0, 36.0], iSsrzU3-9e, 5758384]
[paragraph, [63.0, 1723.0, 1485.0, 36.0], iSsrzU3-9e, 5758384]
[paragraph, [63.0, 1759.0, 1485.0, 36.0], iSsrzU3-9e, 5758384]
[paragraph, [63.0, 1795.0, 1485.0, 36.0], iSsrzU3-9e, 5758384]
[paragraph, [77.0, 1826.0, 1469.0, 36.0], 6Xf_LQs0GY, 5758384]
[paragraph, [77.0, 1862.0, 1469.0, 36.0], 6Xf_LQs0GY, 5758384]
[paragraph, [77.0, 1898.0, 1469.0, 36.0], 6Xf_LQs0GY, 5758384]
[paragraph, [77.0, 1934.0, 1469.0, 36.0], 6Xf_LQs0GY, 5758384]
[paragraph, [77.0, 1970.0, 1469.0, 36.0], 6Xf_LQs0GY, 5758384]
[paragraph, [77.0, 2006.0, 1469.0, 36.0], 6Xf_LQs0GY, 5758384]
[paragraph, [77.0, 2042.0, 1469.0, 36.0], 6Xf_LQs0GY, 5758384]
