[1275, 750]
[folio, [246.0, 68.0, 244.0, 18.0], 6u1UaCsRAX, 5767322]
[folio, [246.0, 86.0, 244.0, 18.0], 6u1UaCsRAX, 5767322]
[paragraph, [61.0, 137.0, 627.0, 18.0], shoonya_0sPP23NC5VPP6D, 5767322]
[paragraph, [61.0, 155.0, 627.0, 18.0], shoonya_0sPP23NC5VPP6D, 5767322]
[paragraph, [61.0, 173.0, 627.0, 18.0], shoonya_0sPP23NC5VPP6D, 5767322]
[paragraph, [61.0, 191.0, 627.0, 18.0], shoonya_0sPP23NC5VPP6D, 5767322]
[paragraph, [61.0, 209.0, 627.0, 18.0], shoonya_0sPP23NC5VPP6D, 5767322]
[paragraph, [61.0, 227.0, 627.0, 18.0], shoonya_0sPP23NC5VPP6D, 5767322]
[paragraph, [61.0, 245.0, 627.0, 18.0], shoonya_0sPP23NC5VPP6D, 5767322]
[paragraph, [61.0, 263.0, 627.0, 18.0], shoonya_0sPP23NC5VPP6D, 5767322]
[paragraph, [61.0, 281.0, 627.0, 18.0], shoonya_0sPP23NC5VPP6D, 5767322]
[paragraph, [61.0, 299.0, 627.0, 18.0], shoonya_0sPP23NC5VPP6D, 5767322]
[paragraph, [61.0, 317.0, 627.0, 18.0], shoonya_0sPP23NC5VPP6D, 5767322]
[paragraph, [61.0, 335.0, 627.0, 18.0], shoonya_0sPP23NC5VPP6D, 5767322]
[paragraph, [61.0, 353.0, 627.0, 18.0], shoonya_0sPP23NC5VPP6D, 5767322]
[paragraph, [60.0, 383.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 401.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 419.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 437.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 455.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 473.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 491.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 509.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 527.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 545.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 563.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 581.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 599.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 617.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 635.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 653.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 671.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 689.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 707.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 725.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 743.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 761.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 779.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 797.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 815.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 833.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 851.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 869.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 887.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 905.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 923.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 941.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 959.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 977.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 995.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 1013.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 1031.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 1049.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 1067.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 1085.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 1103.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 1121.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 1139.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 1157.0, 628.0, 18.0], onrP_yJTPB, 5767322]
[paragraph, [60.0, 1175.0, 628.0, 18.0], onrP_yJTPB, 5767322]
