[792, 612]
[paragraph, [389.0, 51.0, 162.0, 18.0], xS-h5_IB1z, 6515843]
[paragraph, [389.0, 69.0, 162.0, 18.0], xS-h5_IB1z, 6515843]
[paragraph, [58.0, 53.0, 164.0, 18.0], _UyMJ5UyOJ, 6515843]
[paragraph, [223.0, 53.0, 160.0, 18.0], mtwcF6itzG, 6515843]
[paragraph, [223.0, 71.0, 160.0, 18.0], mtwcF6itzG, 6515843]
[paragraph, [62.0, 85.0, 158.0, 18.0], kBytE4kud3, 6515843]
[paragraph, [62.0, 103.0, 158.0, 18.0], kBytE4kud3, 6515843]
[paragraph, [223.0, 99.0, 164.0, 18.0], A1q-UB2q-R, 6515843]
[paragraph, [223.0, 117.0, 164.0, 18.0], A1q-UB2q-R, 6515843]
[paragraph, [223.0, 135.0, 164.0, 18.0], A1q-UB2q-R, 6515843]
[paragraph, [223.0, 153.0, 164.0, 18.0], A1q-UB2q-R, 6515843]
[paragraph, [223.0, 171.0, 164.0, 18.0], A1q-UB2q-R, 6515843]
[paragraph, [390.0, 99.0, 160.0, 18.0], GKXPNXEDIH, 6515843]
[paragraph, [390.0, 117.0, 160.0, 18.0], GKXPNXEDIH, 6515843]
[paragraph, [390.0, 135.0, 160.0, 18.0], GKXPNXEDIH, 6515843]
[paragraph, [390.0, 153.0, 160.0, 18.0], GKXPNXEDIH, 6515843]
[paragraph, [390.0, 171.0, 160.0, 18.0], GKXPNXEDIH, 6515843]
[paragraph, [390.0, 189.0, 160.0, 18.0], GKXPNXEDIH, 6515843]
[paragraph, [390.0, 207.0, 160.0, 18.0], GKXPNXEDIH, 6515843]
[paragraph, [390.0, 225.0, 160.0, 18.0], GKXPNXEDIH, 6515843]
[paragraph, [390.0, 243.0, 160.0, 18.0], GKXPNXEDIH, 6515843]
[paragraph, [390.0, 261.0, 160.0, 18.0], GKXPNXEDIH, 6515843]
[paragraph, [390.0, 279.0, 160.0, 18.0], GKXPNXEDIH, 6515843]
[paragraph, [390.0, 297.0, 160.0, 18.0], GKXPNXEDIH, 6515843]
[paragraph, [390.0, 315.0, 160.0, 18.0], GKXPNXEDIH, 6515843]
[paragraph, [390.0, 333.0, 160.0, 18.0], GKXPNXEDIH, 6515843]
[paragraph, [60.0, 127.0, 160.0, 18.0], LtGNyVlHvp, 6515843]
[paragraph, [60.0, 145.0, 160.0, 18.0], LtGNyVlHvp, 6515843]
[paragraph, [59.0, 167.0, 163.0, 18.0], UrcOm51bjZ, 6515843]
[paragraph, [59.0, 185.0, 163.0, 18.0], UrcOm51bjZ, 6515843]
[paragraph, [223.0, 197.0, 162.0, 18.0], NTSHUJx8MF, 6515843]
[paragraph, [223.0, 215.0, 162.0, 18.0], NTSHUJx8MF, 6515843]
[paragraph, [223.0, 233.0, 162.0, 18.0], NTSHUJx8MF, 6515843]
[paragraph, [223.0, 251.0, 162.0, 18.0], NTSHUJx8MF, 6515843]
[paragraph, [61.0, 211.0, 160.0, 18.0], KE72roQDBE, 6515843]
[paragraph, [61.0, 229.0, 160.0, 18.0], KE72roQDBE, 6515843]
[paragraph, [61.0, 247.0, 160.0, 18.0], KE72roQDBE, 6515843]
[paragraph, [62.0, 268.0, 158.0, 18.0], 3opirZhvaP, 6515843]
[paragraph, [62.0, 286.0, 158.0, 18.0], 3opirZhvaP, 6515843]
[paragraph, [62.0, 304.0, 158.0, 18.0], 3opirZhvaP, 6515843]
[paragraph, [225.0, 282.0, 161.0, 18.0], iciK6c_-OS, 6515843]
[paragraph, [225.0, 300.0, 161.0, 18.0], iciK6c_-OS, 6515843]
[paragraph, [225.0, 318.0, 161.0, 18.0], iciK6c_-OS, 6515843]
[paragraph, [225.0, 336.0, 161.0, 18.0], iciK6c_-OS, 6515843]
[paragraph, [225.0, 354.0, 161.0, 18.0], iciK6c_-OS, 6515843]
[paragraph, [225.0, 372.0, 161.0, 18.0], iciK6c_-OS, 6515843]
[paragraph, [225.0, 390.0, 161.0, 18.0], iciK6c_-OS, 6515843]
[paragraph, [225.0, 408.0, 161.0, 18.0], iciK6c_-OS, 6515843]
[paragraph, [225.0, 426.0, 161.0, 18.0], iciK6c_-OS, 6515843]
[paragraph, [225.0, 444.0, 161.0, 18.0], iciK6c_-OS, 6515843]
[paragraph, [225.0, 462.0, 161.0, 18.0], iciK6c_-OS, 6515843]
[paragraph, [225.0, 480.0, 161.0, 18.0], iciK6c_-OS, 6515843]
[paragraph, [225.0, 498.0, 161.0, 18.0], iciK6c_-OS, 6515843]
[paragraph, [225.0, 516.0, 161.0, 18.0], iciK6c_-OS, 6515843]
[paragraph, [59.0, 323.0, 164.0, 18.0], 1ZbHlFGE9T, 6515843]
[paragraph, [59.0, 341.0, 164.0, 18.0], 1ZbHlFGE9T, 6515843]
[paragraph, [59.0, 359.0, 164.0, 18.0], 1ZbHlFGE9T, 6515843]
[paragraph, [389.0, 367.0, 161.0, 18.0], rYcGmF3DAf, 6515843]
[paragraph, [389.0, 385.0, 161.0, 18.0], rYcGmF3DAf, 6515843]
[paragraph, [389.0, 403.0, 161.0, 18.0], rYcGmF3DAf, 6515843]
[paragraph, [61.0, 395.0, 159.0, 18.0], LOEjmxyW8o, 6515843]
[paragraph, [61.0, 413.0, 159.0, 18.0], LOEjmxyW8o, 6515843]
[paragraph, [61.0, 431.0, 159.0, 18.0], LOEjmxyW8o, 6515843]
[paragraph, [61.0, 449.0, 159.0, 18.0], LOEjmxyW8o, 6515843]
[paragraph, [61.0, 467.0, 159.0, 18.0], LOEjmxyW8o, 6515843]
[paragraph, [61.0, 485.0, 159.0, 18.0], LOEjmxyW8o, 6515843]
[paragraph, [61.0, 503.0, 159.0, 18.0], LOEjmxyW8o, 6515843]
[paragraph, [61.0, 521.0, 159.0, 18.0], LOEjmxyW8o, 6515843]
[paragraph, [61.0, 539.0, 159.0, 18.0], LOEjmxyW8o, 6515843]
[paragraph, [61.0, 557.0, 159.0, 18.0], LOEjmxyW8o, 6515843]
[paragraph, [61.0, 575.0, 159.0, 18.0], LOEjmxyW8o, 6515843]
[paragraph, [389.0, 424.0, 162.0, 18.0], usqQH4kfnc, 6515843]
[paragraph, [389.0, 442.0, 162.0, 18.0], usqQH4kfnc, 6515843]
[paragraph, [389.0, 460.0, 162.0, 18.0], usqQH4kfnc, 6515843]
[paragraph, [389.0, 478.0, 162.0, 18.0], usqQH4kfnc, 6515843]
[paragraph, [389.0, 496.0, 162.0, 18.0], usqQH4kfnc, 6515843]
[paragraph, [389.0, 514.0, 162.0, 18.0], usqQH4kfnc, 6515843]
[paragraph, [223.0, 536.0, 163.0, 18.0], ISMcTmayZ4, 6515843]
[paragraph, [223.0, 554.0, 163.0, 18.0], ISMcTmayZ4, 6515843]
[paragraph, [223.0, 572.0, 163.0, 18.0], ISMcTmayZ4, 6515843]
[paragraph, [223.0, 590.0, 163.0, 18.0], ISMcTmayZ4, 6515843]
[paragraph, [223.0, 608.0, 163.0, 18.0], ISMcTmayZ4, 6515843]
[paragraph, [223.0, 626.0, 163.0, 18.0], ISMcTmayZ4, 6515843]
