[950, 553]
[chapter-title, [149.0, 38.0, 246.0, 30.0], shoonya_0s5K6ZVILS6KGU, 5776403]
[paragraph, [5.0, 78.0, 527.0, 18.0], jHTzaivtoN, 5776403]
[paragraph, [5.0, 96.0, 527.0, 18.0], jHTzaivtoN, 5776403]
[paragraph, [5.0, 114.0, 527.0, 18.0], jHTzaivtoN, 5776403]
[paragraph, [5.0, 132.0, 527.0, 18.0], jHTzaivtoN, 5776403]
[paragraph, [5.0, 150.0, 527.0, 18.0], jHTzaivtoN, 5776403]
[paragraph, [5.0, 168.0, 527.0, 18.0], jHTzaivtoN, 5776403]
[paragraph, [5.0, 186.0, 527.0, 18.0], jHTzaivtoN, 5776403]
[paragraph, [5.0, 204.0, 527.0, 18.0], jHTzaivtoN, 5776403]
[paragraph, [5.0, 222.0, 527.0, 18.0], jHTzaivtoN, 5776403]
[paragraph, [4.0, 238.0, 532.0, 18.0], z6mjmvuiqu, 5776403]
[paragraph, [4.0, 256.0, 532.0, 18.0], z6mjmvuiqu, 5776403]
[paragraph, [4.0, 274.0, 532.0, 18.0], z6mjmvuiqu, 5776403]
[paragraph, [4.0, 292.0, 532.0, 18.0], z6mjmvuiqu, 5776403]
[paragraph, [4.0, 310.0, 532.0, 18.0], z6mjmvuiqu, 5776403]
[paragraph, [4.0, 328.0, 532.0, 18.0], z6mjmvuiqu, 5776403]
[paragraph, [4.0, 346.0, 532.0, 18.0], z6mjmvuiqu, 5776403]
[paragraph, [4.0, 364.0, 532.0, 18.0], z6mjmvuiqu, 5776403]
[paragraph, [4.0, 382.0, 532.0, 18.0], z6mjmvuiqu, 5776403]
[paragraph, [2.0, 413.0, 535.0, 18.0], 8RgvtvVNjT, 5776403]
[paragraph, [2.0, 431.0, 535.0, 18.0], 8RgvtvVNjT, 5776403]
[paragraph, [2.0, 452.0, 535.0, 18.0], mPv_gvWcyb, 5776403]
[paragraph, [2.0, 470.0, 535.0, 18.0], mPv_gvWcyb, 5776403]
[paragraph, [2.0, 488.0, 535.0, 18.0], mPv_gvWcyb, 5776403]
[paragraph, [2.0, 506.0, 535.0, 18.0], mPv_gvWcyb, 5776403]
[paragraph, [4.0, 526.0, 532.0, 18.0], CzowPpo2ZO, 5776403]
[paragraph, [4.0, 544.0, 532.0, 18.0], CzowPpo2ZO, 5776403]
[paragraph, [1.0, 561.0, 535.0, 18.0], aPNqdTKIUi, 5776403]
[paragraph, [1.0, 579.0, 535.0, 18.0], aPNqdTKIUi, 5776403]
[paragraph, [1.0, 597.0, 535.0, 18.0], aPNqdTKIUi, 5776403]
[paragraph, [1.0, 615.0, 535.0, 18.0], aPNqdTKIUi, 5776403]
[paragraph, [1.0, 633.0, 535.0, 18.0], aPNqdTKIUi, 5776403]
[paragraph, [1.0, 651.0, 535.0, 18.0], aPNqdTKIUi, 5776403]
[paragraph, [1.0, 669.0, 535.0, 18.0], aPNqdTKIUi, 5776403]
[paragraph, [1.0, 687.0, 535.0, 18.0], aPNqdTKIUi, 5776403]
[paragraph, [1.0, 705.0, 535.0, 18.0], aPNqdTKIUi, 5776403]
[paragraph, [1.0, 723.0, 535.0, 18.0], aPNqdTKIUi, 5776403]
[paragraph, [1.0, 741.0, 535.0, 18.0], aPNqdTKIUi, 5776403]
[paragraph, [1.0, 759.0, 535.0, 18.0], aPNqdTKIUi, 5776403]
[paragraph, [1.0, 777.0, 535.0, 18.0], aPNqdTKIUi, 5776403]
[paragraph, [1.0, 795.0, 535.0, 18.0], aPNqdTKIUi, 5776403]
[paragraph, [7.0, 824.0, 530.0, 18.0], fpP06xvWVu, 5776403]
[paragraph, [7.0, 842.0, 530.0, 18.0], fpP06xvWVu, 5776403]
[paragraph, [7.0, 860.0, 530.0, 18.0], fpP06xvWVu, 5776403]
[paragraph, [9.0, 878.0, 530.0, 18.0], 26yVYke6kY, 5776403]
[paragraph, [9.0, 896.0, 530.0, 18.0], 26yVYke6kY, 5776403]
