[3508, 2481]
[contact-info, [648.0, 360.0, 1176.0, 52.5], Wp3myWmNpM, 6516762]
[contact-info, [648.0, 412.5, 1176.0, 52.5], Wp3myWmNpM, 6516762]
[section-title, [816.0, 571.0, 822.0, 93.0], om7QYEa9wK, 6516762]
[folio, [611.0, 804.0, 1242.0, 52.5], Ex4BeaCEWL, 6516762]
[folio, [611.0, 856.5, 1242.0, 52.5], Ex4BeaCEWL, 6516762]
[dateline, [1058.0, 1071.0, 344.0, 52.5], 3KLmOJkZQu, 6516762]
[dateline, [1058.0, 1123.5, 344.0, 52.5], 3KLmOJkZQu, 6516762]
[paragraph, [211.0, 1332.0, 260.0, 52.5], z1dSl0XHKw, 6516762]
[paragraph, [211.0, 1463.0, 2052.0, 52.5], bLs55uBp-M, 6516762]
[paragraph, [211.0, 1515.5, 2052.0, 52.5], bLs55uBp-M, 6516762]
[paragraph, [211.0, 1568.0, 2052.0, 52.5], bLs55uBp-M, 6516762]
[paragraph, [211.0, 1620.5, 2052.0, 52.5], bLs55uBp-M, 6516762]
[paragraph, [211.0, 1673.0, 2052.0, 52.5], bLs55uBp-M, 6516762]
[paragraph, [211.0, 1725.5, 2052.0, 52.5], bLs55uBp-M, 6516762]
[paragraph, [201.0, 1817.0, 2046.0, 52.5], bo_IRuD5G8, 6516762]
[paragraph, [201.0, 1869.5, 2046.0, 52.5], bo_IRuD5G8, 6516762]
[paragraph, [201.0, 1922.0, 2046.0, 52.5], bo_IRuD5G8, 6516762]
[paragraph, [201.0, 1974.5, 2046.0, 52.5], bo_IRuD5G8, 6516762]
[paragraph, [201.0, 2027.0, 2046.0, 52.5], bo_IRuD5G8, 6516762]
[paragraph, [201.0, 2079.5, 2046.0, 52.5], bo_IRuD5G8, 6516762]
[paragraph, [201.0, 2132.0, 2046.0, 52.5], bo_IRuD5G8, 6516762]
[paragraph, [201.0, 2184.5, 2046.0, 52.5], bo_IRuD5G8, 6516762]
[paragraph, [201.0, 2237.0, 2046.0, 52.5], bo_IRuD5G8, 6516762]
[paragraph, [201.0, 2289.5, 2046.0, 52.5], bo_IRuD5G8, 6516762]
[section-title, [198.0, 2532.0, 593.0, 93.0], 57NuECoBT7, 6516762]
[paragraph, [189.0, 2771.0, 2099.0, 52.5], xZFYJCaJyp, 6516762]
[paragraph, [189.0, 2823.5, 2099.0, 52.5], xZFYJCaJyp, 6516762]
[sub-section-title, [220.0, 3007.0, 450.0, 73.5], 1OW1uHgVnJ, 6516762]
[paragraph, [220.0, 3110.0, 670.0, 52.5], tCYXywtNk4, 6516762]
