[4767, 3325]
[paragraph, [285.0, 644.0, 2638.0, 52.5], shoonya_0s395J6ABN0HY0, 5710292]
[paragraph, [285.0, 696.5, 2638.0, 52.5], shoonya_0s395J6ABN0HY0, 5710292]
[paragraph, [285.0, 749.0, 2638.0, 52.5], shoonya_0s395J6ABN0HY0, 5710292]
[paragraph, [285.0, 801.5, 2638.0, 52.5], shoonya_0s395J6ABN0HY0, 5710292]
[paragraph, [285.0, 854.0, 2638.0, 52.5], shoonya_0s395J6ABN0HY0, 5710292]
[paragraph, [285.0, 906.5, 2638.0, 52.5], shoonya_0s395J6ABN0HY0, 5710292]
[paragraph, [285.0, 959.0, 2638.0, 52.5], shoonya_0s395J6ABN0HY0, 5710292]
[paragraph, [285.0, 1011.5, 2638.0, 52.5], shoonya_0s395J6ABN0HY0, 5710292]
[paragraph, [285.0, 1064.0, 2638.0, 52.5], shoonya_0s395J6ABN0HY0, 5710292]
[paragraph, [285.0, 1116.5, 2638.0, 52.5], shoonya_0s395J6ABN0HY0, 5710292]
[paragraph, [285.0, 1169.0, 2638.0, 52.5], shoonya_0s395J6ABN0HY0, 5710292]
[paragraph, [285.0, 1221.5, 2638.0, 52.5], shoonya_0s395J6ABN0HY0, 5710292]
[paragraph, [285.0, 1274.0, 2638.0, 52.5], shoonya_0s395J6ABN0HY0, 5710292]
[paragraph, [285.0, 1326.5, 2638.0, 52.5], shoonya_0s395J6ABN0HY0, 5710292]
[paragraph, [285.0, 1379.0, 2638.0, 52.5], shoonya_0s395J6ABN0HY0, 5710292]
[paragraph, [285.0, 1431.5, 2638.0, 52.5], shoonya_0s395J6ABN0HY0, 5710292]
[paragraph, [285.0, 1484.0, 2638.0, 52.5], shoonya_0s395J6ABN0HY0, 5710292]
[paragraph, [285.0, 1536.5, 2638.0, 52.5], shoonya_0s395J6ABN0HY0, 5710292]
[paragraph, [285.0, 1589.0, 2638.0, 52.5], shoonya_0s395J6ABN0HY0, 5710292]
[paragraph, [285.0, 1641.5, 2638.0, 52.5], shoonya_0s395J6ABN0HY0, 5710292]
[paragraph, [285.0, 1694.0, 2638.0, 52.5], shoonya_0s395J6ABN0HY0, 5710292]
[paragraph, [285.0, 1746.5, 2638.0, 52.5], shoonya_0s395J6ABN0HY0, 5710292]
[paragraph, [285.0, 1799.0, 2638.0, 52.5], shoonya_0s395J6ABN0HY0, 5710292]
[paragraph, [285.0, 1851.5, 2638.0, 52.5], shoonya_0s395J6ABN0HY0, 5710292]
[paragraph, [285.0, 1904.0, 2638.0, 52.5], shoonya_0s395J6ABN0HY0, 5710292]
[paragraph, [285.0, 1956.5, 2638.0, 52.5], shoonya_0s395J6ABN0HY0, 5710292]
[paragraph, [285.0, 2009.0, 2638.0, 52.5], shoonya_0s395J6ABN0HY0, 5710292]
[paragraph, [285.0, 2061.5, 2638.0, 52.5], shoonya_0s395J6ABN0HY0, 5710292]
[paragraph, [285.0, 2155.0, 2648.0, 52.5], shoonya_1s1O6XWJLK7OP4, 5710292]
[paragraph, [285.0, 2207.5, 2648.0, 52.5], shoonya_1s1O6XWJLK7OP4, 5710292]
[paragraph, [285.0, 2260.0, 2648.0, 52.5], shoonya_1s1O6XWJLK7OP4, 5710292]
[paragraph, [285.0, 2312.5, 2648.0, 52.5], shoonya_1s1O6XWJLK7OP4, 5710292]
[paragraph, [285.0, 2365.0, 2648.0, 52.5], shoonya_1s1O6XWJLK7OP4, 5710292]
[paragraph, [285.0, 2417.5, 2648.0, 52.5], shoonya_1s1O6XWJLK7OP4, 5710292]
[paragraph, [285.0, 2470.0, 2648.0, 52.5], shoonya_1s1O6XWJLK7OP4, 5710292]
[paragraph, [285.0, 2522.5, 2648.0, 52.5], shoonya_1s1O6XWJLK7OP4, 5710292]
[paragraph, [285.0, 2575.0, 2648.0, 52.5], shoonya_1s1O6XWJLK7OP4, 5710292]
[paragraph, [285.0, 2627.5, 2648.0, 52.5], shoonya_1s1O6XWJLK7OP4, 5710292]
[paragraph, [285.0, 2680.0, 2648.0, 52.5], shoonya_1s1O6XWJLK7OP4, 5710292]
[paragraph, [285.0, 2732.5, 2648.0, 52.5], shoonya_1s1O6XWJLK7OP4, 5710292]
[paragraph, [285.0, 2785.0, 2648.0, 52.5], shoonya_1s1O6XWJLK7OP4, 5710292]
[paragraph, [285.0, 2837.5, 2648.0, 52.5], shoonya_1s1O6XWJLK7OP4, 5710292]
[paragraph, [285.0, 2890.0, 2648.0, 52.5], shoonya_1s1O6XWJLK7OP4, 5710292]
[paragraph, [285.0, 2942.5, 2648.0, 52.5], shoonya_1s1O6XWJLK7OP4, 5710292]
[paragraph, [285.0, 2995.0, 2648.0, 52.5], shoonya_1s1O6XWJLK7OP4, 5710292]
[paragraph, [285.0, 3047.5, 2648.0, 52.5], shoonya_1s1O6XWJLK7OP4, 5710292]
[paragraph, [285.0, 3100.0, 2648.0, 52.5], shoonya_1s1O6XWJLK7OP4, 5710292]
[paragraph, [285.0, 3152.5, 2648.0, 52.5], shoonya_1s1O6XWJLK7OP4, 5710292]
