[2175, 1462]
[folio, [129.0, 122.0, 217.0, 36.0], _hqAktKa9X, 5655126]
[folio, [129.0, 158.0, 217.0, 36.0], _hqAktKa9X, 5655126]
[paragraph, [120.0, 230.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 266.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 302.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 338.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 374.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 410.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 446.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 482.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 518.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 554.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 590.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 626.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 662.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 698.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 734.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 770.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 806.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 842.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 878.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 914.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 950.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 986.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 1022.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 1058.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 1094.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 1130.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 1166.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 1202.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 1238.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 1274.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 1310.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 1346.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 1382.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 1418.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 1454.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 1490.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 1526.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 1562.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 1598.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 1634.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [120.0, 1670.0, 1204.0, 36.0], shoonya_0sRQUWHDYXZXEI, 5655126]
[paragraph, [118.0, 1741.0, 1207.0, 36.0], e2awJtoDvb, 5655126]
[paragraph, [118.0, 1777.0, 1207.0, 36.0], e2awJtoDvb, 5655126]
[paragraph, [118.0, 1813.0, 1207.0, 36.0], e2awJtoDvb, 5655126]
[paragraph, [118.0, 1849.0, 1207.0, 36.0], e2awJtoDvb, 5655126]
[reference, [132.0, 1931.0, 956.0, 36.0], shoonya_1sUV48E6Y3WOWB, 5655126]
[reference, [132.0, 1967.0, 956.0, 36.0], shoonya_1sUV48E6Y3WOWB, 5655126]
[reference, [132.0, 2003.0, 956.0, 36.0], shoonya_1sUV48E6Y3WOWB, 5655126]
