[2338, 1654]
[paragraph, [185.0, 192.0, 1280.0, 36.0], shoonya_0sXDOHFQ3VUDLB, 5753603]
[paragraph, [185.0, 228.0, 1280.0, 36.0], shoonya_0sXDOHFQ3VUDLB, 5753603]
[paragraph, [185.0, 264.0, 1280.0, 36.0], shoonya_0sXDOHFQ3VUDLB, 5753603]
[paragraph, [185.0, 300.0, 1280.0, 36.0], shoonya_0sXDOHFQ3VUDLB, 5753603]
[paragraph, [185.0, 336.0, 1280.0, 36.0], shoonya_0sXDOHFQ3VUDLB, 5753603]
[paragraph, [185.0, 372.0, 1280.0, 36.0], shoonya_0sXDOHFQ3VUDLB, 5753603]
[paragraph, [346.0, 451.0, 661.0, 36.0], KX7x6I1yGG, 5753603]
[paragraph, [346.0, 487.0, 661.0, 36.0], KX7x6I1yGG, 5753603]
[paragraph, [346.0, 523.0, 661.0, 36.0], KX7x6I1yGG, 5753603]
[paragraph, [346.0, 559.0, 661.0, 36.0], KX7x6I1yGG, 5753603]
[paragraph, [346.0, 595.0, 661.0, 36.0], KX7x6I1yGG, 5753603]
[paragraph, [346.0, 631.0, 661.0, 36.0], KX7x6I1yGG, 5753603]
[paragraph, [346.0, 667.0, 661.0, 36.0], KX7x6I1yGG, 5753603]
[paragraph, [346.0, 703.0, 661.0, 36.0], KX7x6I1yGG, 5753603]
[paragraph, [346.0, 739.0, 661.0, 36.0], KX7x6I1yGG, 5753603]
[paragraph, [346.0, 775.0, 661.0, 36.0], KX7x6I1yGG, 5753603]
[paragraph, [346.0, 811.0, 661.0, 36.0], KX7x6I1yGG, 5753603]
[paragraph, [346.0, 847.0, 661.0, 36.0], KX7x6I1yGG, 5753603]
[paragraph, [346.0, 883.0, 661.0, 36.0], KX7x6I1yGG, 5753603]
[paragraph, [346.0, 919.0, 661.0, 36.0], KX7x6I1yGG, 5753603]
[paragraph, [346.0, 955.0, 661.0, 36.0], KX7x6I1yGG, 5753603]
[paragraph, [346.0, 991.0, 661.0, 36.0], KX7x6I1yGG, 5753603]
[paragraph, [346.0, 1027.0, 661.0, 36.0], KX7x6I1yGG, 5753603]
[author, [1001.0, 1038.0, 438.0, 36.0], Lm2eEwliGX, 5753603]
[author, [1001.0, 1074.0, 438.0, 36.0], Lm2eEwliGX, 5753603]
[paragraph, [339.0, 1096.0, 641.0, 36.0], MoEhDp2a-I, 5753603]
[paragraph, [339.0, 1132.0, 641.0, 36.0], MoEhDp2a-I, 5753603]
[paragraph, [339.0, 1168.0, 641.0, 36.0], MoEhDp2a-I, 5753603]
[paragraph, [339.0, 1204.0, 641.0, 36.0], MoEhDp2a-I, 5753603]
[paragraph, [339.0, 1240.0, 641.0, 36.0], MoEhDp2a-I, 5753603]
[paragraph, [339.0, 1276.0, 641.0, 36.0], MoEhDp2a-I, 5753603]
[paragraph, [339.0, 1312.0, 641.0, 36.0], MoEhDp2a-I, 5753603]
[paragraph, [339.0, 1348.0, 641.0, 36.0], MoEhDp2a-I, 5753603]
[paragraph, [339.0, 1384.0, 641.0, 36.0], MoEhDp2a-I, 5753603]
[paragraph, [339.0, 1420.0, 641.0, 36.0], MoEhDp2a-I, 5753603]
[paragraph, [339.0, 1456.0, 641.0, 36.0], MoEhDp2a-I, 5753603]
[paragraph, [339.0, 1492.0, 641.0, 36.0], MoEhDp2a-I, 5753603]
[paragraph, [339.0, 1528.0, 641.0, 36.0], MoEhDp2a-I, 5753603]
[paragraph, [339.0, 1564.0, 641.0, 36.0], MoEhDp2a-I, 5753603]
[paragraph, [339.0, 1600.0, 641.0, 36.0], MoEhDp2a-I, 5753603]
[paragraph, [339.0, 1636.0, 641.0, 36.0], MoEhDp2a-I, 5753603]
[paragraph, [339.0, 1672.0, 641.0, 36.0], MoEhDp2a-I, 5753603]
[paragraph, [339.0, 1708.0, 641.0, 36.0], MoEhDp2a-I, 5753603]
[paragraph, [339.0, 1744.0, 641.0, 36.0], MoEhDp2a-I, 5753603]
[paragraph, [339.0, 1780.0, 641.0, 36.0], MoEhDp2a-I, 5753603]
[paragraph, [339.0, 1816.0, 641.0, 36.0], MoEhDp2a-I, 5753603]
[paragraph, [339.0, 1852.0, 641.0, 36.0], MoEhDp2a-I, 5753603]
[paragraph, [339.0, 1888.0, 641.0, 36.0], MoEhDp2a-I, 5753603]
[paragraph, [339.0, 1924.0, 641.0, 36.0], MoEhDp2a-I, 5753603]
[paragraph, [339.0, 1960.0, 641.0, 36.0], MoEhDp2a-I, 5753603]
[paragraph, [339.0, 1996.0, 641.0, 36.0], MoEhDp2a-I, 5753603]
[paragraph, [339.0, 2032.0, 641.0, 36.0], MoEhDp2a-I, 5753603]
