[789, 571]
[folio, [237.0, 69.0, 120.0, 18.0], KXn3UhiMR9, 5702432]
[paragraph, [76.0, 108.0, 455.0, 18.0], shoonya_1sKLP7X1MPOPMC, 5702432]
[paragraph, [76.0, 126.0, 455.0, 18.0], shoonya_1sKLP7X1MPOPMC, 5702432]
[paragraph, [108.0, 158.0, 330.0, 18.0], GMPtuwZoD7, 5702432]
[chapter-title, [227.0, 215.0, 151.0, 30.0], K40nURA4O6, 5702432]
[paragraph, [105.0, 276.0, 428.0, 18.0], GVo1igTsf8, 5702432]
[paragraph, [72.0, 300.0, 463.0, 18.0], shoonya_0sYC97Y770VQH2, 5702432]
[paragraph, [72.0, 318.0, 463.0, 18.0], shoonya_0sYC97Y770VQH2, 5702432]
[paragraph, [72.0, 336.0, 463.0, 18.0], shoonya_0sYC97Y770VQH2, 5702432]
[paragraph, [72.0, 354.0, 463.0, 18.0], shoonya_0sYC97Y770VQH2, 5702432]
[paragraph, [72.0, 372.0, 463.0, 18.0], shoonya_0sYC97Y770VQH2, 5702432]
[paragraph, [72.0, 390.0, 463.0, 18.0], shoonya_0sYC97Y770VQH2, 5702432]
[paragraph, [72.0, 408.0, 463.0, 18.0], shoonya_0sYC97Y770VQH2, 5702432]
[paragraph, [72.0, 426.0, 463.0, 18.0], shoonya_0sYC97Y770VQH2, 5702432]
[paragraph, [72.0, 444.0, 463.0, 18.0], shoonya_0sYC97Y770VQH2, 5702432]
[paragraph, [72.0, 462.0, 463.0, 18.0], shoonya_0sYC97Y770VQH2, 5702432]
[paragraph, [69.0, 481.0, 469.0, 18.0], lMrESQx_FT, 5702432]
[paragraph, [69.0, 499.0, 469.0, 18.0], lMrESQx_FT, 5702432]
[paragraph, [73.0, 524.0, 466.0, 18.0], Hveu9LS4UP, 5702432]
[paragraph, [73.0, 542.0, 466.0, 18.0], Hveu9LS4UP, 5702432]
[paragraph, [73.0, 560.0, 466.0, 18.0], Hveu9LS4UP, 5702432]
[paragraph, [73.0, 578.0, 466.0, 18.0], Hveu9LS4UP, 5702432]
[paragraph, [73.0, 596.0, 466.0, 18.0], Hveu9LS4UP, 5702432]
[paragraph, [73.0, 614.0, 466.0, 18.0], Hveu9LS4UP, 5702432]
[paragraph, [73.0, 632.0, 466.0, 18.0], Hveu9LS4UP, 5702432]
[paragraph, [73.0, 650.0, 466.0, 18.0], Hveu9LS4UP, 5702432]
[paragraph, [73.0, 668.0, 466.0, 18.0], Hveu9LS4UP, 5702432]
[paragraph, [75.0, 685.0, 463.0, 18.0], 7tXVavf_6F, 5702432]
[paragraph, [75.0, 703.0, 463.0, 18.0], 7tXVavf_6F, 5702432]
