[2075, 1545]
[paragraph, [792.0, 91.0, 722.0, 36.0], ZLNOytLIZi, 5712609]
[paragraph, [792.0, 127.0, 722.0, 36.0], ZLNOytLIZi, 5712609]
[paragraph, [792.0, 163.0, 722.0, 36.0], ZLNOytLIZi, 5712609]
[paragraph, [792.0, 199.0, 722.0, 36.0], ZLNOytLIZi, 5712609]
[paragraph, [74.0, 103.0, 706.0, 36.0], shoonya_0sP5N8NLXOEVJ5, 5712609]
[paragraph, [74.0, 139.0, 706.0, 36.0], shoonya_0sP5N8NLXOEVJ5, 5712609]
[paragraph, [74.0, 175.0, 706.0, 36.0], shoonya_0sP5N8NLXOEVJ5, 5712609]
[paragraph, [74.0, 211.0, 706.0, 36.0], shoonya_0sP5N8NLXOEVJ5, 5712609]
[paragraph, [74.0, 247.0, 706.0, 36.0], shoonya_0sP5N8NLXOEVJ5, 5712609]
[paragraph, [74.0, 283.0, 706.0, 36.0], shoonya_0sP5N8NLXOEVJ5, 5712609]
[paragraph, [74.0, 319.0, 706.0, 36.0], shoonya_0sP5N8NLXOEVJ5, 5712609]
[paragraph, [74.0, 355.0, 706.0, 36.0], shoonya_0sP5N8NLXOEVJ5, 5712609]
[paragraph, [74.0, 391.0, 706.0, 36.0], shoonya_0sP5N8NLXOEVJ5, 5712609]
[paragraph, [781.0, 264.0, 732.0, 36.0], iZ41QKmqvc, 5712609]
[paragraph, [781.0, 300.0, 732.0, 36.0], iZ41QKmqvc, 5712609]
[paragraph, [781.0, 336.0, 732.0, 36.0], iZ41QKmqvc, 5712609]
[paragraph, [781.0, 372.0, 732.0, 36.0], iZ41QKmqvc, 5712609]
[paragraph, [781.0, 408.0, 732.0, 36.0], iZ41QKmqvc, 5712609]
[paragraph, [781.0, 444.0, 732.0, 36.0], iZ41QKmqvc, 5712609]
[paragraph, [76.0, 453.0, 701.0, 36.0], shoonya_1sK3D5G37IC7QI, 5712609]
[paragraph, [76.0, 489.0, 701.0, 36.0], shoonya_1sK3D5G37IC7QI, 5712609]
[paragraph, [76.0, 525.0, 701.0, 36.0], shoonya_1sK3D5G37IC7QI, 5712609]
[paragraph, [76.0, 561.0, 701.0, 36.0], shoonya_1sK3D5G37IC7QI, 5712609]
[paragraph, [76.0, 597.0, 701.0, 36.0], shoonya_1sK3D5G37IC7QI, 5712609]
[paragraph, [785.0, 494.0, 724.0, 36.0], iCLUcdHE09, 5712609]
[paragraph, [785.0, 530.0, 724.0, 36.0], iCLUcdHE09, 5712609]
[paragraph, [785.0, 566.0, 724.0, 36.0], iCLUcdHE09, 5712609]
[paragraph, [785.0, 602.0, 724.0, 36.0], iCLUcdHE09, 5712609]
[paragraph, [785.0, 638.0, 724.0, 36.0], iCLUcdHE09, 5712609]
[paragraph, [785.0, 674.0, 724.0, 36.0], iCLUcdHE09, 5712609]
[paragraph, [75.0, 664.0, 703.0, 36.0], shoonya_6sEGY4ET0SCUE3, 5712609]
[paragraph, [75.0, 700.0, 703.0, 36.0], shoonya_6sEGY4ET0SCUE3, 5712609]
[paragraph, [75.0, 736.0, 703.0, 36.0], shoonya_6sEGY4ET0SCUE3, 5712609]
[paragraph, [75.0, 772.0, 703.0, 36.0], shoonya_6sEGY4ET0SCUE3, 5712609]
[paragraph, [75.0, 808.0, 703.0, 36.0], shoonya_6sEGY4ET0SCUE3, 5712609]
[paragraph, [796.0, 738.0, 713.0, 36.0], shoonya_4s594J6V069437, 5712609]
[paragraph, [796.0, 774.0, 713.0, 36.0], shoonya_4s594J6V069437, 5712609]
[paragraph, [796.0, 810.0, 713.0, 36.0], shoonya_4s594J6V069437, 5712609]
[paragraph, [796.0, 846.0, 713.0, 36.0], shoonya_4s594J6V069437, 5712609]
[paragraph, [796.0, 882.0, 713.0, 36.0], shoonya_4s594J6V069437, 5712609]
[paragraph, [796.0, 918.0, 713.0, 36.0], shoonya_4s594J6V069437, 5712609]
[paragraph, [796.0, 954.0, 713.0, 36.0], shoonya_4s594J6V069437, 5712609]
[paragraph, [796.0, 990.0, 713.0, 36.0], shoonya_4s594J6V069437, 5712609]
[paragraph, [796.0, 1026.0, 713.0, 36.0], shoonya_4s594J6V069437, 5712609]
[author, [362.0, 854.0, 314.0, 36.0], shoonya_2sZ2UXD4VL7N32, 5712609]
[jumpline, [48.0, 927.0, 204.0, 36.0], 2_pNyUuboy, 5712609]
[paragraph, [62.0, 966.0, 726.0, 36.0], mIKlg4yAVj, 5712609]
[paragraph, [62.0, 1002.0, 726.0, 36.0], mIKlg4yAVj, 5712609]
[paragraph, [62.0, 1038.0, 726.0, 36.0], mIKlg4yAVj, 5712609]
[paragraph, [62.0, 1074.0, 726.0, 36.0], mIKlg4yAVj, 5712609]
[paragraph, [62.0, 1110.0, 726.0, 36.0], mIKlg4yAVj, 5712609]
[paragraph, [62.0, 1146.0, 726.0, 36.0], mIKlg4yAVj, 5712609]
[paragraph, [62.0, 1182.0, 726.0, 36.0], mIKlg4yAVj, 5712609]
[paragraph, [62.0, 1218.0, 726.0, 36.0], mIKlg4yAVj, 5712609]
[paragraph, [62.0, 1254.0, 726.0, 36.0], mIKlg4yAVj, 5712609]
[paragraph, [62.0, 1290.0, 726.0, 36.0], mIKlg4yAVj, 5712609]
[paragraph, [62.0, 1326.0, 726.0, 36.0], mIKlg4yAVj, 5712609]
[paragraph, [62.0, 1362.0, 726.0, 36.0], mIKlg4yAVj, 5712609]
[paragraph, [789.0, 1069.0, 568.0, 36.0], ePT8TShLNb, 5712609]
[paragraph, [789.0, 1105.0, 568.0, 36.0], ePT8TShLNb, 5712609]
[figure-caption, [800.0, 1163.0, 557.0, 36.0], YS7TiJkk37, 5712609]
[figure-caption, [800.0, 1199.0, 557.0, 36.0], YS7TiJkk37, 5712609]
[figure-caption, [800.0, 1235.0, 557.0, 36.0], YS7TiJkk37, 5712609]
[jumpline, [792.0, 1342.0, 187.0, 36.0], IlZLlmCdXB, 5712609]
[paragraph, [789.0, 1391.0, 736.0, 36.0], w9Bp2Bf4zD, 5712609]
[paragraph, [789.0, 1427.0, 736.0, 36.0], w9Bp2Bf4zD, 5712609]
[paragraph, [789.0, 1463.0, 736.0, 36.0], w9Bp2Bf4zD, 5712609]
[paragraph, [789.0, 1499.0, 736.0, 36.0], w9Bp2Bf4zD, 5712609]
[paragraph, [789.0, 1535.0, 736.0, 36.0], w9Bp2Bf4zD, 5712609]
[paragraph, [789.0, 1571.0, 736.0, 36.0], w9Bp2Bf4zD, 5712609]
[paragraph, [789.0, 1607.0, 736.0, 36.0], w9Bp2Bf4zD, 5712609]
[paragraph, [789.0, 1643.0, 736.0, 36.0], w9Bp2Bf4zD, 5712609]
[paragraph, [789.0, 1679.0, 736.0, 36.0], w9Bp2Bf4zD, 5712609]
[paragraph, [789.0, 1715.0, 736.0, 36.0], w9Bp2Bf4zD, 5712609]
[paragraph, [789.0, 1751.0, 736.0, 36.0], w9Bp2Bf4zD, 5712609]
[paragraph, [789.0, 1787.0, 736.0, 36.0], w9Bp2Bf4zD, 5712609]
[paragraph, [789.0, 1823.0, 736.0, 36.0], w9Bp2Bf4zD, 5712609]
[paragraph, [789.0, 1859.0, 736.0, 36.0], w9Bp2Bf4zD, 5712609]
[paragraph, [789.0, 1895.0, 736.0, 36.0], w9Bp2Bf4zD, 5712609]
[paragraph, [70.0, 1406.0, 715.0, 36.0], ydqDoU-L8r, 5712609]
[paragraph, [70.0, 1442.0, 715.0, 36.0], ydqDoU-L8r, 5712609]
[paragraph, [70.0, 1478.0, 715.0, 36.0], ydqDoU-L8r, 5712609]
[paragraph, [70.0, 1514.0, 715.0, 36.0], ydqDoU-L8r, 5712609]
[paragraph, [70.0, 1550.0, 715.0, 36.0], ydqDoU-L8r, 5712609]
[paragraph, [68.0, 1582.0, 716.0, 36.0], _W7esR54v1, 5712609]
[paragraph, [68.0, 1618.0, 716.0, 36.0], _W7esR54v1, 5712609]
[paragraph, [68.0, 1654.0, 716.0, 36.0], _W7esR54v1, 5712609]
[paragraph, [68.0, 1690.0, 716.0, 36.0], _W7esR54v1, 5712609]
[paragraph, [68.0, 1726.0, 716.0, 36.0], _W7esR54v1, 5712609]
[paragraph, [68.0, 1762.0, 716.0, 36.0], _W7esR54v1, 5712609]
[paragraph, [68.0, 1798.0, 716.0, 36.0], _W7esR54v1, 5712609]
[paragraph, [68.0, 1834.0, 716.0, 36.0], _W7esR54v1, 5712609]
[paragraph, [68.0, 1870.0, 716.0, 36.0], _W7esR54v1, 5712609]
[paragraph, [68.0, 1906.0, 716.0, 36.0], _W7esR54v1, 5712609]
[paragraph, [68.0, 1942.0, 716.0, 36.0], _W7esR54v1, 5712609]
[paragraph, [68.0, 1978.0, 716.0, 36.0], _W7esR54v1, 5712609]
[paragraph, [814.0, 1938.0, 683.0, 36.0], EmUNSk0poV, 5712609]
[author, [1337.0, 1983.0, 139.0, 36.0], shoonya_3s536S1LLQQO0Q, 5712609]
