[1684, 1191]
[section-title, [331.0, 101.0, 436.0, 49.5], EFXI97ZJJD, 6464317]
[sub-section-title, [381.0, 190.0, 337.0, 36.0], fEFSNJeRk9, 6464317]
[sub-section-title, [381.0, 226.0, 337.0, 36.0], fEFSNJeRk9, 6464317]
[sub-section-title, [381.0, 262.0, 337.0, 36.0], fEFSNJeRk9, 6464317]
[ordered-list, [86.0, 317.0, 922.0, 36.0], uMNDeyj7NO, 6464317]
[ordered-list, [86.0, 353.0, 922.0, 36.0], uMNDeyj7NO, 6464317]
[ordered-list, [86.0, 389.0, 922.0, 36.0], uMNDeyj7NO, 6464317]
[ordered-list, [86.0, 425.0, 922.0, 36.0], uMNDeyj7NO, 6464317]
[ordered-list, [86.0, 461.0, 922.0, 36.0], uMNDeyj7NO, 6464317]
[ordered-list, [86.0, 497.0, 922.0, 36.0], uMNDeyj7NO, 6464317]
[ordered-list, [86.0, 533.0, 922.0, 36.0], uMNDeyj7NO, 6464317]
[ordered-list, [86.0, 569.0, 922.0, 36.0], uMNDeyj7NO, 6464317]
[ordered-list, [86.0, 605.0, 922.0, 36.0], uMNDeyj7NO, 6464317]
[ordered-list, [86.0, 641.0, 922.0, 36.0], uMNDeyj7NO, 6464317]
[ordered-list, [86.0, 677.0, 922.0, 36.0], uMNDeyj7NO, 6464317]
[ordered-list, [86.0, 713.0, 922.0, 36.0], uMNDeyj7NO, 6464317]
[ordered-list, [86.0, 749.0, 922.0, 36.0], uMNDeyj7NO, 6464317]
[ordered-list, [86.0, 785.0, 922.0, 36.0], uMNDeyj7NO, 6464317]
[ordered-list, [86.0, 821.0, 922.0, 36.0], uMNDeyj7NO, 6464317]
[ordered-list, [86.0, 857.0, 922.0, 36.0], uMNDeyj7NO, 6464317]
[ordered-list, [86.0, 893.0, 922.0, 36.0], uMNDeyj7NO, 6464317]
[ordered-list, [86.0, 929.0, 922.0, 36.0], uMNDeyj7NO, 6464317]
[ordered-list, [86.0, 965.0, 922.0, 36.0], uMNDeyj7NO, 6464317]
[ordered-list, [86.0, 1001.0, 922.0, 36.0], uMNDeyj7NO, 6464317]
[ordered-list, [86.0, 1037.0, 922.0, 36.0], uMNDeyj7NO, 6464317]
[ordered-list, [86.0, 1073.0, 922.0, 36.0], uMNDeyj7NO, 6464317]
[ordered-list, [86.0, 1109.0, 922.0, 36.0], uMNDeyj7NO, 6464317]
[ordered-list, [86.0, 1145.0, 922.0, 36.0], uMNDeyj7NO, 6464317]
[ordered-list, [86.0, 1181.0, 922.0, 36.0], uMNDeyj7NO, 6464317]
[ordered-list, [86.0, 1217.0, 922.0, 36.0], uMNDeyj7NO, 6464317]
[ordered-list, [86.0, 1253.0, 922.0, 36.0], uMNDeyj7NO, 6464317]
[ordered-list, [86.0, 1289.0, 922.0, 36.0], uMNDeyj7NO, 6464317]
[ordered-list, [86.0, 1325.0, 922.0, 36.0], uMNDeyj7NO, 6464317]
[ordered-list, [86.0, 1361.0, 922.0, 36.0], uMNDeyj7NO, 6464317]
[ordered-list, [86.0, 1397.0, 922.0, 36.0], uMNDeyj7NO, 6464317]
[ordered-list, [86.0, 1433.0, 922.0, 36.0], uMNDeyj7NO, 6464317]
[ordered-list, [86.0, 1469.0, 922.0, 36.0], uMNDeyj7NO, 6464317]
[footnote, [95.0, 1509.0, 902.0, 36.0], Pa-OZHmN1_, 6464317]
[footnote, [95.0, 1545.0, 902.0, 36.0], Pa-OZHmN1_, 6464317]
