[1275, 750]
[folio, [235.0, 89.0, 281.0, 18.0], shoonya_4sQ9M37EBCQMDK, 5767668]
[folio, [235.0, 107.0, 281.0, 18.0], shoonya_4sQ9M37EBCQMDK, 5767668]
[paragraph, [57.0, 151.0, 624.0, 18.0], shoonya_3sGXJ9P13EC7FA, 5767668]
[paragraph, [57.0, 169.0, 624.0, 18.0], shoonya_3sGXJ9P13EC7FA, 5767668]
[paragraph, [57.0, 187.0, 624.0, 18.0], shoonya_3sGXJ9P13EC7FA, 5767668]
[paragraph, [57.0, 205.0, 624.0, 18.0], shoonya_3sGXJ9P13EC7FA, 5767668]
[paragraph, [57.0, 223.0, 624.0, 18.0], shoonya_3sGXJ9P13EC7FA, 5767668]
[sub-section-title, [269.0, 266.0, 221.0, 25.5], shoonya_0sDHHVCO1L1BU6, 5767668]
[sub-section-title, [269.0, 291.5, 221.0, 25.5], shoonya_0sDHHVCO1L1BU6, 5767668]
[paragraph, [60.0, 333.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 351.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 369.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 387.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 405.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 423.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 441.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 459.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 477.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 495.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 513.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 531.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 549.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 567.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 585.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 603.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 621.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 639.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 657.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 675.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 693.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 711.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 729.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 747.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 765.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 783.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 801.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 819.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 837.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 855.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 873.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 891.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 909.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 927.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 945.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 963.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 981.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 999.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 1017.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 1035.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 1053.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 1071.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 1089.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 1107.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 1125.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 1143.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
[paragraph, [60.0, 1161.0, 628.0, 18.0], shoonya_6sDYM3YBR4BXZE, 5767668]
