[1250, 865]
[chapter-title, [345.0, 48.0, 272.0, 30.0], shoonya_11sNV579HRIGW4, 5776667]
[paragraph, [163.0, 87.0, 637.0, 18.0], shoonya_6sLJB7SEPHSAFE, 5776667]
[paragraph, [163.0, 105.0, 637.0, 18.0], shoonya_6sLJB7SEPHSAFE, 5776667]
[paragraph, [163.0, 123.0, 637.0, 18.0], shoonya_6sLJB7SEPHSAFE, 5776667]
[paragraph, [163.0, 141.0, 637.0, 18.0], shoonya_6sLJB7SEPHSAFE, 5776667]
[paragraph, [165.0, 187.0, 635.0, 18.0], shoonya_0sOXYPLJ3N1E4A, 5776667]
[paragraph, [165.0, 205.0, 635.0, 18.0], shoonya_0sOXYPLJ3N1E4A, 5776667]
[paragraph, [165.0, 223.0, 635.0, 18.0], shoonya_0sOXYPLJ3N1E4A, 5776667]
[paragraph, [165.0, 241.0, 635.0, 18.0], shoonya_0sOXYPLJ3N1E4A, 5776667]
[paragraph, [165.0, 259.0, 635.0, 18.0], shoonya_0sOXYPLJ3N1E4A, 5776667]
[paragraph, [165.0, 277.0, 635.0, 18.0], shoonya_0sOXYPLJ3N1E4A, 5776667]
[paragraph, [165.0, 295.0, 635.0, 18.0], shoonya_0sOXYPLJ3N1E4A, 5776667]
[paragraph, [165.0, 313.0, 635.0, 18.0], shoonya_0sOXYPLJ3N1E4A, 5776667]
[paragraph, [165.0, 331.0, 635.0, 18.0], shoonya_0sOXYPLJ3N1E4A, 5776667]
[paragraph, [165.0, 349.0, 635.0, 18.0], shoonya_0sOXYPLJ3N1E4A, 5776667]
[paragraph, [165.0, 367.0, 635.0, 18.0], shoonya_0sOXYPLJ3N1E4A, 5776667]
[paragraph, [166.0, 393.0, 632.0, 18.0], shoonya_2s2W00EX6QUG6Z, 5776667]
[paragraph, [166.0, 411.0, 632.0, 18.0], shoonya_2s2W00EX6QUG6Z, 5776667]
[paragraph, [166.0, 429.0, 632.0, 18.0], shoonya_2s2W00EX6QUG6Z, 5776667]
[paragraph, [166.0, 447.0, 632.0, 18.0], shoonya_2s2W00EX6QUG6Z, 5776667]
[paragraph, [166.0, 465.0, 632.0, 18.0], shoonya_2s2W00EX6QUG6Z, 5776667]
[paragraph, [167.0, 494.0, 635.0, 18.0], shoonya_4sI20JT0EERJXW, 5776667]
[paragraph, [167.0, 512.0, 635.0, 18.0], shoonya_4sI20JT0EERJXW, 5776667]
[paragraph, [167.0, 530.0, 635.0, 18.0], shoonya_4sI20JT0EERJXW, 5776667]
[paragraph, [167.0, 548.0, 635.0, 18.0], shoonya_4sI20JT0EERJXW, 5776667]
[paragraph, [187.0, 571.0, 330.0, 18.0], shoonya_10s95X8RJB4CUA, 5776667]
[paragraph, [190.0, 595.0, 253.0, 18.0], shoonya_9sHV7KIT3P3D14, 5776667]
[paragraph, [167.0, 618.0, 632.0, 18.0], shoonya_8sFDWA611ZM98G, 5776667]
[paragraph, [167.0, 636.0, 632.0, 18.0], shoonya_8sFDWA611ZM98G, 5776667]
[paragraph, [167.0, 654.0, 632.0, 18.0], shoonya_8sFDWA611ZM98G, 5776667]
[paragraph, [167.0, 672.0, 632.0, 18.0], shoonya_8sFDWA611ZM98G, 5776667]
[paragraph, [166.0, 695.0, 636.0, 18.0], shoonya_5s6B3T0YL6X3LL, 5776667]
[paragraph, [166.0, 713.0, 636.0, 18.0], shoonya_5s6B3T0YL6X3LL, 5776667]
[paragraph, [166.0, 731.0, 636.0, 18.0], shoonya_5s6B3T0YL6X3LL, 5776667]
[paragraph, [166.0, 749.0, 636.0, 18.0], shoonya_5s6B3T0YL6X3LL, 5776667]
[paragraph, [165.0, 772.0, 636.0, 18.0], shoonya_3sGSG5TJ9GBJJP, 5776667]
[paragraph, [165.0, 790.0, 636.0, 18.0], shoonya_3sGSG5TJ9GBJJP, 5776667]
[paragraph, [165.0, 808.0, 636.0, 18.0], shoonya_3sGSG5TJ9GBJJP, 5776667]
[paragraph, [165.0, 826.0, 636.0, 18.0], shoonya_3sGSG5TJ9GBJJP, 5776667]
[paragraph, [165.0, 844.0, 636.0, 18.0], shoonya_3sGSG5TJ9GBJJP, 5776667]
[paragraph, [166.0, 871.0, 636.0, 18.0], shoonya_7sDFJ1LTR8U8IS, 5776667]
[paragraph, [166.0, 889.0, 636.0, 18.0], shoonya_7sDFJ1LTR8U8IS, 5776667]
[paragraph, [166.0, 924.0, 635.0, 18.0], shoonya_1s7B5JGUSQBW0U, 5776667]
[paragraph, [166.0, 942.0, 635.0, 18.0], shoonya_1s7B5JGUSQBW0U, 5776667]
[paragraph, [166.0, 960.0, 635.0, 18.0], shoonya_1s7B5JGUSQBW0U, 5776667]
[paragraph, [166.0, 978.0, 635.0, 18.0], shoonya_1s7B5JGUSQBW0U, 5776667]
[paragraph, [166.0, 996.0, 635.0, 18.0], shoonya_1s7B5JGUSQBW0U, 5776667]
[paragraph, [166.0, 1014.0, 635.0, 18.0], shoonya_1s7B5JGUSQBW0U, 5776667]
[paragraph, [166.0, 1032.0, 635.0, 18.0], shoonya_1s7B5JGUSQBW0U, 5776667]
[paragraph, [166.0, 1050.0, 635.0, 18.0], shoonya_1s7B5JGUSQBW0U, 5776667]
[paragraph, [166.0, 1068.0, 635.0, 18.0], shoonya_1s7B5JGUSQBW0U, 5776667]
