[2200, 1700]
[paragraph, [901.0, 199.0, 660.0, 36.0], bOjJNJpuEd, 5752225]
[paragraph, [901.0, 235.0, 660.0, 36.0], bOjJNJpuEd, 5752225]
[paragraph, [901.0, 271.0, 660.0, 36.0], bOjJNJpuEd, 5752225]
[paragraph, [901.0, 307.0, 660.0, 36.0], bOjJNJpuEd, 5752225]
[paragraph, [139.0, 204.0, 660.0, 36.0], shoonya_0sGQ0NOOQBFCEA, 5752225]
[paragraph, [139.0, 240.0, 660.0, 36.0], shoonya_0sGQ0NOOQBFCEA, 5752225]
[paragraph, [139.0, 276.0, 660.0, 36.0], shoonya_0sGQ0NOOQBFCEA, 5752225]
[paragraph, [139.0, 312.0, 660.0, 36.0], shoonya_0sGQ0NOOQBFCEA, 5752225]
[paragraph, [136.0, 376.0, 669.0, 36.0], AdDM4oapOQ, 5752225]
[paragraph, [136.0, 412.0, 669.0, 36.0], AdDM4oapOQ, 5752225]
[paragraph, [136.0, 448.0, 669.0, 36.0], AdDM4oapOQ, 5752225]
[paragraph, [136.0, 484.0, 669.0, 36.0], AdDM4oapOQ, 5752225]
[paragraph, [136.0, 520.0, 669.0, 36.0], AdDM4oapOQ, 5752225]
[paragraph, [136.0, 556.0, 669.0, 36.0], AdDM4oapOQ, 5752225]
[paragraph, [136.0, 592.0, 669.0, 36.0], AdDM4oapOQ, 5752225]
[paragraph, [136.0, 628.0, 669.0, 36.0], AdDM4oapOQ, 5752225]
[paragraph, [898.0, 376.0, 667.0, 36.0], 7h5V40MFmi, 5752225]
[paragraph, [898.0, 412.0, 667.0, 36.0], 7h5V40MFmi, 5752225]
[paragraph, [898.0, 448.0, 667.0, 36.0], 7h5V40MFmi, 5752225]
[paragraph, [898.0, 484.0, 667.0, 36.0], 7h5V40MFmi, 5752225]
[paragraph, [898.0, 520.0, 667.0, 36.0], 7h5V40MFmi, 5752225]
[paragraph, [898.0, 556.0, 667.0, 36.0], 7h5V40MFmi, 5752225]
[paragraph, [898.0, 592.0, 667.0, 36.0], 7h5V40MFmi, 5752225]
[paragraph, [892.0, 682.0, 673.0, 36.0], 3Kq4cvlCGz, 5752225]
[paragraph, [892.0, 718.0, 673.0, 36.0], 3Kq4cvlCGz, 5752225]
[paragraph, [892.0, 754.0, 673.0, 36.0], 3Kq4cvlCGz, 5752225]
[paragraph, [892.0, 790.0, 673.0, 36.0], 3Kq4cvlCGz, 5752225]
[paragraph, [892.0, 826.0, 673.0, 36.0], 3Kq4cvlCGz, 5752225]
[paragraph, [892.0, 862.0, 673.0, 36.0], 3Kq4cvlCGz, 5752225]
[paragraph, [892.0, 898.0, 673.0, 36.0], 3Kq4cvlCGz, 5752225]
[paragraph, [135.0, 729.0, 663.0, 36.0], s--Rjl0MiR, 5752225]
[paragraph, [135.0, 765.0, 663.0, 36.0], s--Rjl0MiR, 5752225]
[paragraph, [135.0, 801.0, 663.0, 36.0], s--Rjl0MiR, 5752225]
[paragraph, [135.0, 837.0, 663.0, 36.0], s--Rjl0MiR, 5752225]
[paragraph, [135.0, 873.0, 663.0, 36.0], s--Rjl0MiR, 5752225]
[paragraph, [135.0, 909.0, 663.0, 36.0], s--Rjl0MiR, 5752225]
[paragraph, [135.0, 945.0, 663.0, 36.0], s--Rjl0MiR, 5752225]
[paragraph, [135.0, 981.0, 663.0, 36.0], s--Rjl0MiR, 5752225]
[paragraph, [135.0, 1017.0, 663.0, 36.0], s--Rjl0MiR, 5752225]
[paragraph, [135.0, 1053.0, 663.0, 36.0], s--Rjl0MiR, 5752225]
[paragraph, [898.0, 986.0, 669.0, 36.0], GaM5emK6hX, 5752225]
[paragraph, [898.0, 1022.0, 669.0, 36.0], GaM5emK6hX, 5752225]
[paragraph, [898.0, 1058.0, 669.0, 36.0], GaM5emK6hX, 5752225]
[paragraph, [898.0, 1094.0, 669.0, 36.0], GaM5emK6hX, 5752225]
[paragraph, [136.0, 1124.0, 675.0, 36.0], SrYieMLBTe, 5752225]
[paragraph, [136.0, 1160.0, 675.0, 36.0], SrYieMLBTe, 5752225]
