[2339, 1653]
[paragraph, [323.0, 163.0, 1134.0, 36.0], shoonya_1s7FXJTJWAG8VG, 5733474]
[paragraph, [323.0, 199.0, 1134.0, 36.0], shoonya_1s7FXJTJWAG8VG, 5733474]
[paragraph, [323.0, 235.0, 1134.0, 36.0], shoonya_1s7FXJTJWAG8VG, 5733474]
[paragraph, [323.0, 271.0, 1134.0, 36.0], shoonya_1s7FXJTJWAG8VG, 5733474]
[paragraph, [323.0, 307.0, 1134.0, 36.0], shoonya_1s7FXJTJWAG8VG, 5733474]
[paragraph, [323.0, 343.0, 1134.0, 36.0], shoonya_1s7FXJTJWAG8VG, 5733474]
[paragraph, [323.0, 379.0, 1134.0, 36.0], shoonya_1s7FXJTJWAG8VG, 5733474]
[paragraph, [323.0, 415.0, 1134.0, 36.0], shoonya_1s7FXJTJWAG8VG, 5733474]
[paragraph, [323.0, 451.0, 1134.0, 36.0], shoonya_1s7FXJTJWAG8VG, 5733474]
[paragraph, [323.0, 487.0, 1134.0, 36.0], shoonya_1s7FXJTJWAG8VG, 5733474]
[paragraph, [323.0, 523.0, 1134.0, 36.0], shoonya_1s7FXJTJWAG8VG, 5733474]
[paragraph, [323.0, 559.0, 1134.0, 36.0], shoonya_1s7FXJTJWAG8VG, 5733474]
[paragraph, [323.0, 595.0, 1134.0, 36.0], shoonya_1s7FXJTJWAG8VG, 5733474]
[paragraph, [323.0, 660.0, 1140.0, 36.0], shoonya_2sAQ4H6Q7R93R7, 5733474]
[paragraph, [323.0, 696.0, 1140.0, 36.0], shoonya_2sAQ4H6Q7R93R7, 5733474]
[paragraph, [323.0, 732.0, 1140.0, 36.0], shoonya_2sAQ4H6Q7R93R7, 5733474]
[paragraph, [323.0, 768.0, 1140.0, 36.0], shoonya_2sAQ4H6Q7R93R7, 5733474]
[paragraph, [323.0, 804.0, 1140.0, 36.0], shoonya_2sAQ4H6Q7R93R7, 5733474]
[paragraph, [323.0, 840.0, 1140.0, 36.0], shoonya_2sAQ4H6Q7R93R7, 5733474]
[paragraph, [323.0, 876.0, 1140.0, 36.0], shoonya_2sAQ4H6Q7R93R7, 5733474]
[paragraph, [323.0, 912.0, 1140.0, 36.0], shoonya_2sAQ4H6Q7R93R7, 5733474]
[paragraph, [323.0, 948.0, 1140.0, 36.0], shoonya_2sAQ4H6Q7R93R7, 5733474]
[paragraph, [324.0, 1100.0, 1138.0, 36.0], shoonya_0s9AU17HIUYJ05, 5733474]
[paragraph, [324.0, 1136.0, 1138.0, 36.0], shoonya_0s9AU17HIUYJ05, 5733474]
[paragraph, [324.0, 1172.0, 1138.0, 36.0], shoonya_0s9AU17HIUYJ05, 5733474]
[paragraph, [324.0, 1208.0, 1138.0, 36.0], shoonya_0s9AU17HIUYJ05, 5733474]
[paragraph, [324.0, 1244.0, 1138.0, 36.0], shoonya_0s9AU17HIUYJ05, 5733474]
[paragraph, [324.0, 1280.0, 1138.0, 36.0], shoonya_0s9AU17HIUYJ05, 5733474]
[paragraph, [324.0, 1316.0, 1138.0, 36.0], shoonya_0s9AU17HIUYJ05, 5733474]
[paragraph, [324.0, 1352.0, 1138.0, 36.0], shoonya_0s9AU17HIUYJ05, 5733474]
[paragraph, [324.0, 1388.0, 1138.0, 36.0], shoonya_0s9AU17HIUYJ05, 5733474]
[paragraph, [324.0, 1424.0, 1138.0, 36.0], shoonya_0s9AU17HIUYJ05, 5733474]
[paragraph, [324.0, 1460.0, 1138.0, 36.0], shoonya_0s9AU17HIUYJ05, 5733474]
[paragraph, [324.0, 1496.0, 1138.0, 36.0], shoonya_0s9AU17HIUYJ05, 5733474]
[paragraph, [324.0, 1532.0, 1138.0, 36.0], shoonya_0s9AU17HIUYJ05, 5733474]
[paragraph, [324.0, 1568.0, 1138.0, 36.0], shoonya_0s9AU17HIUYJ05, 5733474]
[paragraph, [324.0, 1604.0, 1138.0, 36.0], shoonya_0s9AU17HIUYJ05, 5733474]
[paragraph, [324.0, 1640.0, 1138.0, 36.0], shoonya_0s9AU17HIUYJ05, 5733474]
[paragraph, [324.0, 1676.0, 1138.0, 36.0], shoonya_0s9AU17HIUYJ05, 5733474]
[paragraph, [324.0, 1712.0, 1138.0, 36.0], shoonya_0s9AU17HIUYJ05, 5733474]
[paragraph, [324.0, 1748.0, 1138.0, 36.0], shoonya_0s9AU17HIUYJ05, 5733474]
[paragraph, [324.0, 1784.0, 1138.0, 36.0], shoonya_0s9AU17HIUYJ05, 5733474]
[paragraph, [324.0, 1820.0, 1138.0, 36.0], shoonya_0s9AU17HIUYJ05, 5733474]
[paragraph, [324.0, 1856.0, 1138.0, 36.0], shoonya_0s9AU17HIUYJ05, 5733474]
[paragraph, [324.0, 1892.0, 1138.0, 36.0], shoonya_0s9AU17HIUYJ05, 5733474]
[paragraph, [324.0, 1928.0, 1138.0, 36.0], shoonya_0s9AU17HIUYJ05, 5733474]
[paragraph, [324.0, 1964.0, 1138.0, 36.0], shoonya_0s9AU17HIUYJ05, 5733474]
[paragraph, [324.0, 2000.0, 1138.0, 36.0], shoonya_0s9AU17HIUYJ05, 5733474]
[paragraph, [333.0, 2045.0, 1130.0, 36.0], shoonya_3sBSAD2YD2JL0N, 5733474]
[paragraph, [333.0, 2081.0, 1130.0, 36.0], shoonya_3sBSAD2YD2JL0N, 5733474]
[paragraph, [333.0, 2117.0, 1130.0, 36.0], shoonya_3sBSAD2YD2JL0N, 5733474]
[folio, [822.0, 2162.0, 570.0, 36.0], shoonya_5s3V06KAD3846X, 5733474]
