[792, 612]
[section-title, [276.0, 106.0, 71.0, 30.0], O37cPYziIz, 5651860]
[paragraph, [43.0, 154.0, 527.0, 18.0], shoonya_3sNJV9HIRMFUSP, 5651860]
[paragraph, [43.0, 172.0, 527.0, 18.0], shoonya_3sNJV9HIRMFUSP, 5651860]
[paragraph, [43.0, 190.0, 527.0, 18.0], shoonya_3sNJV9HIRMFUSP, 5651860]
[paragraph, [48.0, 217.0, 500.0, 18.0], shoonya_6s6M32T1BUT65X, 5651860]
[paragraph, [48.0, 235.0, 500.0, 18.0], shoonya_6s6M32T1BUT65X, 5651860]
[paragraph, [48.0, 253.0, 500.0, 18.0], shoonya_6s6M32T1BUT65X, 5651860]
[paragraph, [48.0, 271.0, 500.0, 18.0], shoonya_6s6M32T1BUT65X, 5651860]
[paragraph, [58.0, 296.0, 494.0, 18.0], shoonya_0sFUL4GLJW5OOM, 5651860]
[paragraph, [58.0, 314.0, 494.0, 18.0], shoonya_0sFUL4GLJW5OOM, 5651860]
[paragraph, [58.0, 332.0, 494.0, 18.0], shoonya_0sFUL4GLJW5OOM, 5651860]
[paragraph, [58.0, 350.0, 494.0, 18.0], shoonya_0sFUL4GLJW5OOM, 5651860]
[paragraph, [58.0, 368.0, 494.0, 18.0], shoonya_0sFUL4GLJW5OOM, 5651860]
[paragraph, [58.0, 386.0, 494.0, 18.0], shoonya_0sFUL4GLJW5OOM, 5651860]
[paragraph, [58.0, 404.0, 494.0, 18.0], shoonya_0sFUL4GLJW5OOM, 5651860]
[paragraph, [58.0, 422.0, 494.0, 18.0], shoonya_0sFUL4GLJW5OOM, 5651860]
[paragraph, [58.0, 440.0, 494.0, 18.0], shoonya_0sFUL4GLJW5OOM, 5651860]
[paragraph, [58.0, 458.0, 494.0, 18.0], shoonya_0sFUL4GLJW5OOM, 5651860]
[paragraph, [58.0, 476.0, 494.0, 18.0], shoonya_0sFUL4GLJW5OOM, 5651860]
[paragraph, [58.0, 494.0, 494.0, 18.0], shoonya_0sFUL4GLJW5OOM, 5651860]
[paragraph, [58.0, 512.0, 494.0, 18.0], shoonya_0sFUL4GLJW5OOM, 5651860]
[paragraph, [58.0, 530.0, 494.0, 18.0], shoonya_0sFUL4GLJW5OOM, 5651860]
[paragraph, [58.0, 548.0, 494.0, 18.0], shoonya_0sFUL4GLJW5OOM, 5651860]
[paragraph, [97.0, 569.0, 205.0, 18.0], shoonya_4sCVX738IWX87A, 5651860]
[paragraph, [101.0, 589.0, 199.0, 18.0], shoonya_7sUOFDSHV6SOBX, 5651860]
[paragraph, [87.0, 609.0, 280.0, 18.0], shoonya_5sSVXHFO33ZX55, 5651860]
[paragraph, [57.0, 628.0, 501.0, 18.0], shoonya_2sH5MKVEY4C6KS, 5651860]
[paragraph, [57.0, 646.0, 501.0, 18.0], shoonya_2sH5MKVEY4C6KS, 5651860]
[paragraph, [57.0, 664.0, 501.0, 18.0], shoonya_2sH5MKVEY4C6KS, 5651860]
[paragraph, [57.0, 682.0, 501.0, 18.0], shoonya_2sH5MKVEY4C6KS, 5651860]
[paragraph, [57.0, 700.0, 501.0, 18.0], shoonya_2sH5MKVEY4C6KS, 5651860]
