[1305, 955]
[chapter-title, [281.0, 73.0, 248.0, 30.0], shoonya_6s3M9DFLPNNKKK, 5775882]
[paragraph, [90.0, 111.0, 635.0, 18.0], shoonya_3sBZ8O1ZDMK2LB, 5775882]
[paragraph, [90.0, 129.0, 635.0, 18.0], shoonya_3sBZ8O1ZDMK2LB, 5775882]
[paragraph, [90.0, 147.0, 635.0, 18.0], shoonya_3sBZ8O1ZDMK2LB, 5775882]
[paragraph, [90.0, 165.0, 635.0, 18.0], shoonya_3sBZ8O1ZDMK2LB, 5775882]
[paragraph, [90.0, 183.0, 635.0, 18.0], shoonya_3sBZ8O1ZDMK2LB, 5775882]
[paragraph, [90.0, 201.0, 635.0, 18.0], shoonya_3sBZ8O1ZDMK2LB, 5775882]
[paragraph, [90.0, 219.0, 635.0, 18.0], shoonya_3sBZ8O1ZDMK2LB, 5775882]
[paragraph, [90.0, 237.0, 635.0, 18.0], shoonya_3sBZ8O1ZDMK2LB, 5775882]
[paragraph, [93.0, 289.0, 634.0, 18.0], shoonya_0s1O0JHXPQY3TU, 5775882]
[paragraph, [93.0, 307.0, 634.0, 18.0], shoonya_0s1O0JHXPQY3TU, 5775882]
[paragraph, [93.0, 325.0, 634.0, 18.0], shoonya_0s1O0JHXPQY3TU, 5775882]
[paragraph, [93.0, 343.0, 634.0, 18.0], shoonya_0s1O0JHXPQY3TU, 5775882]
[paragraph, [93.0, 361.0, 634.0, 18.0], shoonya_0s1O0JHXPQY3TU, 5775882]
[paragraph, [93.0, 379.0, 634.0, 18.0], shoonya_0s1O0JHXPQY3TU, 5775882]
[paragraph, [93.0, 397.0, 634.0, 18.0], shoonya_0s1O0JHXPQY3TU, 5775882]
[paragraph, [93.0, 415.0, 634.0, 18.0], shoonya_0s1O0JHXPQY3TU, 5775882]
[paragraph, [93.0, 433.0, 634.0, 18.0], shoonya_0s1O0JHXPQY3TU, 5775882]
[paragraph, [96.0, 469.0, 631.0, 18.0], shoonya_4sR4LP6HDBTJ3M, 5775882]
[paragraph, [96.0, 487.0, 631.0, 18.0], shoonya_4sR4LP6HDBTJ3M, 5775882]
[paragraph, [96.0, 505.0, 631.0, 18.0], shoonya_4sR4LP6HDBTJ3M, 5775882]
[paragraph, [96.0, 523.0, 631.0, 18.0], shoonya_4sR4LP6HDBTJ3M, 5775882]
[paragraph, [96.0, 541.0, 631.0, 18.0], shoonya_4sR4LP6HDBTJ3M, 5775882]
[paragraph, [96.0, 567.0, 635.0, 18.0], shoonya_1s8BO7JR6ODAYG, 5775882]
[paragraph, [96.0, 585.0, 635.0, 18.0], shoonya_1s8BO7JR6ODAYG, 5775882]
[paragraph, [96.0, 603.0, 635.0, 18.0], shoonya_1s8BO7JR6ODAYG, 5775882]
[paragraph, [96.0, 621.0, 635.0, 18.0], shoonya_1s8BO7JR6ODAYG, 5775882]
[paragraph, [96.0, 639.0, 635.0, 18.0], shoonya_1s8BO7JR6ODAYG, 5775882]
[paragraph, [96.0, 657.0, 635.0, 18.0], shoonya_1s8BO7JR6ODAYG, 5775882]
[paragraph, [96.0, 675.0, 635.0, 18.0], shoonya_1s8BO7JR6ODAYG, 5775882]
[paragraph, [96.0, 693.0, 635.0, 18.0], shoonya_1s8BO7JR6ODAYG, 5775882]
[paragraph, [96.0, 711.0, 635.0, 18.0], shoonya_1s8BO7JR6ODAYG, 5775882]
[paragraph, [96.0, 729.0, 635.0, 18.0], shoonya_1s8BO7JR6ODAYG, 5775882]
[paragraph, [96.0, 747.0, 635.0, 18.0], shoonya_1s8BO7JR6ODAYG, 5775882]
[paragraph, [96.0, 765.0, 635.0, 18.0], shoonya_1s8BO7JR6ODAYG, 5775882]
[paragraph, [96.0, 783.0, 635.0, 18.0], shoonya_1s8BO7JR6ODAYG, 5775882]
[paragraph, [96.0, 801.0, 635.0, 18.0], shoonya_1s8BO7JR6ODAYG, 5775882]
[paragraph, [96.0, 819.0, 635.0, 18.0], shoonya_1s8BO7JR6ODAYG, 5775882]
[paragraph, [96.0, 837.0, 635.0, 18.0], shoonya_1s8BO7JR6ODAYG, 5775882]
[paragraph, [100.0, 869.0, 631.0, 18.0], shoonya_2s4DD2VTOVPW1V, 5775882]
[paragraph, [100.0, 887.0, 631.0, 18.0], shoonya_2s4DD2VTOVPW1V, 5775882]
[paragraph, [100.0, 905.0, 631.0, 18.0], shoonya_2s4DD2VTOVPW1V, 5775882]
[paragraph, [100.0, 923.0, 631.0, 18.0], shoonya_2s4DD2VTOVPW1V, 5775882]
[paragraph, [100.0, 941.0, 631.0, 18.0], shoonya_2s4DD2VTOVPW1V, 5775882]
[paragraph, [100.0, 959.0, 631.0, 18.0], shoonya_2s4DD2VTOVPW1V, 5775882]
[paragraph, [100.0, 977.0, 631.0, 18.0], shoonya_2s4DD2VTOVPW1V, 5775882]
[paragraph, [100.0, 995.0, 631.0, 18.0], shoonya_2s4DD2VTOVPW1V, 5775882]
[paragraph, [100.0, 1013.0, 631.0, 18.0], shoonya_2s4DD2VTOVPW1V, 5775882]
[paragraph, [100.0, 1045.0, 636.0, 18.0], shoonya_5sLGPMNRCGYULA, 5775882]
[paragraph, [100.0, 1063.0, 636.0, 18.0], shoonya_5sLGPMNRCGYULA, 5775882]
[paragraph, [100.0, 1081.0, 636.0, 18.0], shoonya_5sLGPMNRCGYULA, 5775882]
[paragraph, [100.0, 1099.0, 636.0, 18.0], shoonya_5sLGPMNRCGYULA, 5775882]
