[1634, 1040]
[chapter-title, [375.0, 209.0, 280.0, 58.5], shoonya_3sIPVO6BKOF46Z, 5731546]
[paragraph, [88.0, 348.0, 859.0, 36.0], shoonya_2s40U84T7801U8, 5731546]
[paragraph, [88.0, 384.0, 859.0, 36.0], shoonya_2s40U84T7801U8, 5731546]
[paragraph, [88.0, 420.0, 859.0, 36.0], shoonya_2s40U84T7801U8, 5731546]
[paragraph, [88.0, 456.0, 859.0, 36.0], shoonya_2s40U84T7801U8, 5731546]
[paragraph, [88.0, 492.0, 859.0, 36.0], shoonya_2s40U84T7801U8, 5731546]
[paragraph, [88.0, 528.0, 859.0, 36.0], shoonya_2s40U84T7801U8, 5731546]
[paragraph, [88.0, 564.0, 859.0, 36.0], shoonya_2s40U84T7801U8, 5731546]
[paragraph, [91.0, 608.0, 855.0, 36.0], shoonya_1s4W94743O03RY, 5731546]
[paragraph, [91.0, 644.0, 855.0, 36.0], shoonya_1s4W94743O03RY, 5731546]
[paragraph, [91.0, 680.0, 855.0, 36.0], shoonya_1s4W94743O03RY, 5731546]
[paragraph, [91.0, 716.0, 855.0, 36.0], shoonya_1s4W94743O03RY, 5731546]
[paragraph, [91.0, 752.0, 855.0, 36.0], shoonya_1s4W94743O03RY, 5731546]
[paragraph, [91.0, 788.0, 855.0, 36.0], shoonya_1s4W94743O03RY, 5731546]
[paragraph, [91.0, 824.0, 855.0, 36.0], shoonya_1s4W94743O03RY, 5731546]
[paragraph, [91.0, 860.0, 855.0, 36.0], shoonya_1s4W94743O03RY, 5731546]
[paragraph, [91.0, 896.0, 855.0, 36.0], shoonya_1s4W94743O03RY, 5731546]
[paragraph, [91.0, 932.0, 855.0, 36.0], shoonya_1s4W94743O03RY, 5731546]
[paragraph, [94.0, 1017.0, 856.0, 36.0], shoonya_0s2WHJQ5W6IOJL, 5731546]
[paragraph, [94.0, 1053.0, 856.0, 36.0], shoonya_0s2WHJQ5W6IOJL, 5731546]
[paragraph, [94.0, 1089.0, 856.0, 36.0], shoonya_0s2WHJQ5W6IOJL, 5731546]
[paragraph, [94.0, 1125.0, 856.0, 36.0], shoonya_0s2WHJQ5W6IOJL, 5731546]
[paragraph, [94.0, 1161.0, 856.0, 36.0], shoonya_0s2WHJQ5W6IOJL, 5731546]
[paragraph, [94.0, 1197.0, 856.0, 36.0], shoonya_0s2WHJQ5W6IOJL, 5731546]
[paragraph, [94.0, 1233.0, 856.0, 36.0], shoonya_0s2WHJQ5W6IOJL, 5731546]
[paragraph, [94.0, 1269.0, 856.0, 36.0], shoonya_0s2WHJQ5W6IOJL, 5731546]
[paragraph, [94.0, 1305.0, 856.0, 36.0], shoonya_0s2WHJQ5W6IOJL, 5731546]
[paragraph, [94.0, 1341.0, 856.0, 36.0], shoonya_0s2WHJQ5W6IOJL, 5731546]
[paragraph, [94.0, 1377.0, 856.0, 36.0], shoonya_0s2WHJQ5W6IOJL, 5731546]
[paragraph, [94.0, 1413.0, 856.0, 36.0], shoonya_0s2WHJQ5W6IOJL, 5731546]
[paragraph, [94.0, 1449.0, 856.0, 36.0], shoonya_0s2WHJQ5W6IOJL, 5731546]
[paragraph, [94.0, 1485.0, 856.0, 36.0], shoonya_0s2WHJQ5W6IOJL, 5731546]
