[1625, 1211]
[author, [665.0, 106.0, 470.0, 36.0], shoonya_6sBTDDQSCLMJQG, 5742321]
[paragraph, [67.0, 202.0, 350.0, 36.0], shoonya_1sJMT05B75YV06, 5742321]
[paragraph, [67.0, 238.0, 350.0, 36.0], shoonya_1sJMT05B75YV06, 5742321]
[paragraph, [67.0, 274.0, 350.0, 36.0], shoonya_1sJMT05B75YV06, 5742321]
[paragraph, [67.0, 310.0, 350.0, 36.0], shoonya_1sJMT05B75YV06, 5742321]
[paragraph, [67.0, 346.0, 350.0, 36.0], shoonya_1sJMT05B75YV06, 5742321]
[paragraph, [67.0, 382.0, 350.0, 36.0], shoonya_1sJMT05B75YV06, 5742321]
[paragraph, [67.0, 418.0, 350.0, 36.0], shoonya_1sJMT05B75YV06, 5742321]
[paragraph, [67.0, 454.0, 350.0, 36.0], shoonya_1sJMT05B75YV06, 5742321]
[paragraph, [67.0, 490.0, 350.0, 36.0], shoonya_1sJMT05B75YV06, 5742321]
[paragraph, [67.0, 526.0, 350.0, 36.0], shoonya_1sJMT05B75YV06, 5742321]
[paragraph, [67.0, 562.0, 350.0, 36.0], shoonya_1sJMT05B75YV06, 5742321]
[paragraph, [67.0, 598.0, 350.0, 36.0], shoonya_1sJMT05B75YV06, 5742321]
[paragraph, [67.0, 634.0, 350.0, 36.0], shoonya_1sJMT05B75YV06, 5742321]
[paragraph, [67.0, 670.0, 350.0, 36.0], shoonya_1sJMT05B75YV06, 5742321]
[paragraph, [67.0, 706.0, 350.0, 36.0], shoonya_1sJMT05B75YV06, 5742321]
[paragraph, [428.0, 207.0, 342.0, 36.0], 3-Sx0KBocA, 5742321]
[paragraph, [428.0, 243.0, 342.0, 36.0], 3-Sx0KBocA, 5742321]
[paragraph, [428.0, 279.0, 342.0, 36.0], 3-Sx0KBocA, 5742321]
[paragraph, [428.0, 315.0, 342.0, 36.0], 3-Sx0KBocA, 5742321]
[paragraph, [428.0, 351.0, 342.0, 36.0], 3-Sx0KBocA, 5742321]
[paragraph, [428.0, 387.0, 342.0, 36.0], 3-Sx0KBocA, 5742321]
[paragraph, [428.0, 423.0, 342.0, 36.0], 3-Sx0KBocA, 5742321]
[paragraph, [428.0, 459.0, 342.0, 36.0], 3-Sx0KBocA, 5742321]
[paragraph, [428.0, 495.0, 342.0, 36.0], 3-Sx0KBocA, 5742321]
[paragraph, [428.0, 531.0, 342.0, 36.0], 3-Sx0KBocA, 5742321]
[paragraph, [428.0, 567.0, 342.0, 36.0], 3-Sx0KBocA, 5742321]
[paragraph, [428.0, 603.0, 342.0, 36.0], 3-Sx0KBocA, 5742321]
[paragraph, [428.0, 639.0, 342.0, 36.0], 3-Sx0KBocA, 5742321]
[paragraph, [428.0, 675.0, 342.0, 36.0], 3-Sx0KBocA, 5742321]
[paragraph, [428.0, 711.0, 342.0, 36.0], 3-Sx0KBocA, 5742321]
[paragraph, [428.0, 747.0, 342.0, 36.0], 3-Sx0KBocA, 5742321]
[paragraph, [797.0, 208.0, 340.0, 36.0], shoonya_0s4YBULNDQG0YM, 5742321]
[paragraph, [797.0, 244.0, 340.0, 36.0], shoonya_0s4YBULNDQG0YM, 5742321]
[paragraph, [797.0, 280.0, 340.0, 36.0], shoonya_0s4YBULNDQG0YM, 5742321]
[paragraph, [797.0, 316.0, 340.0, 36.0], shoonya_0s4YBULNDQG0YM, 5742321]
[paragraph, [797.0, 352.0, 340.0, 36.0], shoonya_0s4YBULNDQG0YM, 5742321]
[paragraph, [797.0, 388.0, 340.0, 36.0], shoonya_0s4YBULNDQG0YM, 5742321]
[paragraph, [797.0, 424.0, 340.0, 36.0], shoonya_0s4YBULNDQG0YM, 5742321]
[paragraph, [797.0, 460.0, 340.0, 36.0], shoonya_0s4YBULNDQG0YM, 5742321]
[paragraph, [797.0, 496.0, 340.0, 36.0], shoonya_0s4YBULNDQG0YM, 5742321]
[paragraph, [797.0, 532.0, 340.0, 36.0], shoonya_0s4YBULNDQG0YM, 5742321]
[paragraph, [797.0, 568.0, 340.0, 36.0], shoonya_0s4YBULNDQG0YM, 5742321]
[paragraph, [797.0, 604.0, 340.0, 36.0], shoonya_0s4YBULNDQG0YM, 5742321]
[paragraph, [797.0, 640.0, 340.0, 36.0], shoonya_0s4YBULNDQG0YM, 5742321]
[paragraph, [797.0, 676.0, 340.0, 36.0], shoonya_0s4YBULNDQG0YM, 5742321]
[paragraph, [801.0, 751.0, 336.0, 36.0], YNy8rI7_bm, 5742321]
[paragraph, [801.0, 787.0, 336.0, 36.0], YNy8rI7_bm, 5742321]
[paragraph, [74.0, 782.0, 341.0, 36.0], EXIXL6iqN3, 5742321]
[paragraph, [74.0, 818.0, 341.0, 36.0], EXIXL6iqN3, 5742321]
[paragraph, [434.0, 810.0, 337.0, 36.0], cbEzujvpGU, 5742321]
[folio, [430.0, 1464.0, 101.0, 36.0], YvEJ9l5Jtn, 5742321]
