[2200, 1700]
[paragraph, [374.0, 113.0, 1131.0, 36.0], shoonya_2s8VE7GPBI8C3V, 5734338]
[paragraph, [374.0, 149.0, 1131.0, 36.0], shoonya_2s8VE7GPBI8C3V, 5734338]
[paragraph, [374.0, 185.0, 1131.0, 36.0], shoonya_2s8VE7GPBI8C3V, 5734338]
[paragraph, [374.0, 221.0, 1131.0, 36.0], shoonya_2s8VE7GPBI8C3V, 5734338]
[paragraph, [374.0, 257.0, 1131.0, 36.0], shoonya_2s8VE7GPBI8C3V, 5734338]
[paragraph, [374.0, 293.0, 1131.0, 36.0], shoonya_2s8VE7GPBI8C3V, 5734338]
[paragraph, [374.0, 329.0, 1131.0, 36.0], shoonya_2s8VE7GPBI8C3V, 5734338]
[paragraph, [374.0, 365.0, 1131.0, 36.0], shoonya_2s8VE7GPBI8C3V, 5734338]
[paragraph, [374.0, 401.0, 1131.0, 36.0], shoonya_2s8VE7GPBI8C3V, 5734338]
[paragraph, [374.0, 437.0, 1131.0, 36.0], shoonya_2s8VE7GPBI8C3V, 5734338]
[paragraph, [370.0, 530.0, 1133.0, 36.0], shoonya_1s1XIAAC7W3H7E, 5734338]
[paragraph, [370.0, 566.0, 1133.0, 36.0], shoonya_1s1XIAAC7W3H7E, 5734338]
[paragraph, [370.0, 602.0, 1133.0, 36.0], shoonya_1s1XIAAC7W3H7E, 5734338]
[paragraph, [370.0, 638.0, 1133.0, 36.0], shoonya_1s1XIAAC7W3H7E, 5734338]
[paragraph, [370.0, 674.0, 1133.0, 36.0], shoonya_1s1XIAAC7W3H7E, 5734338]
[paragraph, [370.0, 710.0, 1133.0, 36.0], shoonya_1s1XIAAC7W3H7E, 5734338]
[paragraph, [370.0, 746.0, 1133.0, 36.0], shoonya_1s1XIAAC7W3H7E, 5734338]
[paragraph, [370.0, 782.0, 1133.0, 36.0], shoonya_1s1XIAAC7W3H7E, 5734338]
[paragraph, [370.0, 818.0, 1133.0, 36.0], shoonya_1s1XIAAC7W3H7E, 5734338]
[paragraph, [370.0, 854.0, 1133.0, 36.0], shoonya_1s1XIAAC7W3H7E, 5734338]
[paragraph, [370.0, 890.0, 1133.0, 36.0], shoonya_1s1XIAAC7W3H7E, 5734338]
[paragraph, [370.0, 926.0, 1133.0, 36.0], shoonya_1s1XIAAC7W3H7E, 5734338]
[paragraph, [370.0, 962.0, 1133.0, 36.0], shoonya_1s1XIAAC7W3H7E, 5734338]
[paragraph, [370.0, 998.0, 1133.0, 36.0], shoonya_1s1XIAAC7W3H7E, 5734338]
[paragraph, [370.0, 1034.0, 1133.0, 36.0], shoonya_1s1XIAAC7W3H7E, 5734338]
[paragraph, [370.0, 1070.0, 1133.0, 36.0], shoonya_1s1XIAAC7W3H7E, 5734338]
[paragraph, [370.0, 1106.0, 1133.0, 36.0], shoonya_1s1XIAAC7W3H7E, 5734338]
[paragraph, [370.0, 1142.0, 1133.0, 36.0], shoonya_1s1XIAAC7W3H7E, 5734338]
[paragraph, [370.0, 1178.0, 1133.0, 36.0], shoonya_1s1XIAAC7W3H7E, 5734338]
[paragraph, [370.0, 1214.0, 1133.0, 36.0], shoonya_1s1XIAAC7W3H7E, 5734338]
[paragraph, [370.0, 1250.0, 1133.0, 36.0], shoonya_1s1XIAAC7W3H7E, 5734338]
[paragraph, [370.0, 1286.0, 1133.0, 36.0], shoonya_1s1XIAAC7W3H7E, 5734338]
[paragraph, [370.0, 1322.0, 1133.0, 36.0], shoonya_1s1XIAAC7W3H7E, 5734338]
[paragraph, [370.0, 1358.0, 1133.0, 36.0], shoonya_1s1XIAAC7W3H7E, 5734338]
[paragraph, [370.0, 1394.0, 1133.0, 36.0], shoonya_1s1XIAAC7W3H7E, 5734338]
[paragraph, [370.0, 1430.0, 1133.0, 36.0], shoonya_1s1XIAAC7W3H7E, 5734338]
[paragraph, [370.0, 1466.0, 1133.0, 36.0], shoonya_1s1XIAAC7W3H7E, 5734338]
[paragraph, [370.0, 1502.0, 1133.0, 36.0], shoonya_1s1XIAAC7W3H7E, 5734338]
[paragraph, [370.0, 1538.0, 1133.0, 36.0], shoonya_1s1XIAAC7W3H7E, 5734338]
[paragraph, [375.0, 1602.0, 1131.0, 36.0], shoonya_0s1W0NKYYO6SS0, 5734338]
[paragraph, [375.0, 1638.0, 1131.0, 36.0], shoonya_0s1W0NKYYO6SS0, 5734338]
[paragraph, [375.0, 1674.0, 1131.0, 36.0], shoonya_0s1W0NKYYO6SS0, 5734338]
[paragraph, [375.0, 1710.0, 1131.0, 36.0], shoonya_0s1W0NKYYO6SS0, 5734338]
[paragraph, [375.0, 1746.0, 1131.0, 36.0], shoonya_0s1W0NKYYO6SS0, 5734338]
[paragraph, [375.0, 1782.0, 1131.0, 36.0], shoonya_0s1W0NKYYO6SS0, 5734338]
[paragraph, [375.0, 1818.0, 1131.0, 36.0], shoonya_0s1W0NKYYO6SS0, 5734338]
[paragraph, [375.0, 1854.0, 1131.0, 36.0], shoonya_0s1W0NKYYO6SS0, 5734338]
[paragraph, [375.0, 1890.0, 1131.0, 36.0], shoonya_0s1W0NKYYO6SS0, 5734338]
[paragraph, [375.0, 1926.0, 1131.0, 36.0], shoonya_0s1W0NKYYO6SS0, 5734338]
[paragraph, [375.0, 1962.0, 1131.0, 36.0], shoonya_0s1W0NKYYO6SS0, 5734338]
[paragraph, [375.0, 1998.0, 1131.0, 36.0], shoonya_0s1W0NKYYO6SS0, 5734338]
