[2339, 1653]
[paragraph, [231.0, 198.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 234.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 270.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 306.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 342.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 378.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 414.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 450.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 486.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 522.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 558.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 594.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 630.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 666.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 702.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 738.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 774.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 810.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 846.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 882.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 918.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 954.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 990.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 1026.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 1062.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 1098.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 1134.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 1170.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 1206.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 1242.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 1278.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 1314.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 1350.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 1386.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 1422.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 1458.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 1494.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 1530.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [231.0, 1566.0, 1180.0, 36.0], shoonya_0s65EUN19JUVSK, 5686584]
[paragraph, [233.0, 1643.0, 1181.0, 36.0], OZO_AhJYGz, 5686584]
[paragraph, [233.0, 1679.0, 1181.0, 36.0], OZO_AhJYGz, 5686584]
[paragraph, [233.0, 1715.0, 1181.0, 36.0], OZO_AhJYGz, 5686584]
[paragraph, [233.0, 1751.0, 1181.0, 36.0], OZO_AhJYGz, 5686584]
[paragraph, [233.0, 1787.0, 1181.0, 36.0], OZO_AhJYGz, 5686584]
[paragraph, [233.0, 1823.0, 1181.0, 36.0], OZO_AhJYGz, 5686584]
[paragraph, [233.0, 1859.0, 1181.0, 36.0], OZO_AhJYGz, 5686584]
[paragraph, [233.0, 1895.0, 1181.0, 36.0], OZO_AhJYGz, 5686584]
[paragraph, [233.0, 1931.0, 1181.0, 36.0], OZO_AhJYGz, 5686584]
[paragraph, [233.0, 1967.0, 1181.0, 36.0], OZO_AhJYGz, 5686584]
[paragraph, [233.0, 2003.0, 1181.0, 36.0], OZO_AhJYGz, 5686584]
[paragraph, [233.0, 2039.0, 1181.0, 36.0], OZO_AhJYGz, 5686584]
