[1200, 1650]
[quote, [928.0, 265.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 283.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 301.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 319.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 337.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 355.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 373.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 391.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 409.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 427.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 445.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 463.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 481.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 499.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 517.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 535.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 553.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 571.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 589.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 607.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 625.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 643.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 661.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 679.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 697.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 715.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 733.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 751.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 769.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 787.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 805.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 823.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 841.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 859.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 877.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 895.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 913.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 931.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 949.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 967.0, 699.0, 18.0], A8bDskcXVf, 5716029]
[quote, [928.0, 985.0, 699.0, 18.0], A8bDskcXVf, 5716029]
