[1050, 693]
[folio, [84.0, 78.0, 87.0, 18.0], shoonya_0s8PPCDQ6E7DXV, 5702749]
[folio, [84.0, 96.0, 87.0, 18.0], shoonya_0s8PPCDQ6E7DXV, 5702749]
[paragraph, [76.0, 126.0, 532.0, 18.0], xYvmjVl9gF, 5702749]
[paragraph, [76.0, 144.0, 532.0, 18.0], xYvmjVl9gF, 5702749]
[paragraph, [76.0, 162.0, 532.0, 18.0], xYvmjVl9gF, 5702749]
[paragraph, [77.0, 192.0, 531.0, 18.0], qFqjcqJCme, 5702749]
[paragraph, [77.0, 210.0, 531.0, 18.0], qFqjcqJCme, 5702749]
[paragraph, [77.0, 228.0, 531.0, 18.0], qFqjcqJCme, 5702749]
[paragraph, [77.0, 246.0, 531.0, 18.0], qFqjcqJCme, 5702749]
[paragraph, [77.0, 264.0, 531.0, 18.0], qFqjcqJCme, 5702749]
[paragraph, [81.0, 285.0, 531.0, 18.0], NRWqXzNB2W, 5702749]
[paragraph, [81.0, 303.0, 531.0, 18.0], NRWqXzNB2W, 5702749]
[paragraph, [81.0, 321.0, 531.0, 18.0], NRWqXzNB2W, 5702749]
[paragraph, [81.0, 339.0, 531.0, 18.0], NRWqXzNB2W, 5702749]
[paragraph, [81.0, 357.0, 531.0, 18.0], NRWqXzNB2W, 5702749]
[paragraph, [81.0, 375.0, 531.0, 18.0], NRWqXzNB2W, 5702749]
[paragraph, [81.0, 393.0, 531.0, 18.0], NRWqXzNB2W, 5702749]
[paragraph, [81.0, 411.0, 531.0, 18.0], NRWqXzNB2W, 5702749]
[paragraph, [78.0, 450.0, 531.0, 18.0], 8BGygRhH6C, 5702749]
[paragraph, [78.0, 468.0, 531.0, 18.0], 8BGygRhH6C, 5702749]
[paragraph, [78.0, 486.0, 531.0, 18.0], 8BGygRhH6C, 5702749]
[paragraph, [78.0, 514.0, 534.0, 18.0], 1CMpRTMb1B, 5702749]
[paragraph, [78.0, 532.0, 534.0, 18.0], 1CMpRTMb1B, 5702749]
[paragraph, [78.0, 550.0, 534.0, 18.0], 1CMpRTMb1B, 5702749]
[paragraph, [78.0, 568.0, 534.0, 18.0], 1CMpRTMb1B, 5702749]
[paragraph, [78.0, 586.0, 534.0, 18.0], 1CMpRTMb1B, 5702749]
[paragraph, [78.0, 604.0, 534.0, 18.0], 1CMpRTMb1B, 5702749]
[paragraph, [78.0, 622.0, 534.0, 18.0], 1CMpRTMb1B, 5702749]
[paragraph, [78.0, 640.0, 534.0, 18.0], 1CMpRTMb1B, 5702749]
[paragraph, [78.0, 658.0, 534.0, 18.0], 1CMpRTMb1B, 5702749]
[paragraph, [78.0, 676.0, 534.0, 18.0], 1CMpRTMb1B, 5702749]
[paragraph, [78.0, 694.0, 534.0, 18.0], 1CMpRTMb1B, 5702749]
[paragraph, [85.0, 728.0, 530.0, 18.0], dpyJk3M0-n, 5702749]
[paragraph, [85.0, 746.0, 530.0, 18.0], dpyJk3M0-n, 5702749]
[paragraph, [85.0, 764.0, 530.0, 18.0], dpyJk3M0-n, 5702749]
[paragraph, [85.0, 782.0, 530.0, 18.0], dpyJk3M0-n, 5702749]
[paragraph, [85.0, 800.0, 530.0, 18.0], dpyJk3M0-n, 5702749]
[paragraph, [85.0, 818.0, 530.0, 18.0], dpyJk3M0-n, 5702749]
[paragraph, [85.0, 836.0, 530.0, 18.0], dpyJk3M0-n, 5702749]
[paragraph, [85.0, 854.0, 530.0, 18.0], dpyJk3M0-n, 5702749]
[paragraph, [85.0, 872.0, 530.0, 18.0], dpyJk3M0-n, 5702749]
[paragraph, [85.0, 890.0, 530.0, 18.0], dpyJk3M0-n, 5702749]
[paragraph, [83.0, 915.0, 533.0, 18.0], r1wQ9PN9Rb, 5702749]
[paragraph, [83.0, 933.0, 533.0, 18.0], r1wQ9PN9Rb, 5702749]
[paragraph, [83.0, 951.0, 533.0, 18.0], r1wQ9PN9Rb, 5702749]
