[872, 605]
[folio, [480.0, 30.0, 74.0, 18.0], OkOiWTfu2G, 6457344]
[section-title, [272.0, 32.0, 64.0, 30.0], eEn_lJWO54, 6457344]
[paragraph, [305.0, 71.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 89.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 107.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 125.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 143.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 161.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 179.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 197.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 215.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 233.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 251.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 269.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 287.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 305.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 323.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 341.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 359.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 377.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 395.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 413.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 431.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 449.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 467.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 485.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 503.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 521.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 539.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 557.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 575.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 593.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 611.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 629.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 647.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 665.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 683.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 701.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [305.0, 719.0, 253.0, 18.0], cAwCCU-f2d, 6457344]
[paragraph, [49.0, 72.0, 252.0, 18.0], CgMKsyQGdh, 6457344]
[paragraph, [49.0, 90.0, 252.0, 18.0], CgMKsyQGdh, 6457344]
[paragraph, [47.0, 116.0, 257.0, 18.0], shoonya_0sHWYF9LTRTC9J, 6457344]
[paragraph, [47.0, 134.0, 257.0, 18.0], shoonya_0sHWYF9LTRTC9J, 6457344]
[paragraph, [47.0, 152.0, 257.0, 18.0], shoonya_0sHWYF9LTRTC9J, 6457344]
[paragraph, [47.0, 170.0, 257.0, 18.0], shoonya_0sHWYF9LTRTC9J, 6457344]
[paragraph, [47.0, 188.0, 257.0, 18.0], shoonya_0sHWYF9LTRTC9J, 6457344]
[paragraph, [47.0, 206.0, 257.0, 18.0], shoonya_0sHWYF9LTRTC9J, 6457344]
[paragraph, [47.0, 224.0, 257.0, 18.0], shoonya_0sHWYF9LTRTC9J, 6457344]
[paragraph, [47.0, 242.0, 257.0, 18.0], shoonya_0sHWYF9LTRTC9J, 6457344]
[paragraph, [47.0, 260.0, 257.0, 18.0], shoonya_0sHWYF9LTRTC9J, 6457344]
[paragraph, [47.0, 278.0, 257.0, 18.0], shoonya_0sHWYF9LTRTC9J, 6457344]
[paragraph, [47.0, 296.0, 257.0, 18.0], shoonya_0sHWYF9LTRTC9J, 6457344]
[paragraph, [47.0, 314.0, 257.0, 18.0], shoonya_0sHWYF9LTRTC9J, 6457344]
[paragraph, [47.0, 332.0, 257.0, 18.0], shoonya_0sHWYF9LTRTC9J, 6457344]
[paragraph, [47.0, 350.0, 257.0, 18.0], shoonya_0sHWYF9LTRTC9J, 6457344]
[paragraph, [47.0, 368.0, 257.0, 18.0], shoonya_0sHWYF9LTRTC9J, 6457344]
[paragraph, [47.0, 386.0, 257.0, 18.0], shoonya_0sHWYF9LTRTC9J, 6457344]
[paragraph, [47.0, 404.0, 257.0, 18.0], shoonya_0sHWYF9LTRTC9J, 6457344]
[paragraph, [47.0, 422.0, 257.0, 18.0], shoonya_0sHWYF9LTRTC9J, 6457344]
[paragraph, [47.0, 440.0, 257.0, 18.0], shoonya_0sHWYF9LTRTC9J, 6457344]
[paragraph, [47.0, 458.0, 257.0, 18.0], shoonya_0sHWYF9LTRTC9J, 6457344]
[paragraph, [47.0, 476.0, 257.0, 18.0], shoonya_0sHWYF9LTRTC9J, 6457344]
[paragraph, [47.0, 494.0, 257.0, 18.0], shoonya_0sHWYF9LTRTC9J, 6457344]
[paragraph, [47.0, 512.0, 257.0, 18.0], shoonya_0sHWYF9LTRTC9J, 6457344]
[paragraph, [47.0, 530.0, 257.0, 18.0], shoonya_0sHWYF9LTRTC9J, 6457344]
[paragraph, [47.0, 548.0, 257.0, 18.0], shoonya_0sHWYF9LTRTC9J, 6457344]
[paragraph, [47.0, 566.0, 257.0, 18.0], shoonya_0sHWYF9LTRTC9J, 6457344]
[paragraph, [47.0, 584.0, 257.0, 18.0], shoonya_0sHWYF9LTRTC9J, 6457344]
[paragraph, [47.0, 602.0, 257.0, 18.0], shoonya_0sHWYF9LTRTC9J, 6457344]
[paragraph, [47.0, 620.0, 257.0, 18.0], shoonya_0sHWYF9LTRTC9J, 6457344]
[paragraph, [47.0, 638.0, 257.0, 18.0], shoonya_0sHWYF9LTRTC9J, 6457344]
[paragraph, [47.0, 656.0, 257.0, 18.0], shoonya_0sHWYF9LTRTC9J, 6457344]
[paragraph, [47.0, 674.0, 257.0, 18.0], shoonya_0sHWYF9LTRTC9J, 6457344]
[paragraph, [48.0, 700.0, 254.0, 18.0], xZhGvGuOXM, 6457344]
[paragraph, [48.0, 718.0, 254.0, 18.0], xZhGvGuOXM, 6457344]
[paragraph, [48.0, 736.0, 254.0, 18.0], xZhGvGuOXM, 6457344]
[paragraph, [48.0, 754.0, 254.0, 18.0], xZhGvGuOXM, 6457344]
[paragraph, [48.0, 772.0, 254.0, 18.0], xZhGvGuOXM, 6457344]
[paragraph, [48.0, 790.0, 254.0, 18.0], xZhGvGuOXM, 6457344]
[paragraph, [48.0, 808.0, 254.0, 18.0], xZhGvGuOXM, 6457344]
[reference, [303.0, 745.0, 254.0, 18.0], jW5sS3f-xY, 6457344]
[reference, [303.0, 763.0, 254.0, 18.0], jW5sS3f-xY, 6457344]
[reference, [303.0, 781.0, 254.0, 18.0], jW5sS3f-xY, 6457344]
[reference, [303.0, 799.0, 254.0, 18.0], jW5sS3f-xY, 6457344]
[reference, [303.0, 817.0, 254.0, 18.0], jW5sS3f-xY, 6457344]
