[2481, 1654]
[folio, [1183.0, 90.0, 138.0, 36.0], FAUypKnUXS, 5721789]
[folio, [1183.0, 126.0, 138.0, 36.0], FAUypKnUXS, 5721789]
[paragraph, [161.0, 212.0, 1280.0, 36.0], h2OXN0zL0q, 5721789]
[paragraph, [161.0, 248.0, 1280.0, 36.0], h2OXN0zL0q, 5721789]
[paragraph, [161.0, 284.0, 1280.0, 36.0], h2OXN0zL0q, 5721789]
[paragraph, [161.0, 320.0, 1280.0, 36.0], h2OXN0zL0q, 5721789]
[paragraph, [161.0, 356.0, 1280.0, 36.0], h2OXN0zL0q, 5721789]
[paragraph, [152.0, 431.0, 1290.0, 36.0], zaXdGhFLkN, 5721789]
[paragraph, [152.0, 467.0, 1290.0, 36.0], zaXdGhFLkN, 5721789]
[paragraph, [152.0, 532.0, 1296.0, 36.0], TJ0ill8rW-, 5721789]
[paragraph, [152.0, 568.0, 1296.0, 36.0], TJ0ill8rW-, 5721789]
[paragraph, [152.0, 604.0, 1296.0, 36.0], TJ0ill8rW-, 5721789]
[paragraph, [152.0, 640.0, 1296.0, 36.0], TJ0ill8rW-, 5721789]
[paragraph, [152.0, 676.0, 1296.0, 36.0], TJ0ill8rW-, 5721789]
[paragraph, [152.0, 712.0, 1296.0, 36.0], TJ0ill8rW-, 5721789]
[paragraph, [152.0, 748.0, 1296.0, 36.0], TJ0ill8rW-, 5721789]
[paragraph, [152.0, 784.0, 1296.0, 36.0], TJ0ill8rW-, 5721789]
[paragraph, [152.0, 820.0, 1296.0, 36.0], TJ0ill8rW-, 5721789]
[paragraph, [152.0, 856.0, 1296.0, 36.0], TJ0ill8rW-, 5721789]
[paragraph, [152.0, 892.0, 1296.0, 36.0], TJ0ill8rW-, 5721789]
[paragraph, [152.0, 928.0, 1296.0, 36.0], TJ0ill8rW-, 5721789]
[paragraph, [152.0, 964.0, 1296.0, 36.0], TJ0ill8rW-, 5721789]
[paragraph, [150.0, 1001.0, 1296.0, 36.0], lDRhE0spil, 5721789]
[paragraph, [150.0, 1037.0, 1296.0, 36.0], lDRhE0spil, 5721789]
[paragraph, [150.0, 1073.0, 1296.0, 36.0], lDRhE0spil, 5721789]
[paragraph, [150.0, 1109.0, 1296.0, 36.0], lDRhE0spil, 5721789]
[paragraph, [150.0, 1145.0, 1296.0, 36.0], lDRhE0spil, 5721789]
[paragraph, [150.0, 1181.0, 1296.0, 36.0], lDRhE0spil, 5721789]
[paragraph, [150.0, 1217.0, 1296.0, 36.0], lDRhE0spil, 5721789]
[paragraph, [150.0, 1253.0, 1296.0, 36.0], lDRhE0spil, 5721789]
[paragraph, [150.0, 1289.0, 1296.0, 36.0], lDRhE0spil, 5721789]
[paragraph, [150.0, 1325.0, 1296.0, 36.0], lDRhE0spil, 5721789]
[paragraph, [150.0, 1361.0, 1296.0, 36.0], lDRhE0spil, 5721789]
[paragraph, [146.0, 1419.0, 1302.0, 36.0], QJFW_Sf31D, 5721789]
[paragraph, [146.0, 1455.0, 1302.0, 36.0], QJFW_Sf31D, 5721789]
[paragraph, [146.0, 1491.0, 1302.0, 36.0], QJFW_Sf31D, 5721789]
[paragraph, [146.0, 1527.0, 1302.0, 36.0], QJFW_Sf31D, 5721789]
[paragraph, [146.0, 1563.0, 1302.0, 36.0], QJFW_Sf31D, 5721789]
[paragraph, [146.0, 1599.0, 1302.0, 36.0], QJFW_Sf31D, 5721789]
[paragraph, [146.0, 1635.0, 1302.0, 36.0], QJFW_Sf31D, 5721789]
[paragraph, [146.0, 1671.0, 1302.0, 36.0], QJFW_Sf31D, 5721789]
[paragraph, [146.0, 1707.0, 1302.0, 36.0], QJFW_Sf31D, 5721789]
[paragraph, [146.0, 1743.0, 1302.0, 36.0], QJFW_Sf31D, 5721789]
[paragraph, [146.0, 1779.0, 1302.0, 36.0], QJFW_Sf31D, 5721789]
[paragraph, [146.0, 1834.0, 1300.0, 36.0], FdZqMchp_R, 5721789]
[paragraph, [146.0, 1870.0, 1300.0, 36.0], FdZqMchp_R, 5721789]
[paragraph, [146.0, 1906.0, 1300.0, 36.0], FdZqMchp_R, 5721789]
[paragraph, [146.0, 1942.0, 1300.0, 36.0], FdZqMchp_R, 5721789]
[paragraph, [142.0, 1991.0, 1307.0, 36.0], 4V95TivFrK, 5721789]
[paragraph, [142.0, 2027.0, 1307.0, 36.0], 4V95TivFrK, 5721789]
[paragraph, [142.0, 2063.0, 1307.0, 36.0], 4V95TivFrK, 5721789]
[paragraph, [142.0, 2099.0, 1307.0, 36.0], 4V95TivFrK, 5721789]
[paragraph, [210.0, 2148.0, 839.0, 36.0], YQ6PuTu99a, 5721789]
