[2484, 1767]
[paragraph, [348.0, 386.0, 443.0, 36.0], nEVpa6TsxC, 5753851]
[paragraph, [343.0, 470.0, 1206.0, 36.0], shoonya_0sL7LRHZ6KD285, 5753851]
[paragraph, [343.0, 506.0, 1206.0, 36.0], shoonya_0sL7LRHZ6KD285, 5753851]
[paragraph, [343.0, 542.0, 1206.0, 36.0], shoonya_0sL7LRHZ6KD285, 5753851]
[paragraph, [343.0, 578.0, 1206.0, 36.0], shoonya_0sL7LRHZ6KD285, 5753851]
[paragraph, [343.0, 614.0, 1206.0, 36.0], shoonya_0sL7LRHZ6KD285, 5753851]
[paragraph, [343.0, 650.0, 1206.0, 36.0], shoonya_0sL7LRHZ6KD285, 5753851]
[paragraph, [343.0, 686.0, 1206.0, 36.0], shoonya_0sL7LRHZ6KD285, 5753851]
[paragraph, [343.0, 722.0, 1206.0, 36.0], shoonya_0sL7LRHZ6KD285, 5753851]
[paragraph, [343.0, 758.0, 1206.0, 36.0], shoonya_0sL7LRHZ6KD285, 5753851]
[paragraph, [343.0, 794.0, 1206.0, 36.0], shoonya_0sL7LRHZ6KD285, 5753851]
[paragraph, [343.0, 830.0, 1206.0, 36.0], shoonya_0sL7LRHZ6KD285, 5753851]
[paragraph, [343.0, 866.0, 1206.0, 36.0], shoonya_0sL7LRHZ6KD285, 5753851]
[paragraph, [343.0, 902.0, 1206.0, 36.0], shoonya_0sL7LRHZ6KD285, 5753851]
[paragraph, [343.0, 938.0, 1206.0, 36.0], shoonya_0sL7LRHZ6KD285, 5753851]
[paragraph, [343.0, 974.0, 1206.0, 36.0], shoonya_0sL7LRHZ6KD285, 5753851]
[paragraph, [343.0, 1010.0, 1206.0, 36.0], shoonya_0sL7LRHZ6KD285, 5753851]
[paragraph, [343.0, 1046.0, 1206.0, 36.0], shoonya_0sL7LRHZ6KD285, 5753851]
[paragraph, [343.0, 1082.0, 1206.0, 36.0], shoonya_0sL7LRHZ6KD285, 5753851]
[paragraph, [343.0, 1118.0, 1206.0, 36.0], shoonya_0sL7LRHZ6KD285, 5753851]
[paragraph, [343.0, 1154.0, 1206.0, 36.0], shoonya_0sL7LRHZ6KD285, 5753851]
[paragraph, [343.0, 1190.0, 1206.0, 36.0], shoonya_0sL7LRHZ6KD285, 5753851]
[paragraph, [343.0, 1226.0, 1206.0, 36.0], shoonya_0sL7LRHZ6KD285, 5753851]
[paragraph, [343.0, 1262.0, 1206.0, 36.0], shoonya_0sL7LRHZ6KD285, 5753851]
[paragraph, [343.0, 1298.0, 1206.0, 36.0], shoonya_0sL7LRHZ6KD285, 5753851]
[paragraph, [343.0, 1334.0, 1206.0, 36.0], shoonya_0sL7LRHZ6KD285, 5753851]
[paragraph, [343.0, 1370.0, 1206.0, 36.0], shoonya_0sL7LRHZ6KD285, 5753851]
[paragraph, [343.0, 1406.0, 1206.0, 36.0], shoonya_0sL7LRHZ6KD285, 5753851]
[paragraph, [343.0, 1442.0, 1206.0, 36.0], shoonya_0sL7LRHZ6KD285, 5753851]
[paragraph, [343.0, 1478.0, 1206.0, 36.0], shoonya_0sL7LRHZ6KD285, 5753851]
[paragraph, [343.0, 1514.0, 1206.0, 36.0], shoonya_0sL7LRHZ6KD285, 5753851]
[ordered-list, [346.0, 1568.0, 1202.0, 36.0], shoonya_1sPVMXN60P8JQV, 5753851]
[ordered-list, [346.0, 1604.0, 1202.0, 36.0], shoonya_1sPVMXN60P8JQV, 5753851]
[ordered-list, [346.0, 1640.0, 1202.0, 36.0], shoonya_1sPVMXN60P8JQV, 5753851]
[ordered-list, [346.0, 1676.0, 1202.0, 36.0], shoonya_1sPVMXN60P8JQV, 5753851]
[ordered-list, [346.0, 1712.0, 1202.0, 36.0], shoonya_1sPVMXN60P8JQV, 5753851]
[ordered-list, [346.0, 1748.0, 1202.0, 36.0], shoonya_1sPVMXN60P8JQV, 5753851]
[ordered-list, [346.0, 1784.0, 1202.0, 36.0], shoonya_1sPVMXN60P8JQV, 5753851]
[ordered-list, [346.0, 1820.0, 1202.0, 36.0], shoonya_1sPVMXN60P8JQV, 5753851]
[ordered-list, [346.0, 1856.0, 1202.0, 36.0], shoonya_1sPVMXN60P8JQV, 5753851]
[ordered-list, [346.0, 1892.0, 1202.0, 36.0], shoonya_1sPVMXN60P8JQV, 5753851]
[ordered-list, [346.0, 1928.0, 1202.0, 36.0], shoonya_1sPVMXN60P8JQV, 5753851]
[ordered-list, [346.0, 1964.0, 1202.0, 36.0], shoonya_1sPVMXN60P8JQV, 5753851]
[ordered-list, [346.0, 2000.0, 1202.0, 36.0], shoonya_1sPVMXN60P8JQV, 5753851]
[ordered-list, [346.0, 2036.0, 1202.0, 36.0], shoonya_1sPVMXN60P8JQV, 5753851]
[ordered-list, [346.0, 2072.0, 1202.0, 36.0], shoonya_1sPVMXN60P8JQV, 5753851]
[ordered-list, [346.0, 2108.0, 1202.0, 36.0], shoonya_1sPVMXN60P8JQV, 5753851]
[ordered-list, [346.0, 2144.0, 1202.0, 36.0], shoonya_1sPVMXN60P8JQV, 5753851]
[ordered-list, [346.0, 2180.0, 1202.0, 36.0], shoonya_1sPVMXN60P8JQV, 5753851]
[ordered-list, [346.0, 2216.0, 1202.0, 36.0], shoonya_1sPVMXN60P8JQV, 5753851]
