[872, 605]
[section-title, [263.0, 34.0, 75.0, 30.0], P2gbfSCimM, 6457026]
[folio, [450.0, 36.0, 103.0, 18.0], xIwCsOCOuT, 6457026]
[paragraph, [300.0, 77.0, 249.0, 18.0], esB6WcRmEh, 6457026]
[paragraph, [300.0, 95.0, 249.0, 18.0], esB6WcRmEh, 6457026]
[paragraph, [65.0, 80.0, 57.0, 18.0], M4Cf-45GKT, 6457026]
[paragraph, [50.0, 101.0, 234.0, 18.0], -jaj5DuKFS, 6457026]
[paragraph, [299.0, 115.0, 248.0, 18.0], fsMi0KVv_m, 6457026]
[paragraph, [52.0, 118.0, 198.0, 18.0], hObXco4AAo, 6457026]
[paragraph, [302.0, 134.0, 227.0, 18.0], _wrErSEs1s, 6457026]
[paragraph, [302.0, 152.0, 227.0, 18.0], _wrErSEs1s, 6457026]
[paragraph, [55.0, 140.0, 247.0, 18.0], 4DZsinCWrp, 6457026]
[paragraph, [55.0, 158.0, 247.0, 18.0], 4DZsinCWrp, 6457026]
[paragraph, [300.0, 171.0, 247.0, 18.0], SvuJypjFaR, 6457026]
[paragraph, [300.0, 189.0, 247.0, 18.0], SvuJypjFaR, 6457026]
[paragraph, [55.0, 191.0, 244.0, 18.0], RicGLPc2bF, 6457026]
[paragraph, [55.0, 209.0, 244.0, 18.0], RicGLPc2bF, 6457026]
[paragraph, [302.0, 207.0, 233.0, 18.0], EyiTWfiytj, 6457026]
[paragraph, [302.0, 225.0, 233.0, 18.0], EyiTWfiytj, 6457026]
[paragraph, [55.0, 228.0, 233.0, 18.0], j2tBC5USXh, 6457026]
[paragraph, [299.0, 243.0, 249.0, 18.0], ih1Z5ghbIH, 6457026]
[paragraph, [299.0, 261.0, 249.0, 18.0], ih1Z5ghbIH, 6457026]
[paragraph, [56.0, 247.0, 242.0, 18.0], Q_juHVAZQu, 6457026]
[paragraph, [56.0, 265.0, 242.0, 18.0], Q_juHVAZQu, 6457026]
[paragraph, [302.0, 278.0, 235.0, 18.0], 4yjuvUkPJC, 6457026]
[paragraph, [302.0, 296.0, 235.0, 18.0], 4yjuvUkPJC, 6457026]
[paragraph, [57.0, 283.0, 212.0, 18.0], 1Omv7_R2Dc, 6457026]
[paragraph, [59.0, 304.0, 242.0, 18.0], z2pAAERZFh, 6457026]
[paragraph, [59.0, 322.0, 242.0, 18.0], z2pAAERZFh, 6457026]
[paragraph, [302.0, 316.0, 247.0, 18.0], tWcRiHBmZv, 6457026]
[paragraph, [302.0, 334.0, 247.0, 18.0], tWcRiHBmZv, 6457026]
[paragraph, [56.0, 339.0, 246.0, 18.0], pvHSCZBpaj, 6457026]
[paragraph, [56.0, 357.0, 246.0, 18.0], pvHSCZBpaj, 6457026]
[paragraph, [56.0, 375.0, 246.0, 18.0], pvHSCZBpaj, 6457026]
[paragraph, [304.0, 350.0, 238.0, 18.0], CQHwfF_cux, 6457026]
[paragraph, [304.0, 368.0, 238.0, 18.0], CQHwfF_cux, 6457026]
[paragraph, [305.0, 388.0, 245.0, 18.0], 4tqhg4VEVl, 6457026]
[paragraph, [305.0, 406.0, 245.0, 18.0], 4tqhg4VEVl, 6457026]
[paragraph, [305.0, 424.0, 245.0, 18.0], 4tqhg4VEVl, 6457026]
[paragraph, [305.0, 442.0, 245.0, 18.0], 4tqhg4VEVl, 6457026]
[paragraph, [305.0, 460.0, 245.0, 18.0], 4tqhg4VEVl, 6457026]
[paragraph, [305.0, 478.0, 245.0, 18.0], 4tqhg4VEVl, 6457026]
[paragraph, [305.0, 496.0, 245.0, 18.0], 4tqhg4VEVl, 6457026]
[paragraph, [305.0, 514.0, 245.0, 18.0], 4tqhg4VEVl, 6457026]
[paragraph, [305.0, 532.0, 245.0, 18.0], 4tqhg4VEVl, 6457026]
[paragraph, [305.0, 550.0, 245.0, 18.0], 4tqhg4VEVl, 6457026]
[paragraph, [305.0, 568.0, 245.0, 18.0], 4tqhg4VEVl, 6457026]
[paragraph, [57.0, 391.0, 234.0, 18.0], qCmWAQiwfE, 6457026]
[paragraph, [57.0, 412.0, 200.0, 18.0], 6OkG1ew4sl, 6457026]
[paragraph, [60.0, 432.0, 244.0, 18.0], Sky3T_Pw8Z, 6457026]
[paragraph, [60.0, 450.0, 244.0, 18.0], Sky3T_Pw8Z, 6457026]
[paragraph, [60.0, 468.0, 244.0, 18.0], Sky3T_Pw8Z, 6457026]
[paragraph, [69.0, 487.0, 200.0, 18.0], 0QX1lcJiC3, 6457026]
[paragraph, [68.0, 504.0, 111.0, 18.0], _c4FzIW8q4, 6457026]
[paragraph, [59.0, 525.0, 243.0, 18.0], P2a7-R6qml, 6457026]
[paragraph, [57.0, 545.0, 246.0, 18.0], hBSKfgBKJw, 6457026]
[paragraph, [57.0, 563.0, 246.0, 18.0], hBSKfgBKJw, 6457026]
[paragraph, [73.0, 582.0, 197.0, 18.0], 9uoMbtiCo0, 6457026]
[paragraph, [303.0, 592.0, 248.0, 18.0], HYSDyylLz2, 6457026]
[paragraph, [303.0, 610.0, 248.0, 18.0], HYSDyylLz2, 6457026]
[paragraph, [303.0, 628.0, 248.0, 18.0], HYSDyylLz2, 6457026]
[paragraph, [303.0, 646.0, 248.0, 18.0], HYSDyylLz2, 6457026]
[paragraph, [303.0, 664.0, 248.0, 18.0], HYSDyylLz2, 6457026]
[paragraph, [303.0, 682.0, 248.0, 18.0], HYSDyylLz2, 6457026]
[paragraph, [303.0, 700.0, 248.0, 18.0], HYSDyylLz2, 6457026]
[paragraph, [58.0, 604.0, 208.0, 18.0], WlA8FARvrN, 6457026]
[paragraph, [71.0, 625.0, 232.0, 18.0], RnzCSkg3QF, 6457026]
[paragraph, [70.0, 646.0, 199.0, 18.0], FBKaNhvuvX, 6457026]
[paragraph, [59.0, 664.0, 236.0, 18.0], oaXlxCYPm7, 6457026]
[paragraph, [59.0, 684.0, 221.0, 18.0], XLdco-3Bim, 6457026]
[paragraph, [58.0, 705.0, 244.0, 18.0], G9mgOHc8qI, 6457026]
[paragraph, [304.0, 715.0, 203.0, 18.0], 3_pBOFHwli, 6457026]
[paragraph, [305.0, 734.0, 241.0, 18.0], u2CmNXB_qr, 6457026]
[paragraph, [305.0, 752.0, 241.0, 18.0], u2CmNXB_qr, 6457026]
[paragraph, [59.0, 735.0, 245.0, 18.0], dXNOJEjK5z, 6457026]
[paragraph, [59.0, 753.0, 245.0, 18.0], dXNOJEjK5z, 6457026]
[paragraph, [306.0, 770.0, 234.0, 18.0], LKwxJCGyzl, 6457026]
[reference, [57.0, 775.0, 248.0, 18.0], shoonya_0sQ5VM3ZNZF0RE, 6457026]
[reference, [57.0, 793.0, 248.0, 18.0], shoonya_0sQ5VM3ZNZF0RE, 6457026]
[reference, [57.0, 811.0, 248.0, 18.0], shoonya_0sQ5VM3ZNZF0RE, 6457026]
[reference, [305.0, 791.0, 246.0, 18.0], AWJXtRMjIr, 6457026]
