[2175, 1675]
[folio, [183.0, 140.0, 102.0, 36.0], shoonya_0sZIMVTYYCDO54, 5757895]
[placeholder-text, [190.0, 205.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 223.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 241.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 259.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 277.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 295.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 313.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 331.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 349.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 367.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 385.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 403.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 421.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 439.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 457.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 475.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 493.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 511.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 529.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 547.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 565.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 583.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 601.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 619.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 637.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 655.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 673.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 691.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 709.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 727.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 745.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 763.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 781.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 799.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 817.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 835.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 853.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 871.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 889.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 907.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 925.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 943.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 961.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 979.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 997.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1015.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1033.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1051.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1069.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1087.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1105.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1123.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1141.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1159.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1177.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1195.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1213.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1231.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1249.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1267.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1285.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1303.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1321.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1339.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1357.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1375.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1393.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1411.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1429.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1447.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1465.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1483.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1501.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1519.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1537.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1555.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1573.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1591.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1609.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1627.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1645.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1663.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1681.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1699.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1717.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1735.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1753.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1771.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1789.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1807.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
[placeholder-text, [190.0, 1825.0, 1287.0, 18.0], 4wIddS2CzC, 5757895]
