[1152, 739]
[section-title, [308.0, 107.0, 118.0, 30.0], shoonya_0sHAOV9B0CUREA, 5740993]
[paragraph, [94.0, 155.0, 548.0, 18.0], SW4cjY3QvC, 5740993]
[paragraph, [94.0, 173.0, 548.0, 18.0], SW4cjY3QvC, 5740993]
[paragraph, [94.0, 191.0, 548.0, 18.0], SW4cjY3QvC, 5740993]
[paragraph, [94.0, 209.0, 548.0, 18.0], SW4cjY3QvC, 5740993]
[paragraph, [94.0, 227.0, 548.0, 18.0], SW4cjY3QvC, 5740993]
[paragraph, [94.0, 245.0, 548.0, 18.0], SW4cjY3QvC, 5740993]
[paragraph, [94.0, 263.0, 548.0, 18.0], SW4cjY3QvC, 5740993]
[paragraph, [94.0, 281.0, 548.0, 18.0], SW4cjY3QvC, 5740993]
[paragraph, [94.0, 299.0, 548.0, 18.0], SW4cjY3QvC, 5740993]
[paragraph, [94.0, 317.0, 548.0, 18.0], SW4cjY3QvC, 5740993]
[paragraph, [94.0, 335.0, 548.0, 18.0], SW4cjY3QvC, 5740993]
[paragraph, [94.0, 353.0, 548.0, 18.0], SW4cjY3QvC, 5740993]
[paragraph, [94.0, 371.0, 548.0, 18.0], SW4cjY3QvC, 5740993]
[paragraph, [94.0, 389.0, 548.0, 18.0], SW4cjY3QvC, 5740993]
[paragraph, [94.0, 407.0, 548.0, 18.0], SW4cjY3QvC, 5740993]
[paragraph, [94.0, 425.0, 548.0, 18.0], SW4cjY3QvC, 5740993]
[paragraph, [94.0, 443.0, 548.0, 18.0], SW4cjY3QvC, 5740993]
[paragraph, [94.0, 461.0, 548.0, 18.0], SW4cjY3QvC, 5740993]
[paragraph, [94.0, 479.0, 548.0, 18.0], SW4cjY3QvC, 5740993]
[paragraph, [94.0, 497.0, 548.0, 18.0], SW4cjY3QvC, 5740993]
[paragraph, [94.0, 515.0, 548.0, 18.0], SW4cjY3QvC, 5740993]
[paragraph, [94.0, 533.0, 548.0, 18.0], SW4cjY3QvC, 5740993]
[paragraph, [94.0, 551.0, 548.0, 18.0], SW4cjY3QvC, 5740993]
[paragraph, [94.0, 569.0, 548.0, 18.0], SW4cjY3QvC, 5740993]
[paragraph, [94.0, 587.0, 548.0, 18.0], SW4cjY3QvC, 5740993]
[paragraph, [94.0, 605.0, 548.0, 18.0], SW4cjY3QvC, 5740993]
[paragraph, [94.0, 623.0, 548.0, 18.0], SW4cjY3QvC, 5740993]
[paragraph, [92.0, 650.0, 556.0, 18.0], -o_i4IZCYv, 5740993]
[paragraph, [92.0, 668.0, 556.0, 18.0], -o_i4IZCYv, 5740993]
[paragraph, [92.0, 686.0, 556.0, 18.0], -o_i4IZCYv, 5740993]
[paragraph, [92.0, 704.0, 556.0, 18.0], -o_i4IZCYv, 5740993]
[paragraph, [92.0, 722.0, 556.0, 18.0], -o_i4IZCYv, 5740993]
[paragraph, [92.0, 740.0, 556.0, 18.0], -o_i4IZCYv, 5740993]
[paragraph, [92.0, 758.0, 556.0, 18.0], -o_i4IZCYv, 5740993]
[paragraph, [92.0, 776.0, 556.0, 18.0], -o_i4IZCYv, 5740993]
[paragraph, [92.0, 794.0, 556.0, 18.0], -o_i4IZCYv, 5740993]
[paragraph, [92.0, 812.0, 556.0, 18.0], -o_i4IZCYv, 5740993]
[paragraph, [92.0, 830.0, 556.0, 18.0], -o_i4IZCYv, 5740993]
[paragraph, [92.0, 848.0, 556.0, 18.0], -o_i4IZCYv, 5740993]
[paragraph, [92.0, 866.0, 556.0, 18.0], -o_i4IZCYv, 5740993]
[paragraph, [92.0, 884.0, 556.0, 18.0], -o_i4IZCYv, 5740993]
[paragraph, [92.0, 902.0, 556.0, 18.0], -o_i4IZCYv, 5740993]
[paragraph, [92.0, 920.0, 556.0, 18.0], -o_i4IZCYv, 5740993]
[paragraph, [92.0, 938.0, 556.0, 18.0], -o_i4IZCYv, 5740993]
[paragraph, [92.0, 956.0, 556.0, 18.0], -o_i4IZCYv, 5740993]
[paragraph, [92.0, 974.0, 556.0, 18.0], -o_i4IZCYv, 5740993]
[paragraph, [92.0, 992.0, 556.0, 18.0], -o_i4IZCYv, 5740993]
[footnote, [421.0, 1109.0, 259.0, 18.0], k6TKo1SfRF, 5740993]
