[1755, 1240]
[paragraph, [216.0, 138.0, 886.0, 36.0], shoonya_1sOSUD8LT0ZNQ3, 5693555]
[paragraph, [216.0, 174.0, 886.0, 36.0], shoonya_1sOSUD8LT0ZNQ3, 5693555]
[paragraph, [216.0, 210.0, 886.0, 36.0], shoonya_1sOSUD8LT0ZNQ3, 5693555]
[paragraph, [216.0, 246.0, 886.0, 36.0], shoonya_1sOSUD8LT0ZNQ3, 5693555]
[paragraph, [216.0, 282.0, 886.0, 36.0], shoonya_1sOSUD8LT0ZNQ3, 5693555]
[paragraph, [216.0, 318.0, 886.0, 36.0], shoonya_1sOSUD8LT0ZNQ3, 5693555]
[paragraph, [216.0, 354.0, 886.0, 36.0], shoonya_1sOSUD8LT0ZNQ3, 5693555]
[paragraph, [216.0, 390.0, 886.0, 36.0], shoonya_1sOSUD8LT0ZNQ3, 5693555]
[paragraph, [216.0, 426.0, 886.0, 36.0], shoonya_1sOSUD8LT0ZNQ3, 5693555]
[paragraph, [216.0, 462.0, 886.0, 36.0], shoonya_1sOSUD8LT0ZNQ3, 5693555]
[paragraph, [216.0, 498.0, 886.0, 36.0], shoonya_1sOSUD8LT0ZNQ3, 5693555]
[paragraph, [216.0, 534.0, 886.0, 36.0], shoonya_1sOSUD8LT0ZNQ3, 5693555]
[paragraph, [216.0, 570.0, 886.0, 36.0], shoonya_1sOSUD8LT0ZNQ3, 5693555]
[paragraph, [216.0, 606.0, 886.0, 36.0], shoonya_1sOSUD8LT0ZNQ3, 5693555]
[paragraph, [216.0, 642.0, 886.0, 36.0], shoonya_1sOSUD8LT0ZNQ3, 5693555]
[paragraph, [216.0, 678.0, 886.0, 36.0], shoonya_1sOSUD8LT0ZNQ3, 5693555]
[paragraph, [216.0, 714.0, 886.0, 36.0], shoonya_1sOSUD8LT0ZNQ3, 5693555]
[paragraph, [216.0, 750.0, 886.0, 36.0], shoonya_1sOSUD8LT0ZNQ3, 5693555]
[paragraph, [216.0, 786.0, 886.0, 36.0], shoonya_1sOSUD8LT0ZNQ3, 5693555]
[paragraph, [216.0, 822.0, 886.0, 36.0], shoonya_1sOSUD8LT0ZNQ3, 5693555]
[paragraph, [216.0, 858.0, 886.0, 36.0], shoonya_1sOSUD8LT0ZNQ3, 5693555]
[paragraph, [216.0, 894.0, 886.0, 36.0], shoonya_1sOSUD8LT0ZNQ3, 5693555]
[paragraph, [216.0, 930.0, 886.0, 36.0], shoonya_1sOSUD8LT0ZNQ3, 5693555]
[paragraph, [216.0, 966.0, 886.0, 36.0], shoonya_1sOSUD8LT0ZNQ3, 5693555]
[paragraph, [216.0, 1002.0, 886.0, 36.0], shoonya_1sOSUD8LT0ZNQ3, 5693555]
[paragraph, [216.0, 1038.0, 886.0, 36.0], shoonya_1sOSUD8LT0ZNQ3, 5693555]
[paragraph, [215.0, 1131.0, 887.0, 36.0], shoonya_0sP72QQ1JR5984, 5693555]
[paragraph, [215.0, 1167.0, 887.0, 36.0], shoonya_0sP72QQ1JR5984, 5693555]
[paragraph, [215.0, 1203.0, 887.0, 36.0], shoonya_0sP72QQ1JR5984, 5693555]
[paragraph, [215.0, 1239.0, 887.0, 36.0], shoonya_0sP72QQ1JR5984, 5693555]
[paragraph, [215.0, 1275.0, 887.0, 36.0], shoonya_0sP72QQ1JR5984, 5693555]
[paragraph, [215.0, 1311.0, 887.0, 36.0], shoonya_0sP72QQ1JR5984, 5693555]
[paragraph, [215.0, 1347.0, 887.0, 36.0], shoonya_0sP72QQ1JR5984, 5693555]
[paragraph, [215.0, 1383.0, 887.0, 36.0], shoonya_0sP72QQ1JR5984, 5693555]
[paragraph, [215.0, 1419.0, 887.0, 36.0], shoonya_0sP72QQ1JR5984, 5693555]
[paragraph, [215.0, 1455.0, 887.0, 36.0], shoonya_0sP72QQ1JR5984, 5693555]
[paragraph, [215.0, 1491.0, 887.0, 36.0], shoonya_0sP72QQ1JR5984, 5693555]
[paragraph, [215.0, 1527.0, 887.0, 36.0], shoonya_0sP72QQ1JR5984, 5693555]
