[6000, 4167]
[folio, [1364.0, 609.0, 1375.0, 52.5], r2ooTyFw2P, 5721304]
[folio, [1364.0, 661.5, 1375.0, 52.5], r2ooTyFw2P, 5721304]
[folio, [1364.0, 714.0, 1375.0, 52.5], r2ooTyFw2P, 5721304]
[paragraph, [852.0, 906.0, 2759.0, 52.5], shoonya_1sG6VRJBPDA57V, 5721304]
[paragraph, [852.0, 958.5, 2759.0, 52.5], shoonya_1sG6VRJBPDA57V, 5721304]
[paragraph, [852.0, 1011.0, 2759.0, 52.5], shoonya_1sG6VRJBPDA57V, 5721304]
[paragraph, [852.0, 1063.5, 2759.0, 52.5], shoonya_1sG6VRJBPDA57V, 5721304]
[paragraph, [852.0, 1116.0, 2759.0, 52.5], shoonya_1sG6VRJBPDA57V, 5721304]
[paragraph, [852.0, 1168.5, 2759.0, 52.5], shoonya_1sG6VRJBPDA57V, 5721304]
[paragraph, [852.0, 1221.0, 2759.0, 52.5], shoonya_1sG6VRJBPDA57V, 5721304]
[paragraph, [852.0, 1273.5, 2759.0, 52.5], shoonya_1sG6VRJBPDA57V, 5721304]
[paragraph, [852.0, 1326.0, 2759.0, 52.5], shoonya_1sG6VRJBPDA57V, 5721304]
[paragraph, [852.0, 1378.5, 2759.0, 52.5], shoonya_1sG6VRJBPDA57V, 5721304]
[paragraph, [852.0, 1431.0, 2759.0, 52.5], shoonya_1sG6VRJBPDA57V, 5721304]
[paragraph, [852.0, 1483.5, 2759.0, 52.5], shoonya_1sG6VRJBPDA57V, 5721304]
[paragraph, [852.0, 1536.0, 2759.0, 52.5], shoonya_1sG6VRJBPDA57V, 5721304]
[paragraph, [852.0, 1588.5, 2759.0, 52.5], shoonya_1sG6VRJBPDA57V, 5721304]
[paragraph, [852.0, 1641.0, 2759.0, 52.5], shoonya_1sG6VRJBPDA57V, 5721304]
[paragraph, [852.0, 1693.5, 2759.0, 52.5], shoonya_1sG6VRJBPDA57V, 5721304]
[paragraph, [852.0, 1746.0, 2759.0, 52.5], shoonya_1sG6VRJBPDA57V, 5721304]
[paragraph, [852.0, 1798.5, 2759.0, 52.5], shoonya_1sG6VRJBPDA57V, 5721304]
[paragraph, [604.0, 1953.0, 3005.0, 52.5], YEGuS_M-PW, 5721304]
[paragraph, [604.0, 2005.5, 3005.0, 52.5], YEGuS_M-PW, 5721304]
[paragraph, [604.0, 2058.0, 3005.0, 52.5], YEGuS_M-PW, 5721304]
[paragraph, [604.0, 2110.5, 3005.0, 52.5], YEGuS_M-PW, 5721304]
[paragraph, [604.0, 2163.0, 3005.0, 52.5], YEGuS_M-PW, 5721304]
[paragraph, [604.0, 2215.5, 3005.0, 52.5], YEGuS_M-PW, 5721304]
[paragraph, [604.0, 2268.0, 3005.0, 52.5], YEGuS_M-PW, 5721304]
[paragraph, [604.0, 2320.5, 3005.0, 52.5], YEGuS_M-PW, 5721304]
[paragraph, [604.0, 2373.0, 3005.0, 52.5], YEGuS_M-PW, 5721304]
[paragraph, [559.0, 2540.0, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 2592.5, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 2645.0, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 2697.5, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 2750.0, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 2802.5, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 2855.0, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 2907.5, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 2960.0, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 3012.5, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 3065.0, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 3117.5, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 3170.0, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 3222.5, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 3275.0, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 3327.5, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 3380.0, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 3432.5, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 3485.0, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 3537.5, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 3590.0, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 3642.5, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 3695.0, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 3747.5, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 3800.0, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 3852.5, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 3905.0, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 3957.5, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 4010.0, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 4062.5, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 4115.0, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 4167.5, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 4220.0, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 4272.5, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 4325.0, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 4377.5, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 4430.0, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 4482.5, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 4535.0, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 4587.5, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 4640.0, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 4692.5, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 4745.0, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 4797.5, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 4850.0, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 4902.5, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 4955.0, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 5007.5, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 5060.0, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 5112.5, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 5165.0, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 5217.5, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 5270.0, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[paragraph, [559.0, 5322.5, 3159.0, 52.5], shoonya_0s9AZPVVFP89SR, 5721304]
[footnote, [2824.0, 5393.0, 284.0, 52.5], cdlS4AOdWA, 5721304]
[footnote, [2824.0, 5445.5, 284.0, 52.5], cdlS4AOdWA, 5721304]
[footnote, [2824.0, 5498.0, 284.0, 52.5], cdlS4AOdWA, 5721304]
