[595, 454]
[paragraph, [227.0, 32.0, 172.0, 18.0], AX4_pGCZsL, 6460997]
[paragraph, [226.0, 60.0, 198.0, 18.0], SrTo3QM5o-, 6460997]
[paragraph, [226.0, 78.0, 198.0, 18.0], SrTo3QM5o-, 6460997]
[paragraph, [226.0, 96.0, 198.0, 18.0], SrTo3QM5o-, 6460997]
[paragraph, [225.0, 116.0, 200.0, 18.0], ouxeHW2XUR, 6460997]
[paragraph, [225.0, 134.0, 200.0, 18.0], ouxeHW2XUR, 6460997]
[paragraph, [225.0, 152.0, 200.0, 18.0], ouxeHW2XUR, 6460997]
[paragraph, [225.0, 170.0, 200.0, 18.0], ouxeHW2XUR, 6460997]
[paragraph, [225.0, 188.0, 200.0, 18.0], ouxeHW2XUR, 6460997]
[paragraph, [225.0, 206.0, 200.0, 18.0], ouxeHW2XUR, 6460997]
[paragraph, [228.0, 231.0, 194.0, 18.0], 58yASxIJnl, 6460997]
[paragraph, [228.0, 249.0, 194.0, 18.0], 58yASxIJnl, 6460997]
[paragraph, [228.0, 267.0, 194.0, 18.0], 58yASxIJnl, 6460997]
[paragraph, [228.0, 285.0, 194.0, 18.0], 58yASxIJnl, 6460997]
[paragraph, [228.0, 303.0, 194.0, 18.0], 58yASxIJnl, 6460997]
[paragraph, [228.0, 321.0, 194.0, 18.0], 58yASxIJnl, 6460997]
[paragraph, [228.0, 339.0, 194.0, 18.0], 58yASxIJnl, 6460997]
[paragraph, [26.0, 283.0, 210.0, 18.0], shoonya_9sF9OGVXM8JDAI, 6460997]
[paragraph, [26.0, 301.0, 210.0, 18.0], shoonya_9sF9OGVXM8JDAI, 6460997]
[paragraph, [32.0, 313.0, 200.0, 18.0], kmNq_GYnHw, 6460997]
[paragraph, [32.0, 331.0, 200.0, 18.0], kmNq_GYnHw, 6460997]
[paragraph, [32.0, 349.0, 200.0, 18.0], kmNq_GYnHw, 6460997]
[paragraph, [32.0, 367.0, 200.0, 18.0], kmNq_GYnHw, 6460997]
[paragraph, [32.0, 385.0, 200.0, 18.0], kmNq_GYnHw, 6460997]
[paragraph, [230.0, 366.0, 199.0, 18.0], xqKIGScQCQ, 6460997]
[paragraph, [230.0, 384.0, 199.0, 18.0], xqKIGScQCQ, 6460997]
[paragraph, [230.0, 402.0, 199.0, 18.0], xqKIGScQCQ, 6460997]
[paragraph, [230.0, 420.0, 199.0, 18.0], xqKIGScQCQ, 6460997]
[paragraph, [230.0, 438.0, 199.0, 18.0], xqKIGScQCQ, 6460997]
[paragraph, [230.0, 456.0, 199.0, 18.0], xqKIGScQCQ, 6460997]
[paragraph, [230.0, 474.0, 199.0, 18.0], xqKIGScQCQ, 6460997]
[paragraph, [230.0, 492.0, 199.0, 18.0], xqKIGScQCQ, 6460997]
[paragraph, [230.0, 510.0, 199.0, 18.0], xqKIGScQCQ, 6460997]
[paragraph, [230.0, 528.0, 199.0, 18.0], xqKIGScQCQ, 6460997]
[paragraph, [32.0, 419.0, 197.0, 18.0], 4Ik39m3nxD, 6460997]
[paragraph, [32.0, 437.0, 197.0, 18.0], 4Ik39m3nxD, 6460997]
[paragraph, [32.0, 455.0, 197.0, 18.0], 4Ik39m3nxD, 6460997]
[paragraph, [32.0, 473.0, 197.0, 18.0], 4Ik39m3nxD, 6460997]
[paragraph, [32.0, 491.0, 197.0, 18.0], 4Ik39m3nxD, 6460997]
[paragraph, [32.0, 509.0, 197.0, 18.0], 4Ik39m3nxD, 6460997]
[paragraph, [32.0, 527.0, 197.0, 18.0], 4Ik39m3nxD, 6460997]
[folio, [354.0, 561.0, 77.0, 18.0], t4Sl8qMJsM, 6460997]
